po_id,supplier_id,warehouse_id,sku,qty_ordered,unit_cost,total_cost,po_date,expected_delivery,actual_delivery,status,is_on_time,_ingested_at
PO-00002136,SUP-0076,WH-NOR-05,SKU-00932,1737,362.56,629766.72,2026-02-16,2026-03-30,2026-03-30,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002137,SUP-0080,WH-CEN-10,SKU-00247,1537,83.82,128831.34,2026-02-15,2026-04-16,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002138,SUP-0063,WH-CEN-10,SKU-00065,428,440.73,188632.44,2026-01-22,2026-03-05,2026-03-03,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002139,SUP-0041,WH-CEN-10,SKU-00610,403,373.36,150464.08,2026-03-25,2026-05-05,2026-05-12,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002140,SUP-0032,WH-NOR-05,SKU-00076,1629,105.82,172380.78,2025-10-04,2025-11-20,2025-11-17,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002141,SUP-0061,WH-NOR-05,SKU-00473,1269,337.46,428236.74,2026-01-12,2026-01-28,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002142,SUP-0049,WH-CEN-10,SKU-00217,1876,395.78,742483.28,2025-12-20,2026-01-03,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00002143,SUP-0059,WH-EAS-02,SKU-00414,1070,211.73,226551.1,2026-03-31,2026-05-02,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002144,SUP-0052,WH-EAS-02,SKU-00643,104,302.57,31467.28,2025-06-16,2025-07-23,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002145,SUP-0027,WH-CEN-10,SKU-00597,363,149.35,54214.05,2026-04-29,2026-05-26,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002146,SUP-0047,WH-CEN-10,SKU-00433,1662,429.27,713446.74,2025-06-03,2025-06-11,2025-06-09,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002147,SUP-0015,WH-EAS-01,SKU-00741,1879,149.16,280271.64,2026-02-11,2026-04-02,2026-04-01,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002148,SUP-0041,WH-CEN-10,SKU-00910,110,294.75,32422.5,2025-11-27,2026-01-07,2026-01-06,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002149,SUP-0037,WH-NOR-04,SKU-00864,1435,368.76,529170.6,2025-09-08,2025-11-04,,DRAFT,,2026-04-30T04:36:50.726872
PO-00002150,SUP-0016,WH-WES-07,SKU-00244,1880,94.49,177641.2,2025-05-14,2025-05-19,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00002151,SUP-0076,WH-CEN-08,SKU-00598,1240,241.17,299050.8,2025-07-03,2025-07-22,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002152,SUP-0047,WH-EAS-01,SKU-00787,686,24.62,16889.32,2026-03-16,2026-04-06,2026-04-12,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002153,SUP-0044,WH-EAS-06,SKU-00759,1833,436.92,800874.36,2026-02-17,2026-04-17,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002154,SUP-0021,WH-CEN-08,SKU-00226,877,105.14,92207.78,2025-09-29,2025-10-29,2025-11-04,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002155,SUP-0066,WH-NOR-05,SKU-00285,674,279.45,188349.3,2025-05-29,2025-06-29,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002156,SUP-0028,WH-CEN-08,SKU-00967,738,216.41,159710.58,2025-05-26,2025-07-24,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002157,SUP-0019,WH-SOU-09,SKU-00383,340,60.83,20682.2,2025-05-15,2025-05-25,2025-06-01,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002158,SUP-0038,WH-EAS-06,SKU-00632,1339,111.91,149847.49,2025-07-23,2025-09-14,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002159,SUP-0060,WH-WES-07,SKU-00844,105,137.26,14412.3,2026-04-22,2026-05-24,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002160,SUP-0037,WH-WES-07,SKU-00846,1810,107.18,193995.8,2025-05-10,2025-06-24,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002161,SUP-0047,WH-SOU-09,SKU-00878,1164,346.24,403023.36,2025-05-25,2025-07-10,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002162,SUP-0045,WH-SOU-09,SKU-00829,1721,387.05,666113.05,2025-10-04,2025-11-25,2025-11-25,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002163,SUP-0012,WH-WES-07,SKU-00588,1824,447.09,815492.16,2026-01-28,2026-02-14,2026-02-21,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002164,SUP-0021,WH-WES-07,SKU-00854,99,275.45,27269.55,2026-03-26,2026-05-24,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002165,SUP-0070,WH-EAS-02,SKU-00408,535,270.81,144883.35,2025-09-21,2025-11-09,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00002166,SUP-0008,WH-NOR-04,SKU-00375,952,294.25,280126.0,2026-01-15,2026-02-06,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002167,SUP-0052,WH-NOR-05,SKU-00531,1580,292.17,461628.6,2026-01-31,2026-02-21,2026-02-20,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002168,SUP-0028,WH-CEN-08,SKU-00044,1882,343.12,645751.84,2025-09-10,2025-09-16,2025-09-17,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002169,SUP-0064,WH-CEN-10,SKU-00561,462,116.13,53652.06,2026-02-11,2026-02-24,2026-02-27,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002170,SUP-0042,WH-EAS-03,SKU-00215,1756,415.3,729266.8,2026-01-30,2026-03-18,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002171,SUP-0053,WH-NOR-05,SKU-00480,1227,289.45,355155.15,2026-02-14,2026-03-17,2026-03-24,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002172,SUP-0073,WH-EAS-02,SKU-00625,927,362.02,335592.54,2025-12-10,2026-01-17,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002173,SUP-0076,WH-CEN-10,SKU-00936,579,314.82,182280.78,2025-12-09,2026-01-03,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002174,SUP-0072,WH-EAS-01,SKU-00762,889,23.06,20500.34,2026-04-11,2026-04-22,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002175,SUP-0049,WH-NOR-04,SKU-00046,1977,255.61,505340.97,2026-01-18,2026-02-03,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002176,SUP-0035,WH-WES-07,SKU-00334,1125,395.89,445376.25,2025-11-23,2025-12-30,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002177,SUP-0031,WH-EAS-03,SKU-00214,136,148.9,20250.4,2025-06-12,2025-07-09,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002178,SUP-0066,WH-SOU-09,SKU-00062,1137,23.95,27231.15,2025-10-13,2025-10-16,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00002179,SUP-0026,WH-EAS-03,SKU-00139,1003,41.61,41734.83,2025-12-03,2025-12-12,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002180,SUP-0042,WH-NOR-04,SKU-00629,620,168.57,104513.4,2026-02-03,2026-03-08,2026-03-09,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002181,SUP-0013,WH-SOU-09,SKU-00373,1338,98.83,132234.54,2025-09-18,2025-10-11,2025-10-21,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002182,SUP-0033,WH-NOR-05,SKU-00106,1023,1.74,1780.02,2026-02-09,2026-03-04,2026-03-10,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002183,SUP-0028,WH-CEN-10,SKU-00527,1046,315.46,329971.16,2026-01-24,2026-03-10,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002184,SUP-0023,WH-EAS-01,SKU-00397,589,146.21,86117.69,2025-06-11,2025-07-08,,DRAFT,,2026-04-30T04:36:50.726872
PO-00002185,SUP-0018,WH-EAS-03,SKU-00131,474,331.65,157202.1,2026-04-19,2026-05-17,2026-05-18,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002186,SUP-0043,WH-CEN-10,SKU-00736,624,205.96,128519.04,2025-11-26,2026-01-14,,DRAFT,,2026-04-30T04:36:50.726872
PO-00002187,SUP-0072,WH-EAS-06,SKU-00115,570,137.65,78460.5,2025-07-24,2025-08-01,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002188,SUP-0056,WH-EAS-06,SKU-00731,1182,188.51,222818.82,2025-11-20,2025-12-11,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002189,SUP-0049,WH-EAS-02,SKU-00892,396,152.56,60413.76,2026-02-23,2026-04-24,2026-04-25,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002190,SUP-0034,WH-EAS-06,SKU-00813,969,288.12,279188.28,2025-11-01,2025-11-28,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002191,SUP-0051,WH-CEN-10,SKU-00155,142,349.38,49611.96,2025-09-06,2025-09-29,,DRAFT,,2026-04-30T04:36:50.726872
PO-00002192,SUP-0006,WH-CEN-08,SKU-00449,297,135.44,40225.68,2026-02-17,2026-03-20,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002193,SUP-0047,WH-EAS-03,SKU-00192,220,73.16,16095.2,2025-09-30,2025-11-21,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002194,SUP-0040,WH-EAS-06,SKU-00786,1053,320.95,337960.35,2026-04-26,2026-06-10,2026-06-07,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002195,SUP-0036,WH-WES-07,SKU-00206,1061,222.64,236221.04,2025-08-02,2025-08-20,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002196,SUP-0041,WH-SOU-09,SKU-00160,950,254.91,242164.5,2025-09-24,2025-10-13,2025-10-23,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002197,SUP-0025,WH-WES-07,SKU-00930,1717,197.21,338609.57,2025-06-17,2025-08-09,,DRAFT,,2026-04-30T04:36:50.726872
PO-00002198,SUP-0051,WH-WES-07,SKU-00411,976,313.8,306268.8,2025-11-01,2025-12-17,,DRAFT,,2026-04-30T04:36:50.726872
PO-00002199,SUP-0018,WH-EAS-03,SKU-00466,899,287.04,258048.96,2025-11-10,2025-12-24,2026-01-02,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002200,SUP-0048,WH-EAS-01,SKU-00937,742,429.61,318770.62,2025-10-10,2025-10-21,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002201,SUP-0033,WH-CEN-10,SKU-00332,1136,83.42,94765.12,2025-10-27,2025-11-16,2025-11-14,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002202,SUP-0030,WH-EAS-06,SKU-00245,1368,179.79,245952.72,2026-04-25,2026-05-21,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002203,SUP-0063,WH-EAS-03,SKU-00766,1362,374.29,509782.98,2026-01-17,2026-03-01,2026-03-07,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002204,SUP-0073,WH-CEN-08,SKU-00963,550,437.25,240487.5,2026-03-16,2026-04-18,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002205,SUP-0008,WH-EAS-01,SKU-00688,1636,443.7,725893.2,2026-01-20,2026-02-21,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002206,SUP-0049,WH-CEN-10,SKU-00107,1789,332.0,593948.0,2026-04-11,2026-05-22,2026-05-28,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002207,SUP-0076,WH-NOR-04,SKU-00656,1999,374.93,749485.07,2025-09-19,2025-10-19,2025-10-19,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002208,SUP-0055,WH-EAS-02,SKU-00769,1485,217.41,322853.85,2025-10-20,2025-11-25,2025-11-30,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002209,SUP-0057,WH-NOR-05,SKU-00084,1226,74.65,91520.9,2025-07-19,2025-09-14,2025-09-23,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002210,SUP-0052,WH-CEN-08,SKU-00154,523,56.79,29701.17,2025-09-09,2025-09-25,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002211,SUP-0014,WH-EAS-06,SKU-00035,1427,174.47,248968.69,2025-11-06,2025-12-24,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00002212,SUP-0079,WH-CEN-10,SKU-00691,819,216.97,177698.43,2025-05-29,2025-06-05,2025-06-08,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002213,SUP-0016,WH-EAS-06,SKU-00614,1868,18.75,35025.0,2025-11-07,2025-12-10,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002214,SUP-0046,WH-NOR-05,SKU-00271,1141,437.74,499461.34,2025-08-10,2025-09-19,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002215,SUP-0027,WH-EAS-06,SKU-00642,1102,314.89,347008.78,2025-09-27,2025-10-13,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002216,SUP-0059,WH-EAS-06,SKU-00434,1542,425.29,655797.18,2025-09-18,2025-10-29,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00002217,SUP-0024,WH-EAS-06,SKU-00362,1104,428.39,472942.56,2025-07-28,2025-09-09,2025-09-09,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002218,SUP-0017,WH-CEN-08,SKU-00699,1608,289.75,465918.0,2025-11-14,2025-12-06,2025-12-08,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002219,SUP-0011,WH-EAS-06,SKU-00957,1520,79.7,121144.0,2025-12-08,2026-01-28,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002220,SUP-0045,WH-WES-07,SKU-00584,1898,327.61,621803.78,2025-11-13,2025-11-24,2025-11-26,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002221,SUP-0069,WH-CEN-10,SKU-00293,1881,40.58,76330.98,2025-11-03,2025-12-15,,DRAFT,,2026-04-30T04:36:50.726872
PO-00002222,SUP-0041,WH-NOR-04,SKU-00800,186,116.63,21693.18,2026-03-31,2026-04-03,2026-04-01,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002223,SUP-0070,WH-NOR-04,SKU-00448,725,172.55,125098.75,2025-05-31,2025-07-12,2025-07-14,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002224,SUP-0038,WH-NOR-05,SKU-00044,1936,343.12,664280.32,2026-01-21,2026-02-07,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002225,SUP-0015,WH-NOR-05,SKU-00511,1032,419.13,432542.16,2025-06-25,2025-07-20,2025-07-21,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002226,SUP-0069,WH-CEN-10,SKU-00209,457,38.39,17544.23,2025-10-03,2025-10-20,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002227,SUP-0037,WH-SOU-09,SKU-00699,1585,289.75,459253.75,2026-02-01,2026-02-14,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002228,SUP-0071,WH-SOU-09,SKU-00218,1090,252.51,275235.9,2025-07-31,2025-09-09,2025-09-06,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002229,SUP-0057,WH-NOR-05,SKU-00661,133,52.55,6989.15,2025-08-29,2025-10-11,2025-10-17,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002230,SUP-0070,WH-SOU-09,SKU-00575,1260,18.16,22881.6,2026-03-06,2026-04-01,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002231,SUP-0026,WH-SOU-09,SKU-00699,1677,289.75,485910.75,2025-09-15,2025-10-31,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002232,SUP-0016,WH-EAS-02,SKU-00495,1249,224.34,280200.66,2026-03-12,2026-04-22,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002233,SUP-0035,WH-WES-07,SKU-00954,237,144.06,34142.22,2026-04-13,2026-04-19,,DRAFT,,2026-04-30T04:36:50.726872
PO-00002234,SUP-0018,WH-WES-07,SKU-00589,1949,272.69,531472.81,2025-07-07,2025-08-14,2025-08-15,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002235,SUP-0073,WH-EAS-01,SKU-00028,374,68.63,25667.62,2025-08-16,2025-08-22,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002236,SUP-0067,WH-CEN-08,SKU-00711,1912,263.83,504442.96,2026-02-22,2026-02-25,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002237,SUP-0034,WH-NOR-05,SKU-00970,658,3.33,2191.14,2025-11-15,2025-12-11,2025-12-18,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002238,SUP-0072,WH-NOR-05,SKU-00603,1979,365.86,724036.94,2026-02-17,2026-03-17,2026-03-18,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002239,SUP-0014,WH-WES-07,SKU-00460,653,142.79,93241.87,2025-09-26,2025-10-10,2025-10-09,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002240,SUP-0030,WH-EAS-06,SKU-00143,1040,419.8,436592.0,2026-01-28,2026-03-04,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002241,SUP-0070,WH-SOU-09,SKU-00691,599,216.97,129965.03,2025-10-20,2025-11-24,2025-11-29,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002242,SUP-0025,WH-EAS-03,SKU-00719,1187,352.72,418678.64,2025-10-16,2025-10-21,,DRAFT,,2026-04-30T04:36:50.726872
PO-00002243,SUP-0047,WH-WES-07,SKU-00568,233,144.59,33689.47,2026-01-25,2026-02-22,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002244,SUP-0069,WH-CEN-10,SKU-00426,488,187.07,91290.16,2025-08-26,2025-09-04,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002245,SUP-0036,WH-CEN-10,SKU-00797,798,446.14,356019.72,2026-02-09,2026-03-30,2026-04-07,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002246,SUP-0039,WH-EAS-01,SKU-00032,840,302.94,254469.6,2025-05-11,2025-05-27,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002247,SUP-0013,WH-EAS-03,SKU-00616,454,85.86,38980.44,2026-03-11,2026-04-07,2026-04-14,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002248,SUP-0033,WH-EAS-01,SKU-00537,499,321.55,160453.45,2026-02-19,2026-03-10,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002249,SUP-0042,WH-EAS-03,SKU-00763,1661,369.72,614104.92,2025-09-11,2025-11-02,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002250,SUP-0055,WH-NOR-04,SKU-00598,766,241.17,184736.22,2026-04-15,2026-05-02,2026-04-29,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002251,SUP-0006,WH-SOU-09,SKU-00582,906,92.51,83814.06,2025-07-21,2025-08-16,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002252,SUP-0006,WH-EAS-01,SKU-00373,1308,98.83,129269.64,2025-07-17,2025-08-26,2025-08-27,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002253,SUP-0033,WH-EAS-01,SKU-00550,1910,446.79,853368.9,2026-02-24,2026-04-21,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00002254,SUP-0023,WH-CEN-08,SKU-00625,66,362.02,23893.32,2025-06-28,2025-08-21,2025-08-22,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002255,SUP-0066,WH-SOU-09,SKU-00890,428,75.92,32493.76,2025-05-28,2025-07-04,2025-07-03,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002256,SUP-0057,WH-CEN-08,SKU-00509,1317,39.62,52179.54,2026-02-11,2026-03-08,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002257,SUP-0003,WH-CEN-10,SKU-00245,636,179.79,114346.44,2026-01-23,2026-02-09,2026-02-14,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002258,SUP-0028,WH-SOU-09,SKU-00726,1870,259.04,484404.8,2025-10-05,2025-10-17,2025-10-18,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002259,SUP-0076,WH-CEN-08,SKU-00293,552,40.58,22400.16,2026-02-13,2026-02-19,2026-02-24,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002260,SUP-0053,WH-NOR-05,SKU-00347,1077,201.0,216477.0,2026-01-14,2026-02-23,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00002261,SUP-0034,WH-CEN-08,SKU-00293,1241,40.58,50359.78,2025-12-03,2025-12-12,2025-12-22,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002262,SUP-0078,WH-EAS-01,SKU-00562,1488,267.58,398159.04,2025-12-01,2025-12-08,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002263,SUP-0008,WH-EAS-03,SKU-00921,823,422.49,347709.27,2026-04-15,2026-05-22,2026-06-01,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002264,SUP-0071,WH-SOU-09,SKU-00454,1342,231.95,311276.9,2025-07-19,2025-08-04,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00002265,SUP-0050,WH-WES-07,SKU-00938,780,134.69,105058.2,2025-11-12,2026-01-10,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002266,SUP-0017,WH-SOU-09,SKU-00236,377,311.7,117510.9,2026-04-04,2026-05-23,2026-05-28,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002267,SUP-0033,WH-SOU-09,SKU-00303,896,209.45,187667.2,2026-03-15,2026-04-27,2026-05-03,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002268,SUP-0044,WH-EAS-03,SKU-00162,637,183.98,117195.26,2025-12-02,2025-12-19,2025-12-25,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002269,SUP-0043,WH-WES-07,SKU-00907,1569,150.53,236181.57,2025-10-05,2025-11-17,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00002270,SUP-0027,WH-EAS-06,SKU-00769,1637,217.41,355900.17,2026-02-12,2026-02-26,2026-02-26,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002271,SUP-0055,WH-EAS-01,SKU-00105,973,179.42,174575.66,2025-05-21,2025-07-06,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002272,SUP-0071,WH-EAS-06,SKU-00862,1601,94.87,151886.87,2026-02-25,2026-03-08,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002273,SUP-0074,WH-EAS-06,SKU-00816,1175,351.08,412519.0,2025-06-14,2025-07-12,2025-07-12,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002274,SUP-0063,WH-SOU-09,SKU-00226,933,105.14,98095.62,2026-04-28,2026-06-03,2026-05-31,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002275,SUP-0014,WH-SOU-09,SKU-00250,1567,54.37,85197.79,2026-02-13,2026-02-16,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002276,SUP-0034,WH-EAS-02,SKU-00691,454,216.97,98504.38,2025-10-31,2025-11-10,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002277,SUP-0050,WH-NOR-04,SKU-00108,570,411.97,234822.9,2025-11-11,2025-11-27,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002278,SUP-0055,WH-EAS-01,SKU-00177,1290,251.53,324473.7,2025-10-22,2025-12-05,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002279,SUP-0047,WH-NOR-05,SKU-00459,1773,9.96,17659.08,2025-09-11,2025-09-20,2025-09-24,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002280,SUP-0047,WH-EAS-02,SKU-00752,659,91.5,60298.5,2025-10-14,2025-12-12,2025-12-17,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002281,SUP-0046,WH-CEN-10,SKU-00582,1226,92.51,113417.26,2025-12-28,2026-01-30,2026-02-02,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002282,SUP-0058,WH-SOU-09,SKU-00999,1453,407.34,591865.02,2026-01-29,2026-03-18,2026-03-27,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002283,SUP-0046,WH-CEN-10,SKU-00279,1752,208.44,365186.88,2026-04-09,2026-06-08,2026-06-05,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002284,SUP-0051,WH-NOR-05,SKU-00381,222,181.71,40339.62,2026-01-13,2026-03-13,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002285,SUP-0062,WH-CEN-10,SKU-00704,858,120.34,103251.72,2025-09-17,2025-09-24,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00002286,SUP-0079,WH-EAS-01,SKU-00687,1876,57.38,107644.88,2026-04-18,2026-05-02,2026-05-11,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002287,SUP-0017,WH-CEN-10,SKU-00735,1012,6.49,6567.88,2025-10-14,2025-10-29,2025-10-28,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002288,SUP-0025,WH-CEN-08,SKU-00937,1908,429.61,819695.88,2025-07-18,2025-08-21,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002289,SUP-0068,WH-NOR-05,SKU-00071,190,415.22,78891.8,2026-04-16,2026-05-05,2026-05-05,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002290,SUP-0078,WH-WES-07,SKU-00030,691,293.94,203112.54,2025-07-31,2025-09-05,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00002291,SUP-0026,WH-NOR-04,SKU-00213,1009,342.61,345693.49,2025-08-08,2025-10-04,2025-10-07,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002292,SUP-0049,WH-CEN-08,SKU-00911,667,199.89,133326.63,2026-01-09,2026-01-27,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002293,SUP-0062,WH-WES-07,SKU-00579,1336,368.05,491714.8,2026-04-23,2026-05-23,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002294,SUP-0071,WH-EAS-03,SKU-00459,246,9.96,2450.16,2025-09-07,2025-09-17,2025-09-24,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002295,SUP-0059,WH-SOU-09,SKU-00714,1621,386.54,626581.34,2025-10-19,2025-11-30,2025-12-10,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002296,SUP-0010,WH-EAS-01,SKU-00410,1174,447.05,524836.7,2025-06-24,2025-08-04,2025-08-06,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00002297,SUP-0018,WH-NOR-04,SKU-00556,1284,285.99,367211.16,2026-02-08,2026-02-19,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002298,SUP-0032,WH-EAS-03,SKU-00465,401,79.21,31763.21,2026-01-01,2026-01-15,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00002299,SUP-0050,WH-NOR-04,SKU-00353,1919,407.39,781781.41,2026-02-12,2026-03-06,2026-03-06,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00002300,SUP-0037,WH-EAS-03,SKU-00279,312,208.44,65033.28,2025-12-29,2026-02-11,,IN_TRANSIT,,2026-04-30T04:36:50.726872
