dock_id,warehouse_id,carrier_id,shipment_id,activity_type,arrived_at,departed_at,duration_minutes,num_pallets,employee_id,_ingested_at
DOCK-AS-03-17,WH-EAS-03,CAR-005,SHIP-00001900,INBOUND_RECEIVE,2025-09-03T07:44:41,2025-09-03T08:36:41,52,22,EMP-00020,2026-04-30T04:36:50.726872
DOCK-OU-09-08,WH-SOU-09,CAR-006,SHIP-00030259,OUTBOUND_SHIP,2025-06-29T07:29:12,2025-06-29T10:13:12,164,34,EMP-00117,2026-04-30T04:36:50.726872
DOCK-ES-07-05,WH-WES-07,CAR-001,SHIP-00037576,OUTBOUND_SHIP,2026-01-20T15:58:48,2026-01-20T19:42:48,224,12,EMP-00132,2026-04-30T04:36:50.726872
DOCK-EN-08-09,WH-CEN-08,CAR-001,SHIP-00039011,OUTBOUND_SHIP,2026-02-22T20:54:16,2026-02-22T23:38:16,164,23,EMP-00171,2026-04-30T04:36:50.726872
DOCK-OR-04-02,WH-NOR-04,CAR-010,SHIP-00000609,OUTBOUND_SHIP,2025-08-25T01:25:26,2025-08-25T03:29:26,124,17,EMP-00078,2026-04-30T04:36:50.726872
DOCK-ES-07-18,WH-WES-07,CAR-006,SHIP-00028731,OUTBOUND_SHIP,2026-03-30T17:04:09,2026-03-30T19:23:09,139,12,EMP-00011,2026-04-30T04:36:50.726872
DOCK-OR-04-15,WH-NOR-04,CAR-007,SHIP-00027328,CROSS_DOCK,2026-01-10T07:40:16,2026-01-10T10:48:16,188,37,EMP-00112,2026-04-30T04:36:50.726872
DOCK-AS-03-13,WH-EAS-03,CAR-001,SHIP-00037141,OUTBOUND_SHIP,2025-11-16T10:23:16,2025-11-16T12:31:16,128,23,EMP-00125,2026-04-30T04:36:50.726872
DOCK-EN-10-14,WH-CEN-10,CAR-002,SHIP-00039469,OUTBOUND_SHIP,2025-06-22T07:56:18,2025-06-22T11:07:18,191,10,EMP-00152,2026-04-30T04:36:50.726872
DOCK-AS-03-13,WH-EAS-03,CAR-010,SHIP-00021005,INBOUND_RECEIVE,2025-10-04T01:53:02,2025-10-04T04:01:02,128,33,EMP-00114,2026-04-30T04:36:50.726872
DOCK-AS-01-11,WH-EAS-01,CAR-010,SHIP-00044301,INBOUND_RECEIVE,2025-11-13T12:24:11,2025-11-13T14:04:11,100,10,EMP-00017,2026-04-30T04:36:50.726872
DOCK-OU-09-15,WH-SOU-09,CAR-010,SHIP-00031622,OUTBOUND_SHIP,2025-07-15T19:13:20,2025-07-15T20:38:20,85,10,EMP-00004,2026-04-30T04:36:50.726872
DOCK-EN-08-22,WH-CEN-08,CAR-009,SHIP-00020753,INBOUND_RECEIVE,2025-07-03T19:28:35,2025-07-03T21:05:35,97,16,EMP-00136,2026-04-30T04:36:50.726872
DOCK-AS-02-10,WH-EAS-02,CAR-007,SHIP-00038592,OUTBOUND_SHIP,2025-06-19T09:09:59,2025-06-19T12:14:59,185,14,EMP-00054,2026-04-30T04:36:50.726872
DOCK-AS-06-11,WH-EAS-06,CAR-005,SHIP-00034967,INBOUND_RECEIVE,2025-11-02T01:46:15,2025-11-02T02:50:15,64,38,EMP-00159,2026-04-30T04:36:50.726872
DOCK-EN-10-23,WH-CEN-10,CAR-009,SHIP-00018525,OUTBOUND_SHIP,2025-12-03T02:59:19,2025-12-03T05:29:19,150,2,EMP-00030,2026-04-30T04:36:50.726872
DOCK-EN-10-19,WH-CEN-10,CAR-002,SHIP-00017768,OUTBOUND_SHIP,2025-10-20T00:16:52,2025-10-20T03:42:52,206,37,EMP-00036,2026-04-30T04:36:50.726872
DOCK-AS-01-03,WH-EAS-01,CAR-006,SHIP-00035823,INBOUND_RECEIVE,2026-04-13T11:30:51,2026-04-13T13:24:51,114,3,EMP-00037,2026-04-30T04:36:50.726872
DOCK-ES-07-24,WH-WES-07,CAR-002,SHIP-00011919,INBOUND_RECEIVE,2026-04-29T11:39:55,2026-04-29T14:26:55,167,37,EMP-00135,2026-04-30T04:36:50.726872
DOCK-ES-07-22,WH-WES-07,CAR-002,SHIP-00004993,INBOUND_RECEIVE,2025-09-09T04:22:29,2025-09-09T06:47:29,145,40,EMP-00011,2026-04-30T04:36:50.726872
DOCK-AS-03-07,WH-EAS-03,CAR-006,SHIP-00018623,CROSS_DOCK,2025-07-12T06:30:28,2025-07-12T06:51:28,21,38,EMP-00141,2026-04-30T04:36:50.726872
DOCK-AS-01-01,WH-EAS-01,CAR-003,SHIP-00031354,OUTBOUND_SHIP,2025-12-08T11:19:53,2025-12-08T14:19:53,180,35,EMP-00149,2026-04-30T04:36:50.726872
DOCK-OR-05-02,WH-NOR-05,CAR-010,SHIP-00008846,OUTBOUND_SHIP,2025-06-14T19:35:38,2025-06-14T20:31:38,56,29,EMP-00047,2026-04-30T04:36:50.726872
DOCK-OR-05-06,WH-NOR-05,CAR-005,SHIP-00000412,OUTBOUND_SHIP,2026-03-15T06:14:30,2026-03-15T10:11:30,237,24,EMP-00091,2026-04-30T04:36:50.726872
DOCK-AS-03-05,WH-EAS-03,CAR-003,SHIP-00011872,OUTBOUND_SHIP,2025-12-01T23:53:32,2025-12-02T00:47:32,54,18,EMP-00141,2026-04-30T04:36:50.726872
DOCK-AS-02-15,WH-EAS-02,CAR-010,SHIP-00008590,OUTBOUND_SHIP,2026-03-10T17:07:44,2026-03-10T19:43:44,156,31,EMP-00002,2026-04-30T04:36:50.726872
DOCK-AS-06-15,WH-EAS-06,CAR-009,SHIP-00018021,OUTBOUND_SHIP,2026-02-27T03:51:41,2026-02-27T06:58:41,187,20,EMP-00110,2026-04-30T04:36:50.726872
DOCK-AS-01-14,WH-EAS-01,CAR-006,SHIP-00008514,OUTBOUND_SHIP,2025-10-02T14:50:42,2025-10-02T15:35:42,45,8,EMP-00196,2026-04-30T04:36:50.726872
DOCK-ES-07-04,WH-WES-07,CAR-001,SHIP-00033569,OUTBOUND_SHIP,2025-05-07T10:57:15,2025-05-07T14:35:15,218,4,EMP-00173,2026-04-30T04:36:50.726872
DOCK-OU-09-04,WH-SOU-09,CAR-001,SHIP-00005010,INBOUND_RECEIVE,2026-03-09T10:02:08,2026-03-09T11:27:08,85,2,EMP-00130,2026-04-30T04:36:50.726872
DOCK-AS-02-11,WH-EAS-02,CAR-008,SHIP-00043123,CROSS_DOCK,2025-10-21T12:38:02,2025-10-21T13:13:02,35,39,EMP-00002,2026-04-30T04:36:50.726872
DOCK-AS-03-14,WH-EAS-03,CAR-010,SHIP-00034611,CROSS_DOCK,2025-10-21T22:19:57,2025-10-22T01:56:57,217,15,EMP-00187,2026-04-30T04:36:50.726872
DOCK-ES-07-03,WH-WES-07,CAR-009,SHIP-00042431,INBOUND_RECEIVE,2025-09-25T12:06:41,2025-09-25T12:56:41,50,24,EMP-00121,2026-04-30T04:36:50.726872
DOCK-AS-03-04,WH-EAS-03,CAR-005,SHIP-00021410,INBOUND_RECEIVE,2025-06-24T11:55:23,2025-06-24T13:51:23,116,3,EMP-00010,2026-04-30T04:36:50.726872
DOCK-AS-02-17,WH-EAS-02,CAR-007,SHIP-00012329,INBOUND_RECEIVE,2026-03-01T04:01:20,2026-03-01T07:57:20,236,17,EMP-00194,2026-04-30T04:36:50.726872
DOCK-AS-06-12,WH-EAS-06,CAR-003,SHIP-00027107,INBOUND_RECEIVE,2026-02-08T22:27:31,2026-02-09T01:17:31,170,6,EMP-00183,2026-04-30T04:36:50.726872
DOCK-AS-03-13,WH-EAS-03,CAR-007,SHIP-00042557,RETURN_RECEIVE,2025-09-23T00:57:21,2025-09-23T04:37:21,220,17,EMP-00014,2026-04-30T04:36:50.726872
DOCK-OR-05-16,WH-NOR-05,CAR-007,SHIP-00033023,CROSS_DOCK,2025-07-26T01:14:06,2025-07-26T04:16:06,182,30,EMP-00109,2026-04-30T04:36:50.726872
DOCK-EN-10-11,WH-CEN-10,CAR-009,SHIP-00014343,INBOUND_RECEIVE,2025-05-29T07:13:14,2025-05-29T08:42:14,89,19,EMP-00068,2026-04-30T04:36:50.726872
DOCK-ES-07-19,WH-WES-07,CAR-002,SHIP-00031086,OUTBOUND_SHIP,2026-04-23T03:12:51,2026-04-23T03:37:51,25,25,EMP-00200,2026-04-30T04:36:50.726872
DOCK-AS-01-04,WH-EAS-01,CAR-006,SHIP-00029450,OUTBOUND_SHIP,2026-04-19T21:19:48,2026-04-19T21:59:48,40,28,EMP-00021,2026-04-30T04:36:50.726872
DOCK-OR-05-16,WH-NOR-05,CAR-006,SHIP-00031372,INBOUND_RECEIVE,2025-12-11T18:38:16,2025-12-11T21:33:16,175,40,EMP-00018,2026-04-30T04:36:50.726872
DOCK-OR-04-05,WH-NOR-04,CAR-005,SHIP-00015225,CROSS_DOCK,2025-08-21T02:20:28,2025-08-21T05:03:28,163,11,EMP-00182,2026-04-30T04:36:50.726872
DOCK-ES-07-03,WH-WES-07,CAR-010,SHIP-00032907,INBOUND_RECEIVE,2025-05-03T10:21:26,2025-05-03T13:12:26,171,29,EMP-00067,2026-04-30T04:36:50.726872
DOCK-AS-02-09,WH-EAS-02,CAR-002,SHIP-00010739,OUTBOUND_SHIP,2025-12-06T07:44:24,2025-12-06T11:04:24,200,1,EMP-00127,2026-04-30T04:36:50.726872
DOCK-EN-08-04,WH-CEN-08,CAR-002,SHIP-00041328,CROSS_DOCK,2025-06-10T16:03:46,2025-06-10T16:56:46,53,29,EMP-00171,2026-04-30T04:36:50.726872
DOCK-OR-05-04,WH-NOR-05,CAR-001,SHIP-00006002,CROSS_DOCK,2025-12-17T02:50:07,2025-12-17T04:45:07,115,4,EMP-00091,2026-04-30T04:36:50.726872
DOCK-AS-06-12,WH-EAS-06,CAR-008,SHIP-00008055,INBOUND_RECEIVE,2026-02-18T01:02:03,2026-02-18T02:32:03,90,20,EMP-00045,2026-04-30T04:36:50.726872
DOCK-OU-09-16,WH-SOU-09,CAR-004,SHIP-00026780,INBOUND_RECEIVE,2025-12-07T22:08:01,2025-12-08T00:10:01,122,12,EMP-00197,2026-04-30T04:36:50.726872
DOCK-EN-08-06,WH-CEN-08,CAR-003,SHIP-00032360,OUTBOUND_SHIP,2026-04-09T10:59:21,2026-04-09T13:59:21,180,16,EMP-00089,2026-04-30T04:36:50.726872
DOCK-ES-07-09,WH-WES-07,CAR-002,SHIP-00021095,OUTBOUND_SHIP,2026-04-15T09:02:22,2026-04-15T10:04:22,62,4,EMP-00161,2026-04-30T04:36:50.726872
DOCK-AS-03-21,WH-EAS-03,CAR-010,SHIP-00001916,CROSS_DOCK,2025-05-21T00:33:24,2025-05-21T03:14:24,161,19,EMP-00096,2026-04-30T04:36:50.726872
DOCK-OU-09-21,WH-SOU-09,CAR-008,SHIP-00012460,RETURN_RECEIVE,2026-04-13T04:10:02,2026-04-13T06:20:02,130,40,EMP-00080,2026-04-30T04:36:50.726872
DOCK-OR-05-22,WH-NOR-05,CAR-010,SHIP-00038195,OUTBOUND_SHIP,2025-07-31T17:03:48,2025-07-31T17:49:48,46,40,EMP-00075,2026-04-30T04:36:50.726872
DOCK-OR-04-04,WH-NOR-04,CAR-006,SHIP-00003428,CROSS_DOCK,2025-08-22T02:59:32,2025-08-22T05:06:32,127,20,EMP-00023,2026-04-30T04:36:50.726872
DOCK-EN-10-04,WH-CEN-10,CAR-007,SHIP-00002152,INBOUND_RECEIVE,2026-04-24T09:55:46,2026-04-24T10:53:46,58,16,EMP-00027,2026-04-30T04:36:50.726872
DOCK-OR-05-11,WH-NOR-05,CAR-003,SHIP-00006189,OUTBOUND_SHIP,2025-11-27T16:59:32,2025-11-27T17:25:32,26,9,EMP-00006,2026-04-30T04:36:50.726872
DOCK-ES-07-09,WH-WES-07,CAR-003,SHIP-00024960,OUTBOUND_SHIP,2025-11-19T11:33:37,2025-11-19T13:10:37,97,7,EMP-00139,2026-04-30T04:36:50.726872
DOCK-ES-07-23,WH-WES-07,CAR-009,SHIP-00040308,INBOUND_RECEIVE,2025-05-13T12:03:14,2025-05-13T14:16:14,133,9,EMP-00001,2026-04-30T04:36:50.726872
DOCK-OR-04-11,WH-NOR-04,CAR-007,SHIP-00025180,OUTBOUND_SHIP,2025-10-02T09:10:27,2025-10-02T12:13:27,183,33,EMP-00015,2026-04-30T04:36:50.726872
DOCK-EN-10-23,WH-CEN-10,CAR-006,SHIP-00013615,INBOUND_RECEIVE,2025-11-04T04:46:30,2025-11-04T06:58:30,132,6,EMP-00176,2026-04-30T04:36:50.726872
DOCK-OR-04-08,WH-NOR-04,CAR-003,SHIP-00004557,INBOUND_RECEIVE,2025-07-22T08:22:31,2025-07-22T11:21:31,179,14,EMP-00101,2026-04-30T04:36:50.726872
DOCK-EN-10-15,WH-CEN-10,CAR-005,SHIP-00041611,INBOUND_RECEIVE,2026-04-10T15:08:14,2026-04-10T16:10:14,62,15,EMP-00176,2026-04-30T04:36:50.726872
DOCK-EN-10-12,WH-CEN-10,CAR-009,SHIP-00020817,OUTBOUND_SHIP,2026-03-30T22:31:29,2026-03-31T01:16:29,165,21,EMP-00027,2026-04-30T04:36:50.726872
DOCK-AS-06-01,WH-EAS-06,CAR-009,SHIP-00015395,CROSS_DOCK,2025-08-15T21:43:09,2025-08-15T22:57:09,74,11,EMP-00169,2026-04-30T04:36:50.726872
DOCK-EN-10-21,WH-CEN-10,CAR-009,SHIP-00027000,OUTBOUND_SHIP,2025-08-14T19:46:35,2025-08-14T22:21:35,155,28,EMP-00035,2026-04-30T04:36:50.726872
DOCK-ES-07-06,WH-WES-07,CAR-009,SHIP-00035381,INBOUND_RECEIVE,2025-07-27T00:26:33,2025-07-27T02:30:33,124,17,EMP-00032,2026-04-30T04:36:50.726872
DOCK-AS-06-10,WH-EAS-06,CAR-004,SHIP-00027092,CROSS_DOCK,2026-01-04T09:44:40,2026-01-04T11:29:40,105,31,EMP-00073,2026-04-30T04:36:50.726872
DOCK-OR-05-19,WH-NOR-05,CAR-008,SHIP-00023373,INBOUND_RECEIVE,2026-01-06T21:47:15,2026-01-07T01:43:15,236,24,EMP-00091,2026-04-30T04:36:50.726872
DOCK-OR-05-07,WH-NOR-05,CAR-006,SHIP-00029322,RETURN_RECEIVE,2025-05-03T12:46:54,2025-05-03T14:06:54,80,38,EMP-00025,2026-04-30T04:36:50.726872
DOCK-EN-08-17,WH-CEN-08,CAR-005,SHIP-00001709,OUTBOUND_SHIP,2026-02-14T07:09:23,2026-02-14T10:22:23,193,32,EMP-00050,2026-04-30T04:36:50.726872
DOCK-AS-03-07,WH-EAS-03,CAR-004,SHIP-00043153,RETURN_RECEIVE,2025-09-06T06:27:07,2025-09-06T10:17:07,230,39,EMP-00014,2026-04-30T04:36:50.726872
DOCK-ES-07-06,WH-WES-07,CAR-002,SHIP-00044773,OUTBOUND_SHIP,2025-08-17T23:41:20,2025-08-18T00:16:20,35,11,EMP-00001,2026-04-30T04:36:50.726872
DOCK-AS-03-11,WH-EAS-03,CAR-010,SHIP-00003659,OUTBOUND_SHIP,2025-09-30T20:16:17,2025-09-30T21:14:17,58,21,EMP-00064,2026-04-30T04:36:50.726872
DOCK-OR-05-06,WH-NOR-05,CAR-007,SHIP-00041585,OUTBOUND_SHIP,2025-12-05T00:45:58,2025-12-05T01:54:58,69,33,EMP-00093,2026-04-30T04:36:50.726872
DOCK-OU-09-20,WH-SOU-09,CAR-010,SHIP-00044113,INBOUND_RECEIVE,2025-09-27T11:10:09,2025-09-27T14:34:09,204,8,EMP-00013,2026-04-30T04:36:50.726872
DOCK-AS-02-02,WH-EAS-02,CAR-004,SHIP-00035520,OUTBOUND_SHIP,2026-03-08T16:40:14,2026-03-08T19:25:14,165,17,EMP-00148,2026-04-30T04:36:50.726872
DOCK-AS-02-08,WH-EAS-02,CAR-004,SHIP-00020266,INBOUND_RECEIVE,2026-01-13T07:22:22,2026-01-13T11:10:22,228,22,EMP-00072,2026-04-30T04:36:50.726872
DOCK-OU-09-23,WH-SOU-09,CAR-008,SHIP-00044940,OUTBOUND_SHIP,2026-01-27T16:55:12,2026-01-27T17:51:12,56,30,EMP-00130,2026-04-30T04:36:50.726872
DOCK-AS-02-13,WH-EAS-02,CAR-001,SHIP-00044125,OUTBOUND_SHIP,2026-03-04T04:57:57,2026-03-04T07:41:57,164,25,EMP-00174,2026-04-30T04:36:50.726872
DOCK-AS-03-07,WH-EAS-03,CAR-004,SHIP-00028265,INBOUND_RECEIVE,2026-02-28T13:47:05,2026-02-28T15:27:05,100,23,EMP-00125,2026-04-30T04:36:50.726872
DOCK-AS-02-10,WH-EAS-02,CAR-003,SHIP-00024172,INBOUND_RECEIVE,2025-07-21T12:57:23,2025-07-21T15:17:23,140,15,EMP-00163,2026-04-30T04:36:50.726872
DOCK-EN-08-15,WH-CEN-08,CAR-001,SHIP-00027910,INBOUND_RECEIVE,2025-07-04T04:01:32,2025-07-04T06:32:32,151,21,EMP-00158,2026-04-30T04:36:50.726872
DOCK-OR-04-14,WH-NOR-04,CAR-009,SHIP-00034417,INBOUND_RECEIVE,2025-06-10T17:43:01,2025-06-10T19:11:01,88,7,EMP-00008,2026-04-30T04:36:50.726872
DOCK-AS-06-08,WH-EAS-06,CAR-001,SHIP-00020051,INBOUND_RECEIVE,2026-03-07T01:45:47,2026-03-07T05:31:47,226,32,EMP-00049,2026-04-30T04:36:50.726872
DOCK-EN-10-22,WH-CEN-10,CAR-007,SHIP-00030938,OUTBOUND_SHIP,2025-06-17T15:46:33,2025-06-17T17:04:33,78,25,EMP-00082,2026-04-30T04:36:50.726872
DOCK-OR-04-11,WH-NOR-04,CAR-003,SHIP-00017688,OUTBOUND_SHIP,2025-09-20T19:41:00,2025-09-20T23:02:00,201,11,EMP-00015,2026-04-30T04:36:50.726872
DOCK-EN-08-23,WH-CEN-08,CAR-009,SHIP-00000541,CROSS_DOCK,2026-04-04T01:12:52,2026-04-04T01:46:52,34,28,EMP-00029,2026-04-30T04:36:50.726872
DOCK-EN-10-08,WH-CEN-10,CAR-006,SHIP-00018430,OUTBOUND_SHIP,2026-03-22T01:38:07,2026-03-22T02:47:07,69,24,EMP-00116,2026-04-30T04:36:50.726872
DOCK-ES-07-21,WH-WES-07,CAR-009,SHIP-00008833,OUTBOUND_SHIP,2025-06-26T00:57:16,2025-06-26T01:22:16,25,7,EMP-00086,2026-04-30T04:36:50.726872
DOCK-AS-03-12,WH-EAS-03,CAR-007,SHIP-00011914,RETURN_RECEIVE,2026-01-30T19:58:32,2026-01-30T22:41:32,163,15,EMP-00064,2026-04-30T04:36:50.726872
DOCK-ES-07-16,WH-WES-07,CAR-009,SHIP-00040725,OUTBOUND_SHIP,2025-06-29T14:59:57,2025-06-29T18:47:57,228,34,EMP-00086,2026-04-30T04:36:50.726872
DOCK-OR-04-12,WH-NOR-04,CAR-008,SHIP-00017781,CROSS_DOCK,2025-05-05T00:08:44,2025-05-05T02:02:44,114,26,EMP-00044,2026-04-30T04:36:50.726872
DOCK-OR-04-08,WH-NOR-04,CAR-002,SHIP-00013324,INBOUND_RECEIVE,2026-01-08T23:51:20,2026-01-09T02:08:20,137,3,EMP-00044,2026-04-30T04:36:50.726872
DOCK-EN-08-04,WH-CEN-08,CAR-008,SHIP-00013464,OUTBOUND_SHIP,2025-11-17T19:00:21,2025-11-17T21:23:21,143,13,EMP-00151,2026-04-30T04:36:50.726872
DOCK-AS-02-07,WH-EAS-02,CAR-010,SHIP-00013027,CROSS_DOCK,2026-01-08T22:12:05,2026-01-08T23:14:05,62,5,EMP-00074,2026-04-30T04:36:50.726872
DOCK-OR-05-07,WH-NOR-05,CAR-009,SHIP-00027561,INBOUND_RECEIVE,2025-05-24T08:53:39,2025-05-24T10:37:39,104,38,EMP-00047,2026-04-30T04:36:50.726872
DOCK-OU-09-03,WH-SOU-09,CAR-002,SHIP-00010110,INBOUND_RECEIVE,2026-03-12T00:13:28,2026-03-12T03:39:28,206,26,EMP-00040,2026-04-30T04:36:50.726872
DOCK-OU-09-10,WH-SOU-09,CAR-001,SHIP-00033581,CROSS_DOCK,2026-02-10T13:54:41,2026-02-10T14:55:41,61,31,EMP-00033,2026-04-30T04:36:50.726872
DOCK-OR-05-10,WH-NOR-05,CAR-008,SHIP-00036551,OUTBOUND_SHIP,2026-02-12T15:21:32,2026-02-12T17:55:32,154,33,EMP-00093,2026-04-30T04:36:50.726872
DOCK-AS-01-07,WH-EAS-01,CAR-005,SHIP-00018914,OUTBOUND_SHIP,2026-03-28T18:44:52,2026-03-28T19:28:52,44,32,EMP-00102,2026-04-30T04:36:50.726872
DOCK-AS-03-01,WH-EAS-03,CAR-006,SHIP-00019057,CROSS_DOCK,2026-04-23T16:50:33,2026-04-23T20:36:33,226,38,EMP-00168,2026-04-30T04:36:50.726872
DOCK-AS-06-20,WH-EAS-06,CAR-009,SHIP-00014210,CROSS_DOCK,2025-06-06T22:09:07,2025-06-06T22:59:07,50,17,EMP-00110,2026-04-30T04:36:50.726872
DOCK-OR-04-11,WH-NOR-04,CAR-004,SHIP-00040348,CROSS_DOCK,2026-04-08T06:34:22,2026-04-08T08:12:22,98,19,EMP-00101,2026-04-30T04:36:50.726872
DOCK-ES-07-12,WH-WES-07,CAR-006,SHIP-00004791,INBOUND_RECEIVE,2026-03-17T20:14:35,2026-03-17T20:59:35,45,28,EMP-00001,2026-04-30T04:36:50.726872
DOCK-ES-07-22,WH-WES-07,CAR-008,SHIP-00016546,INBOUND_RECEIVE,2025-08-10T22:33:28,2025-08-11T00:04:28,91,3,EMP-00121,2026-04-30T04:36:50.726872
DOCK-AS-02-10,WH-EAS-02,CAR-001,SHIP-00006800,OUTBOUND_SHIP,2026-04-03T14:20:50,2026-04-03T15:09:50,49,1,EMP-00072,2026-04-30T04:36:50.726872
DOCK-OR-05-16,WH-NOR-05,CAR-003,SHIP-00016304,INBOUND_RECEIVE,2025-11-19T05:37:19,2025-11-19T07:27:19,110,29,EMP-00109,2026-04-30T04:36:50.726872
DOCK-AS-03-07,WH-EAS-03,CAR-003,SHIP-00022853,OUTBOUND_SHIP,2026-01-28T18:58:24,2026-01-28T20:45:24,107,5,EMP-00057,2026-04-30T04:36:50.726872
DOCK-AS-06-23,WH-EAS-06,CAR-008,SHIP-00015568,INBOUND_RECEIVE,2026-01-09T05:34:17,2026-01-09T06:39:17,65,16,EMP-00191,2026-04-30T04:36:50.726872
DOCK-OR-05-21,WH-NOR-05,CAR-008,SHIP-00029014,OUTBOUND_SHIP,2025-05-21T13:03:54,2025-05-21T16:23:54,200,14,EMP-00193,2026-04-30T04:36:50.726872
DOCK-OU-09-07,WH-SOU-09,CAR-002,SHIP-00030664,INBOUND_RECEIVE,2025-12-14T10:38:18,2025-12-14T14:12:18,214,25,EMP-00130,2026-04-30T04:36:50.726872
DOCK-OR-04-06,WH-NOR-04,CAR-005,SHIP-00039488,OUTBOUND_SHIP,2025-06-17T16:27:05,2025-06-17T17:30:05,63,20,EMP-00170,2026-04-30T04:36:50.726872
DOCK-EN-10-23,WH-CEN-10,CAR-001,SHIP-00007517,INBOUND_RECEIVE,2026-03-19T18:40:38,2026-03-19T19:10:38,30,9,EMP-00082,2026-04-30T04:36:50.726872
DOCK-OU-09-12,WH-SOU-09,CAR-001,SHIP-00008075,OUTBOUND_SHIP,2026-01-22T23:16:01,2026-01-23T00:04:01,48,14,EMP-00197,2026-04-30T04:36:50.726872
DOCK-AS-01-06,WH-EAS-01,CAR-002,SHIP-00033675,INBOUND_RECEIVE,2026-03-25T08:20:40,2026-03-25T10:53:40,153,19,EMP-00195,2026-04-30T04:36:50.726872
DOCK-OR-05-16,WH-NOR-05,CAR-003,SHIP-00000973,OUTBOUND_SHIP,2025-12-02T09:16:05,2025-12-02T10:57:05,101,25,EMP-00075,2026-04-30T04:36:50.726872
DOCK-EN-10-17,WH-CEN-10,CAR-007,SHIP-00034652,INBOUND_RECEIVE,2026-03-16T04:01:14,2026-03-16T07:06:14,185,39,EMP-00083,2026-04-30T04:36:50.726872
DOCK-OR-04-01,WH-NOR-04,CAR-008,SHIP-00008292,OUTBOUND_SHIP,2025-09-17T22:44:23,2025-09-17T23:50:23,66,39,EMP-00101,2026-04-30T04:36:50.726872
DOCK-AS-06-22,WH-EAS-06,CAR-010,SHIP-00015905,OUTBOUND_SHIP,2025-11-15T09:08:43,2025-11-15T11:12:43,124,21,EMP-00049,2026-04-30T04:36:50.726872
DOCK-EN-10-15,WH-CEN-10,CAR-009,SHIP-00002777,INBOUND_RECEIVE,2026-02-17T09:33:16,2026-02-17T11:59:16,146,11,EMP-00068,2026-04-30T04:36:50.726872
DOCK-EN-08-16,WH-CEN-08,CAR-005,SHIP-00036957,OUTBOUND_SHIP,2025-10-25T09:22:03,2025-10-25T11:07:03,105,17,EMP-00043,2026-04-30T04:36:50.726872
DOCK-AS-06-19,WH-EAS-06,CAR-007,SHIP-00041539,OUTBOUND_SHIP,2026-02-24T03:15:16,2026-02-24T05:07:16,112,34,EMP-00115,2026-04-30T04:36:50.726872
DOCK-AS-06-02,WH-EAS-06,CAR-003,SHIP-00036343,INBOUND_RECEIVE,2025-09-11T19:29:51,2025-09-11T23:22:51,233,35,EMP-00103,2026-04-30T04:36:50.726872
DOCK-EN-08-16,WH-CEN-08,CAR-007,SHIP-00017844,INBOUND_RECEIVE,2025-06-12T22:50:30,2025-06-13T02:32:30,222,39,EMP-00048,2026-04-30T04:36:50.726872
DOCK-OR-05-11,WH-NOR-05,CAR-002,SHIP-00035694,OUTBOUND_SHIP,2026-01-31T19:09:40,2026-01-31T22:21:40,192,17,EMP-00066,2026-04-30T04:36:50.726872
DOCK-AS-06-13,WH-EAS-06,CAR-007,SHIP-00036172,INBOUND_RECEIVE,2026-04-24T05:29:49,2026-04-24T08:13:49,164,10,EMP-00056,2026-04-30T04:36:50.726872
DOCK-OR-05-06,WH-NOR-05,CAR-002,SHIP-00007010,INBOUND_RECEIVE,2025-07-04T20:48:03,2025-07-04T22:38:03,110,1,EMP-00075,2026-04-30T04:36:50.726872
DOCK-AS-06-03,WH-EAS-06,CAR-010,SHIP-00001918,INBOUND_RECEIVE,2026-01-24T19:27:17,2026-01-24T21:19:17,112,31,EMP-00159,2026-04-30T04:36:50.726872
DOCK-ES-07-10,WH-WES-07,CAR-003,SHIP-00020139,CROSS_DOCK,2025-08-22T06:22:28,2025-08-22T08:05:28,103,39,EMP-00147,2026-04-30T04:36:50.726872
DOCK-OU-09-23,WH-SOU-09,CAR-005,SHIP-00006917,OUTBOUND_SHIP,2025-08-06T12:36:10,2025-08-06T14:19:10,103,6,EMP-00099,2026-04-30T04:36:50.726872
DOCK-AS-02-17,WH-EAS-02,CAR-009,SHIP-00039384,OUTBOUND_SHIP,2025-08-01T14:41:13,2025-08-01T15:04:13,23,39,EMP-00140,2026-04-30T04:36:50.726872
DOCK-EN-10-01,WH-CEN-10,CAR-009,SHIP-00020591,OUTBOUND_SHIP,2025-11-18T12:51:51,2025-11-18T13:48:51,57,32,EMP-00152,2026-04-30T04:36:50.726872
DOCK-AS-01-12,WH-EAS-01,CAR-004,SHIP-00020026,INBOUND_RECEIVE,2025-10-01T20:59:14,2025-10-01T22:03:14,64,25,EMP-00166,2026-04-30T04:36:50.726872
DOCK-OU-09-08,WH-SOU-09,CAR-008,SHIP-00012866,OUTBOUND_SHIP,2026-04-29T18:24:23,2026-04-29T18:46:23,22,13,EMP-00130,2026-04-30T04:36:50.726872
DOCK-OR-04-03,WH-NOR-04,CAR-005,SHIP-00018066,OUTBOUND_SHIP,2025-10-16T20:45:07,2025-10-16T21:24:07,39,33,EMP-00015,2026-04-30T04:36:50.726872
DOCK-AS-03-05,WH-EAS-03,CAR-010,SHIP-00000069,INBOUND_RECEIVE,2026-03-21T14:54:02,2026-03-21T15:39:02,45,38,EMP-00079,2026-04-30T04:36:50.726872
