shift_id,employee_id,warehouse_id,shift_date,shift_type,zone_assigned,start_time,end_time,hours_worked,picks_completed,units_processed,_ingested_at
SHIFT-000006089,EMP-00025,WH-WES-07,2025-11-21,AFTERNOON,RECEIVING,14:00:00,23:00:00,9.8,322,1208,2026-04-30T04:36:50.726872
SHIFT-000006090,EMP-00033,WH-EAS-01,2025-05-25,AFTERNOON,ZONE-A,14:00:00,21:00:00,7.7,131,561,2026-04-30T04:36:50.726872
SHIFT-000006091,EMP-00110,WH-SOU-09,2025-11-23,NIGHT,ZONE-C,22:00:00,06:00:00,8.1,299,518,2026-04-30T04:36:50.726872
SHIFT-000006092,EMP-00125,WH-EAS-01,2025-08-11,NIGHT,ZONE-A,22:00:00,07:00:00,9.5,51,670,2026-04-30T04:36:50.726872
SHIFT-000006093,EMP-00011,WH-EAS-01,2025-10-28,NIGHT,ZONE-C,22:00:00,05:00:00,7.8,170,1402,2026-04-30T04:36:50.726872
SHIFT-000006094,EMP-00104,WH-NOR-04,2025-11-20,NIGHT,ZONE-E,22:00:00,06:00:00,8.5,320,190,2026-04-30T04:36:50.726872
SHIFT-000006095,EMP-00126,WH-CEN-08,2025-08-02,MORNING,ZONE-E,06:00:00,13:00:00,7.5,233,832,2026-04-30T04:36:50.726872
SHIFT-000006096,EMP-00097,WH-NOR-05,2025-09-11,MORNING,ZONE-C,06:00:00,13:00:00,7.6,122,345,2026-04-30T04:36:50.726872
SHIFT-000006097,EMP-00159,WH-WES-07,2025-06-11,MORNING,ZONE-E,06:00:00,14:00:00,8.0,275,342,2026-04-30T04:36:50.726872
SHIFT-000006098,EMP-00109,WH-NOR-04,2026-01-19,MORNING,ZONE-D,06:00:00,14:00:00,8.0,337,1369,2026-04-30T04:36:50.726872
SHIFT-000006099,EMP-00123,WH-EAS-01,2026-02-06,MORNING,ZONE-D,06:00:00,15:00:00,9.3,211,594,2026-04-30T04:36:50.726872
SHIFT-000006100,EMP-00027,WH-SOU-09,2026-04-11,NIGHT,ZONE-B,22:00:00,05:00:00,7.7,187,202,2026-04-30T04:36:50.726872
SHIFT-000006101,EMP-00190,WH-EAS-02,2025-06-09,NIGHT,ZONE-D,22:00:00,05:00:00,7.5,82,836,2026-04-30T04:36:50.726872
SHIFT-000006102,EMP-00150,WH-WES-07,2026-03-12,NIGHT,ZONE-E,22:00:00,05:00:00,7.9,306,650,2026-04-30T04:36:50.726872
SHIFT-000006103,EMP-00196,WH-SOU-09,2025-07-09,NIGHT,ZONE-B,22:00:00,06:00:00,8.9,129,1400,2026-04-30T04:36:50.726872
SHIFT-000006104,EMP-00063,WH-NOR-05,2026-03-07,MORNING,ZONE-D,06:00:00,15:00:00,9.7,342,667,2026-04-30T04:36:50.726872
SHIFT-000006105,EMP-00076,WH-EAS-01,2025-05-04,MORNING,ZONE-A,06:00:00,15:00:00,9.5,168,1255,2026-04-30T04:36:50.726872
SHIFT-000006106,EMP-00191,WH-CEN-08,2025-12-27,AFTERNOON,ZONE-B,14:00:00,22:00:00,8.6,233,325,2026-04-30T04:36:50.726872
SHIFT-000006107,EMP-00099,WH-EAS-02,2025-08-20,MORNING,ZONE-D,06:00:00,15:00:00,9.5,75,1054,2026-04-30T04:36:50.726872
SHIFT-000006108,EMP-00076,WH-NOR-04,2025-11-17,AFTERNOON,ZONE-A,14:00:00,21:00:00,7.9,325,1116,2026-04-30T04:36:50.726872
SHIFT-000006109,EMP-00135,WH-EAS-01,2025-10-08,NIGHT,ZONE-E,22:00:00,06:00:00,8.3,183,768,2026-04-30T04:36:50.726872
SHIFT-000006110,EMP-00034,WH-CEN-08,2025-07-02,NIGHT,ZONE-B,22:00:00,06:00:00,8.5,280,1104,2026-04-30T04:36:50.726872
SHIFT-000006111,EMP-00021,WH-NOR-05,2025-05-09,MORNING,ZONE-D,06:00:00,13:00:00,7.7,387,583,2026-04-30T04:36:50.726872
SHIFT-000006112,EMP-00146,WH-CEN-10,2025-12-26,NIGHT,ZONE-E,22:00:00,05:00:00,7.8,209,1458,2026-04-30T04:36:50.726872
SHIFT-000006113,EMP-00138,WH-EAS-03,2026-01-23,NIGHT,ZONE-E,22:00:00,07:00:00,9.2,357,1057,2026-04-30T04:36:50.726872
SHIFT-000006114,EMP-00153,WH-CEN-08,2025-12-18,NIGHT,SHIPPING,22:00:00,06:00:00,8.3,202,1328,2026-04-30T04:36:50.726872
SHIFT-000006115,EMP-00009,WH-EAS-06,2025-07-19,MORNING,SHIPPING,06:00:00,15:00:00,9.5,59,848,2026-04-30T04:36:50.726872
SHIFT-000006116,EMP-00189,WH-WES-07,2025-11-02,AFTERNOON,ZONE-C,14:00:00,23:00:00,9.9,79,242,2026-04-30T04:36:50.726872
SHIFT-000006117,EMP-00153,WH-CEN-10,2025-12-07,AFTERNOON,ZONE-A,14:00:00,21:00:00,7.6,347,793,2026-04-30T04:36:50.726872
SHIFT-000006118,EMP-00078,WH-NOR-05,2026-01-10,AFTERNOON,ZONE-B,14:00:00,22:00:00,8.0,71,926,2026-04-30T04:36:50.726872
SHIFT-000006119,EMP-00041,WH-EAS-06,2025-08-26,NIGHT,ZONE-D,22:00:00,07:00:00,9.4,234,1283,2026-04-30T04:36:50.726872
SHIFT-000006120,EMP-00199,WH-SOU-09,2025-11-24,MORNING,ZONE-C,06:00:00,14:00:00,8.2,185,1390,2026-04-30T04:36:50.726872
SHIFT-000006121,EMP-00008,WH-NOR-04,2025-05-12,NIGHT,ZONE-D,22:00:00,06:00:00,8.8,271,1418,2026-04-30T04:36:50.726872
SHIFT-000006122,EMP-00018,WH-NOR-05,2026-04-15,AFTERNOON,ZONE-A,14:00:00,21:00:00,7.5,245,101,2026-04-30T04:36:50.726872
SHIFT-000006123,EMP-00158,WH-EAS-03,2026-02-15,NIGHT,SHIPPING,22:00:00,05:00:00,7.9,291,108,2026-04-30T04:36:50.726872
SHIFT-000006124,EMP-00091,WH-CEN-10,2025-08-06,MORNING,ZONE-D,06:00:00,13:00:00,7.8,321,981,2026-04-30T04:36:50.726872
SHIFT-000006125,EMP-00141,WH-NOR-05,2025-05-07,NIGHT,ZONE-C,22:00:00,07:00:00,9.9,184,833,2026-04-30T04:36:50.726872
SHIFT-000006126,EMP-00032,WH-CEN-10,2025-07-27,MORNING,ZONE-E,06:00:00,14:00:00,8.4,320,325,2026-04-30T04:36:50.726872
SHIFT-000006127,EMP-00107,WH-WES-07,2025-07-02,NIGHT,ZONE-E,22:00:00,06:00:00,8.9,113,286,2026-04-30T04:36:50.726872
SHIFT-000006128,EMP-00004,WH-SOU-09,2025-05-24,AFTERNOON,ZONE-D,14:00:00,22:00:00,8.6,263,852,2026-04-30T04:36:50.726872
SHIFT-000006129,EMP-00045,WH-CEN-10,2026-02-23,MORNING,ZONE-E,06:00:00,15:00:00,9.6,212,1082,2026-04-30T04:36:50.726872
SHIFT-000006130,EMP-00171,WH-CEN-08,2025-12-17,AFTERNOON,ZONE-A,14:00:00,21:00:00,7.7,250,867,2026-04-30T04:36:50.726872
SHIFT-000006131,EMP-00166,WH-NOR-05,2026-03-21,NIGHT,ZONE-A,22:00:00,07:00:00,9.8,237,467,2026-04-30T04:36:50.726872
SHIFT-000006132,EMP-00155,WH-EAS-01,2025-12-02,NIGHT,ZONE-A,22:00:00,07:00:00,9.5,283,651,2026-04-30T04:36:50.726872
SHIFT-000006133,EMP-00003,WH-NOR-04,2026-03-04,AFTERNOON,ZONE-A,14:00:00,22:00:00,8.3,197,245,2026-04-30T04:36:50.726872
SHIFT-000006134,EMP-00172,WH-WES-07,2025-12-29,MORNING,SHIPPING,06:00:00,14:00:00,8.9,181,687,2026-04-30T04:36:50.726872
SHIFT-000006135,EMP-00142,WH-EAS-01,2025-09-23,NIGHT,ZONE-E,22:00:00,07:00:00,9.7,190,1372,2026-04-30T04:36:50.726872
SHIFT-000006136,EMP-00010,WH-WES-07,2025-08-30,MORNING,ZONE-E,06:00:00,14:00:00,8.2,212,697,2026-04-30T04:36:50.726872
SHIFT-000006137,EMP-00129,WH-CEN-10,2026-04-06,MORNING,ZONE-A,06:00:00,14:00:00,8.7,81,614,2026-04-30T04:36:50.726872
SHIFT-000006138,EMP-00066,WH-EAS-02,2025-07-31,AFTERNOON,ZONE-B,14:00:00,21:00:00,7.9,345,1332,2026-04-30T04:36:50.726872
SHIFT-000006139,EMP-00120,WH-SOU-09,2025-07-11,MORNING,SHIPPING,06:00:00,15:00:00,9.7,235,333,2026-04-30T04:36:50.726872
SHIFT-000006140,EMP-00005,WH-CEN-08,2026-04-25,MORNING,ZONE-D,06:00:00,15:00:00,9.9,174,1139,2026-04-30T04:36:50.726872
SHIFT-000006141,EMP-00016,WH-WES-07,2025-12-05,AFTERNOON,ZONE-C,14:00:00,21:00:00,7.8,76,316,2026-04-30T04:36:50.726872
SHIFT-000006142,EMP-00117,WH-CEN-10,2026-04-14,NIGHT,ZONE-A,22:00:00,07:00:00,9.8,178,395,2026-04-30T04:36:50.726872
SHIFT-000006143,EMP-00126,WH-EAS-03,2026-01-27,NIGHT,ZONE-C,22:00:00,05:00:00,7.9,62,1298,2026-04-30T04:36:50.726872
SHIFT-000006144,EMP-00037,WH-NOR-04,2026-01-29,NIGHT,ZONE-C,22:00:00,06:00:00,8.0,295,545,2026-04-30T04:36:50.726872
SHIFT-000006145,EMP-00058,WH-WES-07,2025-05-02,AFTERNOON,RECEIVING,14:00:00,23:00:00,9.8,172,1196,2026-04-30T04:36:50.726872
SHIFT-000006146,EMP-00017,WH-EAS-02,2026-03-31,AFTERNOON,ZONE-B,14:00:00,22:00:00,8.8,162,1154,2026-04-30T04:36:50.726872
SHIFT-000006147,EMP-00022,WH-WES-07,2025-12-27,AFTERNOON,ZONE-A,14:00:00,23:00:00,9.1,227,1333,2026-04-30T04:36:50.726872
SHIFT-000006148,EMP-00183,WH-NOR-05,2026-04-27,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.0,146,1419,2026-04-30T04:36:50.726872
SHIFT-000006149,EMP-00064,WH-WES-07,2025-12-04,NIGHT,ZONE-E,22:00:00,06:00:00,8.2,187,994,2026-04-30T04:36:50.726872
SHIFT-000006150,EMP-00075,WH-EAS-06,2026-02-20,MORNING,ZONE-A,06:00:00,15:00:00,9.9,133,575,2026-04-30T04:36:50.726872
SHIFT-000006151,EMP-00136,WH-CEN-10,2025-05-18,MORNING,SHIPPING,06:00:00,13:00:00,7.9,159,249,2026-04-30T04:36:50.726872
SHIFT-000006152,EMP-00059,WH-NOR-04,2025-08-20,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.1,182,967,2026-04-30T04:36:50.726872
SHIFT-000006153,EMP-00143,WH-EAS-01,2025-05-28,MORNING,ZONE-E,06:00:00,13:00:00,7.6,193,1318,2026-04-30T04:36:50.726872
SHIFT-000006154,EMP-00163,WH-EAS-02,2025-09-21,MORNING,ZONE-C,06:00:00,15:00:00,9.5,351,1399,2026-04-30T04:36:50.726872
SHIFT-000006155,EMP-00032,WH-SOU-09,2025-06-23,NIGHT,ZONE-B,22:00:00,06:00:00,8.1,273,109,2026-04-30T04:36:50.726872
SHIFT-000006156,EMP-00044,WH-EAS-02,2026-02-27,NIGHT,ZONE-E,22:00:00,07:00:00,9.4,394,115,2026-04-30T04:36:50.726872
SHIFT-000006157,EMP-00063,WH-NOR-05,2026-04-18,AFTERNOON,ZONE-A,14:00:00,23:00:00,9.9,162,1027,2026-04-30T04:36:50.726872
SHIFT-000006158,EMP-00153,WH-WES-07,2026-04-06,MORNING,SHIPPING,06:00:00,15:00:00,9.1,117,516,2026-04-30T04:36:50.726872
SHIFT-000006159,EMP-00120,WH-CEN-08,2026-03-28,MORNING,ZONE-C,06:00:00,15:00:00,9.5,297,439,2026-04-30T04:36:50.726872
SHIFT-000006160,EMP-00095,WH-NOR-04,2025-07-27,NIGHT,ZONE-D,22:00:00,07:00:00,9.7,91,114,2026-04-30T04:36:50.726872
SHIFT-000006161,EMP-00160,WH-EAS-06,2026-01-21,MORNING,SHIPPING,06:00:00,15:00:00,9.7,72,1135,2026-04-30T04:36:50.726872
SHIFT-000006162,EMP-00042,WH-WES-07,2025-10-23,AFTERNOON,ZONE-B,14:00:00,22:00:00,8.6,108,1257,2026-04-30T04:36:50.726872
SHIFT-000006163,EMP-00154,WH-NOR-04,2026-01-02,MORNING,ZONE-A,06:00:00,14:00:00,8.2,142,1304,2026-04-30T04:36:50.726872
SHIFT-000006164,EMP-00019,WH-NOR-05,2025-11-25,NIGHT,ZONE-D,22:00:00,06:00:00,8.6,296,1302,2026-04-30T04:36:50.726872
SHIFT-000006165,EMP-00099,WH-NOR-05,2025-06-15,MORNING,ZONE-E,06:00:00,14:00:00,8.8,186,827,2026-04-30T04:36:50.726872
SHIFT-000006166,EMP-00079,WH-EAS-06,2025-07-27,AFTERNOON,SHIPPING,14:00:00,22:00:00,8.0,239,192,2026-04-30T04:36:50.726872
SHIFT-000006167,EMP-00049,WH-NOR-05,2025-10-03,NIGHT,SHIPPING,22:00:00,06:00:00,8.5,96,659,2026-04-30T04:36:50.726872
SHIFT-000006168,EMP-00027,WH-EAS-01,2025-05-19,AFTERNOON,RECEIVING,14:00:00,22:00:00,8.9,328,1269,2026-04-30T04:36:50.726872
SHIFT-000006169,EMP-00168,WH-CEN-08,2025-10-07,NIGHT,RECEIVING,22:00:00,06:00:00,8.4,66,769,2026-04-30T04:36:50.726872
SHIFT-000006170,EMP-00090,WH-EAS-06,2026-01-13,MORNING,ZONE-C,06:00:00,13:00:00,7.7,171,1095,2026-04-30T04:36:50.726872
SHIFT-000006171,EMP-00179,WH-EAS-01,2026-02-23,MORNING,ZONE-C,06:00:00,14:00:00,8.5,385,1172,2026-04-30T04:36:50.726872
SHIFT-000006172,EMP-00037,WH-EAS-02,2026-03-23,AFTERNOON,ZONE-E,14:00:00,23:00:00,9.4,382,932,2026-04-30T04:36:50.726872
SHIFT-000006173,EMP-00067,WH-SOU-09,2025-05-22,AFTERNOON,SHIPPING,14:00:00,21:00:00,7.5,329,746,2026-04-30T04:36:50.726872
SHIFT-000006174,EMP-00137,WH-CEN-10,2025-12-15,AFTERNOON,ZONE-C,14:00:00,22:00:00,8.0,120,1398,2026-04-30T04:36:50.726872
SHIFT-000006175,EMP-00077,WH-CEN-10,2026-01-25,NIGHT,ZONE-A,22:00:00,06:00:00,8.4,173,1212,2026-04-30T04:36:50.726872
SHIFT-000006176,EMP-00107,WH-EAS-06,2025-11-03,NIGHT,ZONE-D,22:00:00,05:00:00,7.7,124,595,2026-04-30T04:36:50.726872
SHIFT-000006177,EMP-00193,WH-SOU-09,2026-03-28,AFTERNOON,RECEIVING,14:00:00,22:00:00,8.6,86,1386,2026-04-30T04:36:50.726872
SHIFT-000006178,EMP-00029,WH-EAS-02,2025-05-23,MORNING,SHIPPING,06:00:00,13:00:00,7.8,112,344,2026-04-30T04:36:50.726872
SHIFT-000006179,EMP-00132,WH-NOR-04,2025-07-22,NIGHT,ZONE-E,22:00:00,06:00:00,8.5,61,289,2026-04-30T04:36:50.726872
SHIFT-000006180,EMP-00093,WH-EAS-01,2026-01-08,NIGHT,ZONE-E,22:00:00,07:00:00,9.7,108,954,2026-04-30T04:36:50.726872
SHIFT-000006181,EMP-00083,WH-SOU-09,2025-06-03,AFTERNOON,RECEIVING,14:00:00,22:00:00,8.8,319,1365,2026-04-30T04:36:50.726872
SHIFT-000006182,EMP-00070,WH-NOR-05,2025-05-20,NIGHT,ZONE-A,22:00:00,06:00:00,8.5,132,768,2026-04-30T04:36:50.726872
SHIFT-000006183,EMP-00121,WH-EAS-06,2025-08-01,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.8,80,168,2026-04-30T04:36:50.726872
SHIFT-000006184,EMP-00126,WH-EAS-03,2025-07-03,NIGHT,ZONE-A,22:00:00,07:00:00,9.2,149,1360,2026-04-30T04:36:50.726872
SHIFT-000006185,EMP-00006,WH-NOR-05,2025-09-06,AFTERNOON,ZONE-D,14:00:00,22:00:00,8.3,248,1043,2026-04-30T04:36:50.726872
SHIFT-000006186,EMP-00153,WH-NOR-04,2026-04-02,NIGHT,ZONE-C,22:00:00,06:00:00,8.9,201,811,2026-04-30T04:36:50.726872
SHIFT-000006187,EMP-00009,WH-NOR-04,2026-01-21,MORNING,ZONE-B,06:00:00,14:00:00,8.4,235,1306,2026-04-30T04:36:50.726872
SHIFT-000006188,EMP-00168,WH-SOU-09,2026-03-11,AFTERNOON,ZONE-B,14:00:00,22:00:00,8.4,52,516,2026-04-30T04:36:50.726872
SHIFT-000006189,EMP-00016,WH-EAS-01,2025-10-08,NIGHT,SHIPPING,22:00:00,05:00:00,7.7,244,1496,2026-04-30T04:36:50.726872
SHIFT-000006190,EMP-00027,WH-CEN-10,2025-11-16,MORNING,SHIPPING,06:00:00,13:00:00,7.8,345,848,2026-04-30T04:36:50.726872
SHIFT-000006191,EMP-00122,WH-WES-07,2025-10-06,AFTERNOON,ZONE-B,14:00:00,23:00:00,9.7,254,1057,2026-04-30T04:36:50.726872
SHIFT-000006192,EMP-00053,WH-EAS-06,2025-09-13,MORNING,ZONE-C,06:00:00,15:00:00,9.3,83,1271,2026-04-30T04:36:50.726872
SHIFT-000006193,EMP-00147,WH-EAS-01,2025-05-22,NIGHT,SHIPPING,22:00:00,07:00:00,9.4,211,218,2026-04-30T04:36:50.726872
SHIFT-000006194,EMP-00010,WH-EAS-01,2025-06-29,AFTERNOON,ZONE-E,14:00:00,21:00:00,7.7,59,569,2026-04-30T04:36:50.726872
SHIFT-000006195,EMP-00137,WH-SOU-09,2025-12-15,MORNING,ZONE-B,06:00:00,13:00:00,7.6,372,1197,2026-04-30T04:36:50.726872
SHIFT-000006196,EMP-00057,WH-EAS-01,2025-12-07,MORNING,RECEIVING,06:00:00,15:00:00,9.0,261,462,2026-04-30T04:36:50.726872
SHIFT-000006197,EMP-00171,WH-CEN-10,2025-11-02,AFTERNOON,ZONE-A,14:00:00,22:00:00,8.4,136,364,2026-04-30T04:36:50.726872
SHIFT-000006198,EMP-00084,WH-EAS-06,2026-03-25,NIGHT,ZONE-A,22:00:00,06:00:00,8.1,117,685,2026-04-30T04:36:50.726872
SHIFT-000006199,EMP-00065,WH-CEN-10,2026-03-13,MORNING,ZONE-B,06:00:00,14:00:00,8.1,358,554,2026-04-30T04:36:50.726872
SHIFT-000006200,EMP-00191,WH-EAS-01,2025-10-30,NIGHT,RECEIVING,22:00:00,07:00:00,9.5,393,103,2026-04-30T04:36:50.726872
SHIFT-000006201,EMP-00171,WH-NOR-05,2026-04-14,NIGHT,RECEIVING,22:00:00,06:00:00,8.1,204,1091,2026-04-30T04:36:50.726872
SHIFT-000006202,EMP-00053,WH-EAS-01,2025-12-21,NIGHT,ZONE-A,22:00:00,07:00:00,9.9,291,341,2026-04-30T04:36:50.726872
SHIFT-000006203,EMP-00063,WH-EAS-01,2025-10-11,MORNING,ZONE-C,06:00:00,13:00:00,7.6,101,142,2026-04-30T04:36:50.726872
SHIFT-000006204,EMP-00161,WH-NOR-05,2025-08-10,MORNING,ZONE-D,06:00:00,14:00:00,8.8,107,715,2026-04-30T04:36:50.726872
SHIFT-000006205,EMP-00183,WH-SOU-09,2026-01-30,NIGHT,ZONE-D,22:00:00,06:00:00,8.2,372,1348,2026-04-30T04:36:50.726872
SHIFT-000006206,EMP-00071,WH-EAS-03,2025-07-17,NIGHT,SHIPPING,22:00:00,07:00:00,9.4,53,867,2026-04-30T04:36:50.726872
SHIFT-000006207,EMP-00145,WH-WES-07,2025-08-29,NIGHT,RECEIVING,22:00:00,06:00:00,8.1,321,577,2026-04-30T04:36:50.726872
SHIFT-000006208,EMP-00069,WH-CEN-08,2025-06-21,AFTERNOON,ZONE-B,14:00:00,21:00:00,7.7,157,600,2026-04-30T04:36:50.726872
SHIFT-000006209,EMP-00168,WH-WES-07,2026-02-13,AFTERNOON,ZONE-A,14:00:00,21:00:00,7.6,289,957,2026-04-30T04:36:50.726872
SHIFT-000006210,EMP-00029,WH-EAS-01,2026-02-15,AFTERNOON,ZONE-A,14:00:00,22:00:00,8.1,385,593,2026-04-30T04:36:50.726872
SHIFT-000006211,EMP-00058,WH-EAS-01,2025-07-27,MORNING,SHIPPING,06:00:00,14:00:00,8.7,198,1239,2026-04-30T04:36:50.726872
SHIFT-000006212,EMP-00180,WH-EAS-02,2025-08-20,AFTERNOON,ZONE-B,14:00:00,21:00:00,7.9,88,1226,2026-04-30T04:36:50.726872
SHIFT-000006213,EMP-00158,WH-CEN-08,2025-05-16,AFTERNOON,SHIPPING,14:00:00,23:00:00,9.2,74,567,2026-04-30T04:36:50.726872
SHIFT-000006214,EMP-00069,WH-EAS-02,2025-08-20,NIGHT,ZONE-D,22:00:00,05:00:00,7.6,203,1047,2026-04-30T04:36:50.726872
SHIFT-000006215,EMP-00089,WH-NOR-04,2025-11-22,NIGHT,ZONE-A,22:00:00,05:00:00,7.8,354,814,2026-04-30T04:36:50.726872
SHIFT-000006216,EMP-00177,WH-SOU-09,2026-04-08,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.4,148,801,2026-04-30T04:36:50.726872
SHIFT-000006217,EMP-00023,WH-WES-07,2025-10-08,NIGHT,ZONE-D,22:00:00,07:00:00,9.4,64,426,2026-04-30T04:36:50.726872
SHIFT-000006218,EMP-00060,WH-NOR-04,2025-12-26,MORNING,ZONE-C,06:00:00,14:00:00,8.2,83,1205,2026-04-30T04:36:50.726872
SHIFT-000006219,EMP-00158,WH-EAS-03,2025-06-09,NIGHT,ZONE-C,22:00:00,07:00:00,9.2,87,1127,2026-04-30T04:36:50.726872
SHIFT-000006220,EMP-00149,WH-EAS-06,2025-10-13,MORNING,ZONE-D,06:00:00,16:00:00,10.0,249,137,2026-04-30T04:36:50.726872
SHIFT-000006221,EMP-00082,WH-SOU-09,2025-07-18,MORNING,ZONE-E,06:00:00,13:00:00,7.6,99,406,2026-04-30T04:36:50.726872
SHIFT-000006222,EMP-00108,WH-SOU-09,2026-04-12,AFTERNOON,SHIPPING,14:00:00,21:00:00,7.9,124,1099,2026-04-30T04:36:50.726872
SHIFT-000006223,EMP-00079,WH-CEN-08,2026-04-25,MORNING,RECEIVING,06:00:00,14:00:00,8.2,339,254,2026-04-30T04:36:50.726872
SHIFT-000006224,EMP-00016,WH-EAS-02,2025-12-20,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.8,234,364,2026-04-30T04:36:50.726872
SHIFT-000006225,EMP-00040,WH-WES-07,2025-07-19,NIGHT,ZONE-A,22:00:00,06:00:00,8.9,312,1001,2026-04-30T04:36:50.726872
SHIFT-000006226,EMP-00172,WH-EAS-02,2026-01-02,MORNING,ZONE-B,06:00:00,13:00:00,7.6,216,744,2026-04-30T04:36:50.726872
SHIFT-000006227,EMP-00031,WH-WES-07,2026-03-10,AFTERNOON,ZONE-C,14:00:00,23:00:00,9.5,93,291,2026-04-30T04:36:50.726872
SHIFT-000006228,EMP-00109,WH-NOR-05,2025-06-24,AFTERNOON,ZONE-A,14:00:00,21:00:00,7.6,129,462,2026-04-30T04:36:50.726872
SHIFT-000006229,EMP-00175,WH-EAS-01,2025-12-29,MORNING,ZONE-E,06:00:00,15:00:00,9.0,399,1144,2026-04-30T04:36:50.726872
SHIFT-000006230,EMP-00097,WH-CEN-08,2026-02-21,AFTERNOON,ZONE-B,14:00:00,21:00:00,7.8,356,298,2026-04-30T04:36:50.726872
SHIFT-000006231,EMP-00148,WH-EAS-01,2025-05-29,NIGHT,ZONE-E,22:00:00,06:00:00,8.8,51,227,2026-04-30T04:36:50.726872
SHIFT-000006232,EMP-00182,WH-EAS-01,2026-04-18,AFTERNOON,ZONE-C,14:00:00,23:00:00,9.8,243,265,2026-04-30T04:36:50.726872
SHIFT-000006233,EMP-00026,WH-WES-07,2025-08-05,MORNING,ZONE-C,06:00:00,14:00:00,8.4,316,203,2026-04-30T04:36:50.726872
SHIFT-000006234,EMP-00048,WH-EAS-02,2025-10-06,NIGHT,SHIPPING,22:00:00,07:00:00,9.5,216,1029,2026-04-30T04:36:50.726872
SHIFT-000006235,EMP-00105,WH-NOR-04,2025-12-21,MORNING,SHIPPING,06:00:00,15:00:00,9.0,334,683,2026-04-30T04:36:50.726872
SHIFT-000006236,EMP-00153,WH-EAS-06,2025-10-26,NIGHT,ZONE-D,22:00:00,06:00:00,8.0,219,876,2026-04-30T04:36:50.726872
SHIFT-000006237,EMP-00056,WH-CEN-10,2025-05-24,MORNING,ZONE-E,06:00:00,14:00:00,8.2,381,721,2026-04-30T04:36:50.726872
SHIFT-000006238,EMP-00145,WH-EAS-03,2025-12-24,NIGHT,SHIPPING,22:00:00,06:00:00,8.1,63,318,2026-04-30T04:36:50.726872
SHIFT-000006239,EMP-00048,WH-NOR-04,2026-01-17,AFTERNOON,ZONE-C,14:00:00,23:00:00,9.8,366,182,2026-04-30T04:36:50.726872
SHIFT-000006240,EMP-00083,WH-EAS-02,2025-12-22,AFTERNOON,ZONE-B,14:00:00,22:00:00,8.6,256,384,2026-04-30T04:36:50.726872
SHIFT-000006241,EMP-00041,WH-EAS-03,2025-08-22,NIGHT,SHIPPING,22:00:00,07:00:00,9.0,338,1296,2026-04-30T04:36:50.726872
SHIFT-000006242,EMP-00140,WH-CEN-08,2025-12-14,AFTERNOON,ZONE-D,14:00:00,22:00:00,8.4,145,1477,2026-04-30T04:36:50.726872
SHIFT-000006243,EMP-00143,WH-EAS-01,2025-04-29,NIGHT,ZONE-C,22:00:00,05:00:00,7.6,378,1478,2026-04-30T04:36:50.726872
SHIFT-000006244,EMP-00172,WH-NOR-05,2025-06-16,AFTERNOON,RECEIVING,14:00:00,23:00:00,9.1,100,621,2026-04-30T04:36:50.726872
SHIFT-000006245,EMP-00134,WH-EAS-02,2026-03-02,MORNING,ZONE-D,06:00:00,15:00:00,9.0,185,1256,2026-04-30T04:36:50.726872
SHIFT-000006246,EMP-00094,WH-EAS-03,2025-10-01,MORNING,ZONE-E,06:00:00,15:00:00,9.2,336,166,2026-04-30T04:36:50.726872
SHIFT-000006247,EMP-00195,WH-CEN-08,2025-10-07,AFTERNOON,ZONE-A,14:00:00,21:00:00,7.6,250,1483,2026-04-30T04:36:50.726872
SHIFT-000006248,EMP-00125,WH-EAS-02,2026-03-13,AFTERNOON,SHIPPING,14:00:00,23:00:00,9.8,239,1432,2026-04-30T04:36:50.726872
SHIFT-000006249,EMP-00057,WH-SOU-09,2025-07-04,MORNING,ZONE-E,06:00:00,15:00:00,9.1,317,861,2026-04-30T04:36:50.726872
SHIFT-000006250,EMP-00089,WH-WES-07,2026-01-26,NIGHT,ZONE-B,22:00:00,05:00:00,7.8,100,1314,2026-04-30T04:36:50.726872
SHIFT-000006251,EMP-00077,WH-EAS-06,2025-05-12,MORNING,SHIPPING,06:00:00,14:00:00,8.0,289,952,2026-04-30T04:36:50.726872
SHIFT-000006252,EMP-00173,WH-EAS-06,2025-06-15,NIGHT,ZONE-B,22:00:00,07:00:00,9.6,169,1279,2026-04-30T04:36:50.726872
SHIFT-000006253,EMP-00010,WH-NOR-05,2026-03-21,NIGHT,ZONE-D,22:00:00,07:00:00,9.9,367,493,2026-04-30T04:36:50.726872
SHIFT-000006254,EMP-00166,WH-CEN-08,2026-03-01,MORNING,ZONE-E,06:00:00,14:00:00,8.3,207,391,2026-04-30T04:36:50.726872
SHIFT-000006255,EMP-00043,WH-SOU-09,2025-07-17,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.0,63,1353,2026-04-30T04:36:50.726872
SHIFT-000006256,EMP-00061,WH-NOR-05,2025-05-16,NIGHT,ZONE-B,22:00:00,06:00:00,8.3,229,625,2026-04-30T04:36:50.726872
