event_id,device_id,device_type,warehouse_id,zone,location_id,event_timestamp,speed_mph,battery_pct,temperature_f,carrying_sku,carrying_qty,event_type,_ingested_at
1426f3ef-fcb8-41d7-92d3-88c764887365,DEV-EN-08-006,dock_door,WH-CEN-08,RECEIVING,LOC-EN-08-A24-02,2026-04-29T22:26:09,0.0,90,39.3,SKU-00322,24,picking,2026-04-30T04:36:50.726872
c9e35f8c-b59a-4ca5-b46f-09574fb8ab52,DEV-AS-06-013,dock_door,WH-EAS-06,ZONE-B,LOC-AS-06-L29-04,2026-04-17T09:59:33,0.0,18,44.0,,0,idle,2026-04-30T04:36:50.726872
0ad39e6c-680c-47bf-86a1-f712abf89f63,DEV-AS-01-007,dock_door,WH-EAS-01,ZONE-B,LOC-AS-01-P25-08,2026-03-02T16:45:27,0.0,18,37.4,,0,charging,2026-04-30T04:36:50.726872
72121768-e4e5-4673-806d-2ce0a16858fe,DEV-EN-10-013,dock_door,WH-CEN-10,RECEIVING,LOC-EN-10-P10-06,2026-03-22T01:50:44,0.0,86,38.7,,0,idle,2026-04-30T04:36:50.726872
627455c7-d444-49ce-be77-f56778815950,DEV-EN-08-013,temp_sensor,WH-CEN-08,ZONE-A,LOC-EN-08-F07-08,2026-04-20T14:29:45,0.0,44,48.7,,0,idle,2026-04-30T04:36:50.726872
2ec7b9e0-9199-4998-a0cc-db2f1fe85297,DEV-EN-10-005,pallet_jack,WH-CEN-10,ZONE-B,LOC-EN-10-F21-07,2026-02-25T05:18:11,0.0,78,38.3,,0,shipping,2026-04-30T04:36:50.726872
81743964-2f42-4087-8d73-1479a67e0596,DEV-OR-05-014,dock_door,WH-NOR-05,RECEIVING,LOC-OR-05-M16-03,2026-03-18T12:36:55,0.0,59,64.2,SKU-00903,15,picking,2026-04-30T04:36:50.726872
cafa46c7-aa50-4cb5-898a-4ee2cafafa5d,DEV-EN-08-004,conveyor_sensor,WH-CEN-08,ZONE-A,LOC-EN-08-M26-06,2026-03-26T00:32:32,0.0,84,71.0,SKU-00113,6,picking,2026-04-30T04:36:50.726872
9038cb3f-140b-4966-a332-af4a2117a32f,DEV-EN-08-013,temp_sensor,WH-CEN-08,ZONE-E,LOC-EN-08-C12-08,2026-04-14T19:26:05,0.0,97,32.9,,0,receiving,2026-04-30T04:36:50.726872
fc770b8c-9fd2-433f-ace3-6a4d1ae8a415,DEV-AS-06-005,forklift,WH-EAS-06,ZONE-C,LOC-AS-06-K27-04,2026-02-11T05:24:46,0.4,15,50.8,,0,charging,2026-04-30T04:36:50.726872
f5bb62a2-ef19-4e7d-a157-39f5efd7aa87,DEV-AS-01-007,dock_door,WH-EAS-01,ZONE-C,LOC-AS-01-P14-03,2026-04-23T20:32:28,0.0,44,68.9,SKU-00096,44,putaway,2026-04-30T04:36:50.726872
69513816-4d85-41f9-820d-e4b79fe73dbf,DEV-OR-04-004,forklift,WH-NOR-04,ZONE-E,LOC-OR-04-G03-06,2026-04-27T06:24:24,5.8,33,70.5,,0,shipping,2026-04-30T04:36:50.726872
555d94ea-ef97-4503-a857-d12011d123a1,DEV-OR-05-008,conveyor_sensor,WH-NOR-05,ZONE-A,LOC-OR-05-M16-03,2026-04-11T18:39:49,0.0,71,38.6,,0,idle,2026-04-30T04:36:50.726872
78ba2235-f3a6-4e40-b584-0bba0bdba6e8,DEV-EN-10-006,pallet_jack,WH-CEN-10,ZONE-B,LOC-EN-10-I25-03,2026-01-31T08:38:30,0.0,79,64.1,,0,charging,2026-04-30T04:36:50.726872
2ad02b96-5a97-4527-8a46-7053864f8952,DEV-OR-05-002,pallet_jack,WH-NOR-05,ZONE-D,LOC-OR-05-E03-08,2026-03-27T00:03:15,0.0,55,36.4,,0,charging,2026-04-30T04:36:50.726872
7d963f43-6644-4c10-8d6a-106ba3a102dc,DEV-OR-04-010,temp_sensor,WH-NOR-04,ZONE-A,LOC-OR-04-I13-06,2026-04-12T05:47:19,0.0,50,50.4,SKU-00356,47,putaway,2026-04-30T04:36:50.726872
6f4ebe8e-9712-4f64-b806-33bfca8e65fe,DEV-EN-10-002,conveyor_sensor,WH-CEN-10,ZONE-B,LOC-EN-10-O12-06,2026-04-04T04:27:41,0.0,17,55.6,,0,idle,2026-04-30T04:36:50.726872
c04721e7-39f4-476e-8778-e4bfe7545286,DEV-AS-01-008,dock_door,WH-EAS-01,SHIPPING,LOC-AS-01-F15-04,2026-03-11T05:09:01,0.0,67,64.6,,0,idle,2026-04-30T04:36:50.726872
47e38dd1-354f-4bcc-88b5-a92d03ca6576,DEV-AS-06-009,conveyor_sensor,WH-EAS-06,ZONE-A,LOC-AS-06-D16-08,2026-03-01T21:00:47,0.0,60,35.1,,0,idle,2026-04-30T04:36:50.726872
71ccc157-d4c6-487f-aba9-7b7e286946f5,DEV-AS-01-011,temp_sensor,WH-EAS-01,RECEIVING,LOC-AS-01-G19-04,2026-03-18T23:14:01,0.0,82,71.6,SKU-00988,18,picking,2026-04-30T04:36:50.726872
45927977-6088-44c1-8889-c9f28573e791,DEV-OU-09-001,temp_sensor,WH-SOU-09,ZONE-D,LOC-OU-09-N17-06,2026-03-07T07:35:22,0.0,88,41.5,SKU-00889,36,putaway,2026-04-30T04:36:50.726872
e315592c-1b74-4771-b4df-7780d2852167,DEV-ES-07-008,forklift,WH-WES-07,RECEIVING,LOC-ES-07-N26-04,2026-02-15T01:44:31,2.7,17,77.5,,0,shipping,2026-04-30T04:36:50.726872
4db37fb9-70f2-4245-a74a-6b13eaefd3b9,DEV-AS-01-015,conveyor_sensor,WH-EAS-01,ZONE-A,LOC-AS-01-L01-08,2026-03-10T23:49:13,0.0,44,44.0,,0,charging,2026-04-30T04:36:50.726872
f7f74c69-976d-4064-a488-5b208b6ce9e9,DEV-EN-08-006,dock_door,WH-CEN-08,SHIPPING,LOC-EN-08-H13-03,2026-02-11T06:16:36,0.0,98,56.3,SKU-00627,12,picking,2026-04-30T04:36:50.726872
4a02ba57-1e26-4660-b51a-6d9af9ec166f,DEV-EN-08-013,temp_sensor,WH-CEN-08,ZONE-B,LOC-EN-08-P17-02,2026-04-05T19:34:23,0.0,15,63.4,,0,moving,2026-04-30T04:36:50.726872
9119083f-fefc-4a33-b670-f7bb450e6529,DEV-ES-07-007,forklift,WH-WES-07,SHIPPING,LOC-ES-07-L19-02,2026-04-19T13:32:15,7.0,94,41.1,,0,charging,2026-04-30T04:36:50.726872
7faac6dc-06d3-4f49-9dc9-85072dd89228,DEV-OR-04-012,forklift,WH-NOR-04,ZONE-B,LOC-OR-04-C05-07,2026-04-24T09:48:27,6.8,92,64.1,,0,receiving,2026-04-30T04:36:50.726872
69ed0e45-60de-4a7b-b710-e60d6717d78b,DEV-OU-09-007,conveyor_sensor,WH-SOU-09,ZONE-E,LOC-OU-09-L13-08,2026-03-18T09:44:38,0.0,97,57.5,,0,moving,2026-04-30T04:36:50.726872
4be13c08-8af9-4cec-8d1a-5e0d199b7f71,DEV-OR-05-014,dock_door,WH-NOR-05,ZONE-E,LOC-OR-05-A30-06,2026-04-28T07:06:36,0.0,69,71.9,,0,moving,2026-04-30T04:36:50.726872
6e0fe831-f42f-498e-8c63-9474051a17d8,DEV-OU-09-006,conveyor_sensor,WH-SOU-09,SHIPPING,LOC-OU-09-H21-04,2026-03-17T06:05:06,0.0,90,47.5,,0,receiving,2026-04-30T04:36:50.726872
b9c2862b-8bb4-462c-8437-bfa51cd0ea4a,DEV-AS-01-013,temp_sensor,WH-EAS-01,RECEIVING,LOC-AS-01-M15-03,2026-03-07T20:01:13,0.0,40,36.6,,0,receiving,2026-04-30T04:36:50.726872
ffabba18-6e11-41d3-b8ea-02bc4c5bf8e1,DEV-AS-03-000,temp_sensor,WH-EAS-03,ZONE-C,LOC-AS-03-A18-08,2026-04-28T08:18:18,0.0,88,47.7,,0,charging,2026-04-30T04:36:50.726872
58ee090f-9cb3-4a36-8351-6bc14dc34ade,DEV-AS-06-013,dock_door,WH-EAS-06,SHIPPING,LOC-AS-06-M20-01,2026-04-23T08:25:04,0.0,74,64.4,,0,receiving,2026-04-30T04:36:50.726872
dd3a8952-ae67-4d93-8a12-df474714b0e7,DEV-EN-08-005,forklift,WH-CEN-08,ZONE-C,LOC-EN-08-D27-07,2026-04-26T09:14:23,1.5,36,57.3,SKU-00377,33,putaway,2026-04-30T04:36:50.726872
317b0936-17df-46d5-a2b8-02ba6533050e,DEV-OR-05-000,forklift,WH-NOR-05,SHIPPING,LOC-OR-05-F09-03,2026-01-30T10:38:31,1.6,85,38.9,SKU-00869,13,putaway,2026-04-30T04:36:50.726872
1b21c2ec-25f5-4358-978c-f4589b629f17,DEV-AS-03-000,temp_sensor,WH-EAS-03,ZONE-E,LOC-AS-03-K22-08,2026-04-04T23:16:56,0.0,85,49.0,SKU-00379,44,picking,2026-04-30T04:36:50.726872
b87dc465-974e-4550-991c-3022bb13ae70,DEV-AS-01-016,dock_door,WH-EAS-01,SHIPPING,LOC-AS-01-J16-08,2026-03-20T11:43:10,0.0,51,65.5,SKU-00400,7,putaway,2026-04-30T04:36:50.726872
cdb141da-3594-47c4-b817-913f4350c923,DEV-OR-05-001,dock_door,WH-NOR-05,RECEIVING,LOC-OR-05-J20-02,2026-03-02T18:23:56,0.0,77,34.2,SKU-00341,22,picking,2026-04-30T04:36:50.726872
798c82e1-0701-4640-af32-15b32c4c67ff,DEV-EN-10-004,conveyor_sensor,WH-CEN-10,ZONE-A,LOC-EN-10-B26-06,2026-04-29T19:00:13,0.0,77,44.5,,0,idle,2026-04-30T04:36:50.726872
ecc1af02-43bd-423f-9dec-c3325cf62d54,DEV-OR-04-006,pallet_jack,WH-NOR-04,ZONE-A,LOC-OR-04-L12-06,2026-03-05T08:44:58,0.0,47,40.2,,0,idle,2026-04-30T04:36:50.726872
9005bab1-18ae-4976-bddb-0d5999838c86,DEV-EN-08-005,forklift,WH-CEN-08,ZONE-E,LOC-EN-08-D26-06,2026-03-03T07:38:58,6.8,98,74.8,SKU-00624,49,putaway,2026-04-30T04:36:50.726872
35eba643-5c3b-43bc-a2fb-95fdeb99467e,DEV-ES-07-003,pallet_jack,WH-WES-07,ZONE-B,LOC-ES-07-K19-02,2026-03-27T03:24:17,0.0,85,38.0,SKU-00033,50,picking,2026-04-30T04:36:50.726872
4c3e6da4-ecd8-4da9-a2ac-37eb3c511327,DEV-AS-01-013,temp_sensor,WH-EAS-01,ZONE-D,LOC-AS-01-E11-05,2026-02-20T18:45:58,0.0,65,76.2,SKU-00488,24,picking,2026-04-30T04:36:50.726872
981a50c7-5daf-4924-88bc-9569d6127cf3,DEV-OU-09-000,conveyor_sensor,WH-SOU-09,SHIPPING,LOC-OU-09-P05-04,2026-03-21T02:02:58,0.0,17,37.6,,0,moving,2026-04-30T04:36:50.726872
204bfc2e-0a43-466a-8560-9b013a7c9bd2,DEV-EN-08-010,temp_sensor,WH-CEN-08,ZONE-B,LOC-EN-08-C11-06,2026-02-16T16:55:48,0.0,43,49.1,,0,idle,2026-04-30T04:36:50.726872
e8dab551-78c4-4ee5-93bb-8e4c21e513bc,DEV-OU-09-009,dock_door,WH-SOU-09,ZONE-E,LOC-OU-09-L24-03,2026-02-09T18:59:14,0.0,52,33.1,,0,receiving,2026-04-30T04:36:50.726872
cf068922-d593-4623-8df1-1441a0fa249b,DEV-OR-04-012,forklift,WH-NOR-04,ZONE-A,LOC-OR-04-D22-03,2026-04-18T04:45:37,0.5,51,38.1,,0,idle,2026-04-30T04:36:50.726872
9dce36fb-5c0f-425c-bea5-d5b5ca3360d5,DEV-AS-02-004,conveyor_sensor,WH-EAS-02,SHIPPING,LOC-AS-02-O24-04,2026-02-27T00:37:31,0.0,96,70.5,,0,charging,2026-04-30T04:36:50.726872
08a728e4-9466-4076-a02a-58fe3c46fbfa,DEV-AS-06-001,temp_sensor,WH-EAS-06,ZONE-D,LOC-AS-06-J19-03,2026-04-20T10:39:31,0.0,49,70.9,,0,moving,2026-04-30T04:36:50.726872
a6a56ea4-f431-44a9-9b97-0848af284139,DEV-ES-07-008,forklift,WH-WES-07,ZONE-A,LOC-ES-07-H23-02,2026-02-16T00:06:16,3.1,17,74.7,SKU-00638,8,picking,2026-04-30T04:36:50.726872
29c7bff2-4493-4be3-a425-58d351336bd6,DEV-AS-06-004,temp_sensor,WH-EAS-06,RECEIVING,LOC-AS-06-L28-08,2026-02-18T05:21:17,0.0,60,61.8,SKU-00387,26,picking,2026-04-30T04:36:50.726872
b82cdfb6-58c8-49e3-a209-08aab5caaa04,DEV-OR-05-004,temp_sensor,WH-NOR-05,SHIPPING,LOC-OR-05-G24-06,2026-02-15T01:05:38,0.0,90,38.1,SKU-00313,45,picking,2026-04-30T04:36:50.726872
6c3c964f-9da2-4411-800b-6f3eb7c1ae00,DEV-OR-04-002,forklift,WH-NOR-04,ZONE-E,LOC-OR-04-H16-01,2026-04-14T23:57:00,2.0,57,69.2,SKU-00079,42,picking,2026-04-30T04:36:50.726872
dd442d8b-d489-472c-aa82-f313f6aa334c,DEV-AS-01-009,dock_door,WH-EAS-01,ZONE-D,LOC-AS-01-K25-08,2026-04-13T20:17:36,0.0,89,54.4,,0,receiving,2026-04-30T04:36:50.726872
40a1fade-2a10-4ff1-bec9-5e8e15a774cd,DEV-OR-04-010,temp_sensor,WH-NOR-04,SHIPPING,LOC-OR-04-P06-04,2026-04-13T08:55:07,0.0,97,49.6,SKU-00067,1,picking,2026-04-30T04:36:50.726872
481512d4-dfe7-4448-8203-2f532e62e468,DEV-AS-02-007,temp_sensor,WH-EAS-02,ZONE-C,LOC-AS-02-M25-07,2026-02-12T12:40:52,0.0,42,73.5,,0,receiving,2026-04-30T04:36:50.726872
7fa97d32-8490-4d9f-b798-85c722150c6b,DEV-EN-10-008,conveyor_sensor,WH-CEN-10,SHIPPING,LOC-EN-10-J11-02,2026-03-20T14:45:24,0.0,48,70.3,,0,receiving,2026-04-30T04:36:50.726872
02be4e6f-74f2-4bbc-983e-e00ebbc9d1b9,DEV-OR-04-001,forklift,WH-NOR-04,ZONE-C,LOC-OR-04-I18-01,2026-04-17T07:57:01,2.3,32,41.9,,0,idle,2026-04-30T04:36:50.726872
7b0ff86a-95f4-4a3a-8cfe-838ebaa3c720,DEV-EN-10-004,conveyor_sensor,WH-CEN-10,SHIPPING,LOC-EN-10-P30-07,2026-02-14T04:30:21,0.0,19,72.1,SKU-00434,42,putaway,2026-04-30T04:36:50.726872
ef06eb1a-a3d2-4fc3-9be1-783d1853baa5,DEV-EN-10-012,forklift,WH-CEN-10,ZONE-C,LOC-EN-10-B08-03,2026-03-03T14:59:28,2.2,23,36.8,SKU-00882,19,putaway,2026-04-30T04:36:50.726872
c3cd6e7e-51c3-4a64-bdff-65cee5e296ec,DEV-ES-07-005,pallet_jack,WH-WES-07,ZONE-C,LOC-ES-07-E16-02,2026-01-31T14:17:58,0.0,30,51.4,,0,charging,2026-04-30T04:36:50.726872
c2f59419-e0bb-45a2-8216-d1fb4c090511,DEV-AS-06-008,forklift,WH-EAS-06,ZONE-C,LOC-AS-06-N09-05,2026-03-02T10:35:16,1.5,47,43.9,SKU-00895,14,picking,2026-04-30T04:36:50.726872
0931d2f3-8dc3-4036-b304-c64b2f304ce6,DEV-OR-04-004,forklift,WH-NOR-04,ZONE-E,LOC-OR-04-B12-08,2026-02-08T17:20:03,7.0,58,34.8,,0,moving,2026-04-30T04:36:50.726872
e4dd98e7-0018-4600-a585-971f7a4fce09,DEV-EN-08-000,temp_sensor,WH-CEN-08,RECEIVING,LOC-EN-08-M24-02,2026-03-23T08:05:26,0.0,41,71.4,SKU-00055,19,putaway,2026-04-30T04:36:50.726872
525e4e17-42b0-418c-8ff4-8f4cc20b72db,DEV-AS-01-000,dock_door,WH-EAS-01,RECEIVING,LOC-AS-01-G06-01,2026-03-19T16:37:34,0.0,92,49.2,,0,idle,2026-04-30T04:36:50.726872
ca6c6981-d848-48b2-93f0-dc5220daf4a9,DEV-OU-09-001,temp_sensor,WH-SOU-09,ZONE-C,LOC-OU-09-P19-04,2026-02-05T20:15:48,0.0,15,61.8,SKU-00193,46,picking,2026-04-30T04:36:50.726872
6148cce5-d87e-4764-8405-0e92c26ec765,DEV-AS-01-017,pallet_jack,WH-EAS-01,ZONE-D,LOC-AS-01-B13-08,2026-02-15T13:22:00,0.0,65,75.2,,0,idle,2026-04-30T04:36:50.726872
923faf94-d416-4072-b6d7-ce23b56e3c6f,DEV-EN-08-005,forklift,WH-CEN-08,ZONE-A,LOC-EN-08-B13-07,2026-04-15T15:30:26,4.8,98,58.5,SKU-00624,22,putaway,2026-04-30T04:36:50.726872
b807a770-a798-4401-adf0-8496e4fef239,DEV-EN-10-011,forklift,WH-CEN-10,ZONE-E,LOC-EN-10-O01-03,2026-03-10T10:30:28,1.2,95,52.7,,0,shipping,2026-04-30T04:36:50.726872
757aa915-9dd3-4383-a325-6b7a5ad34fb3,DEV-AS-06-006,pallet_jack,WH-EAS-06,ZONE-A,LOC-AS-06-I18-02,2026-03-22T19:47:19,0.0,13,60.5,SKU-00563,46,picking,2026-04-30T04:36:50.726872
307d127a-0242-43b8-a6ce-43af8395b9e3,DEV-EN-10-004,conveyor_sensor,WH-CEN-10,SHIPPING,LOC-EN-10-I26-08,2026-04-21T19:27:34,0.0,18,59.7,,0,idle,2026-04-30T04:36:50.726872
92d98283-97db-4480-adab-c210345332bb,DEV-AS-03-002,forklift,WH-EAS-03,ZONE-E,LOC-AS-03-G27-04,2026-03-07T05:53:22,4.5,84,79.4,SKU-00317,3,picking,2026-04-30T04:36:50.726872
46555358-e827-4804-a049-0a9bcde9b32b,DEV-OR-05-000,forklift,WH-NOR-05,ZONE-B,LOC-OR-05-C07-03,2026-04-22T13:07:38,0.6,100,34.4,,0,charging,2026-04-30T04:36:50.726872
b036a6d4-b495-4c46-b4e8-5a46c58e5d5c,DEV-OR-04-015,forklift,WH-NOR-04,ZONE-E,LOC-OR-04-N17-05,2026-01-31T09:36:18,2.5,91,44.5,,0,receiving,2026-04-30T04:36:50.726872
4dc92880-1ade-4f24-9948-e5f0e28c1908,DEV-AS-02-004,conveyor_sensor,WH-EAS-02,SHIPPING,LOC-AS-02-N12-07,2026-04-03T20:29:38,0.0,65,45.2,,0,idle,2026-04-30T04:36:50.726872
c2427c49-c826-4672-be6a-1ba91cb766a5,DEV-EN-10-002,conveyor_sensor,WH-CEN-10,ZONE-C,LOC-EN-10-M03-02,2026-02-19T19:44:24,0.0,100,55.0,,0,moving,2026-04-30T04:36:50.726872
9847ea9b-aa5a-4577-a37c-cedb50817100,DEV-AS-06-011,temp_sensor,WH-EAS-06,RECEIVING,LOC-AS-06-D25-06,2026-02-06T14:20:19,0.0,72,60.0,,0,moving,2026-04-30T04:36:50.726872
e67c17b7-0ff8-42f3-a1b0-92dd59d58564,DEV-AS-02-003,temp_sensor,WH-EAS-02,ZONE-A,LOC-AS-02-N29-06,2026-03-08T13:30:06,0.0,95,75.7,,0,moving,2026-04-30T04:36:50.726872
2c3faf8f-4330-46fe-9a4d-2edaf9e43b6b,DEV-ES-07-003,pallet_jack,WH-WES-07,ZONE-D,LOC-ES-07-N01-03,2026-04-17T12:59:57,0.0,77,79.7,SKU-00446,43,picking,2026-04-30T04:36:50.726872
839815b3-2b28-4369-9032-5a2b020e191e,DEV-OU-09-004,conveyor_sensor,WH-SOU-09,RECEIVING,LOC-OU-09-K04-01,2026-04-07T06:20:50,0.0,51,75.5,SKU-00716,18,putaway,2026-04-30T04:36:50.726872
04bb02c5-782d-4d57-86fe-6305ae1f7051,DEV-EN-08-014,pallet_jack,WH-CEN-08,ZONE-D,LOC-EN-08-F01-02,2026-03-01T21:22:14,0.0,19,69.4,SKU-00661,32,picking,2026-04-30T04:36:50.726872
fd72ee2f-2830-47cf-9e44-8cde8f1acc84,DEV-AS-01-012,dock_door,WH-EAS-01,ZONE-A,LOC-AS-01-A08-06,2026-02-14T01:27:10,0.0,27,32.0,,0,moving,2026-04-30T04:36:50.726872
e6ccc835-aa44-4b45-aa4c-c27b38a9a4d0,DEV-AS-01-014,conveyor_sensor,WH-EAS-01,SHIPPING,LOC-AS-01-D30-04,2026-04-01T08:01:14,0.0,28,42.7,,0,idle,2026-04-30T04:36:50.726872
3c92fd0e-a6e0-43d6-92b1-fa8d12428c70,DEV-AS-01-011,temp_sensor,WH-EAS-01,SHIPPING,LOC-AS-01-A17-08,2026-03-22T09:47:47,0.0,22,34.4,,0,moving,2026-04-30T04:36:50.726872
b40de8d2-9e79-4d8d-8f8e-62848b3e1094,DEV-OR-05-012,temp_sensor,WH-NOR-05,ZONE-C,LOC-OR-05-F06-06,2026-03-05T19:07:22,0.0,36,54.5,,0,moving,2026-04-30T04:36:50.726872
4b2d0230-8907-4d0e-9cd5-75765208c644,DEV-EN-10-013,dock_door,WH-CEN-10,ZONE-D,LOC-EN-10-D29-02,2026-04-12T02:42:19,0.0,76,53.0,SKU-00256,15,picking,2026-04-30T04:36:50.726872
f108ff16-4aa3-46c2-9959-46503a0763cc,DEV-OU-09-005,conveyor_sensor,WH-SOU-09,ZONE-C,LOC-OU-09-L24-03,2026-03-20T08:32:42,0.0,53,64.6,SKU-00766,37,picking,2026-04-30T04:36:50.726872
604514be-e83a-4933-9f97-1de829c97aab,DEV-EN-08-001,temp_sensor,WH-CEN-08,ZONE-E,LOC-EN-08-D21-05,2026-04-06T22:33:17,0.0,81,51.5,,0,idle,2026-04-30T04:36:50.726872
6bd516d0-801f-491e-883b-9e2c3aecd280,DEV-OR-04-002,forklift,WH-NOR-04,ZONE-C,LOC-OR-04-E04-08,2026-03-28T11:32:08,7.1,79,57.6,SKU-00492,12,putaway,2026-04-30T04:36:50.726872
bcc903f6-ac11-4f0a-ab5a-f4fdf8ca5f46,DEV-AS-01-007,dock_door,WH-EAS-01,ZONE-E,LOC-AS-01-J14-03,2026-04-22T23:48:00,0.0,31,50.5,SKU-00806,6,picking,2026-04-30T04:36:50.726872
47d30a4b-f118-4ae6-82b9-b7d8c05732ab,DEV-AS-03-007,conveyor_sensor,WH-EAS-03,ZONE-A,LOC-AS-03-J27-04,2026-02-19T15:27:45,0.0,65,70.1,,0,idle,2026-04-30T04:36:50.726872
0ae7f0c5-9e40-4117-9fc8-daa1a042af8a,DEV-EN-08-012,temp_sensor,WH-CEN-08,RECEIVING,LOC-EN-08-J19-01,2026-04-03T01:49:15,0.0,28,72.0,,0,idle,2026-04-30T04:36:50.726872
a9fb3aa3-f08d-4956-a6bf-571976167de3,DEV-EN-10-012,forklift,WH-CEN-10,ZONE-B,LOC-EN-10-N02-04,2026-02-26T16:29:20,3.3,22,43.6,,0,idle,2026-04-30T04:36:50.726872
d6fcac50-0b0a-43a1-be09-3711f13a4f4f,DEV-EN-08-007,dock_door,WH-CEN-08,ZONE-E,LOC-EN-08-E16-05,2026-04-17T04:53:46,0.0,19,39.3,SKU-00070,4,picking,2026-04-30T04:36:50.726872
303ff984-0d77-4c03-932a-1d3ae5a15cb1,DEV-OR-05-007,pallet_jack,WH-NOR-05,SHIPPING,LOC-OR-05-L15-08,2026-03-26T17:28:28,0.0,59,32.6,,0,idle,2026-04-30T04:36:50.726872
e392fd64-07e5-43c2-9251-c83f276141ec,DEV-AS-06-010,temp_sensor,WH-EAS-06,ZONE-E,LOC-AS-06-N05-07,2026-04-03T03:45:44,0.0,53,48.4,,0,idle,2026-04-30T04:36:50.726872
934ae409-71fc-440d-ad46-1d3c91b0f216,DEV-EN-10-009,dock_door,WH-CEN-10,ZONE-D,LOC-EN-10-L30-03,2026-04-20T12:50:24,0.0,30,68.6,,0,charging,2026-04-30T04:36:50.726872
6e80f8fa-3e15-48e9-8337-ede2462e9cd9,DEV-OR-05-010,forklift,WH-NOR-05,ZONE-A,LOC-OR-05-G13-03,2026-02-09T17:01:59,2.8,58,71.1,,0,idle,2026-04-30T04:36:50.726872
c41792fb-10b3-4b63-b56d-0cd6531a4755,DEV-EN-10-010,dock_door,WH-CEN-10,ZONE-A,LOC-EN-10-D28-02,2026-03-30T18:06:37,0.0,52,79.6,,0,idle,2026-04-30T04:36:50.726872
e09823ee-e722-40a5-a558-21b3570d776c,DEV-ES-07-007,forklift,WH-WES-07,ZONE-C,LOC-ES-07-G01-07,2026-04-13T13:44:09,5.3,22,73.4,SKU-00328,44,putaway,2026-04-30T04:36:50.726872
08d06cf3-d3a4-4fa7-98d6-9bdfbb45571d,DEV-EN-08-008,pallet_jack,WH-CEN-08,ZONE-D,LOC-EN-08-I04-02,2026-03-12T00:41:40,0.0,97,49.0,SKU-00795,49,picking,2026-04-30T04:36:50.726872
3248cb2e-b483-4690-8948-db8013ca89b9,DEV-EN-10-011,forklift,WH-CEN-10,ZONE-C,LOC-EN-10-G02-05,2026-02-26T17:08:17,1.4,54,61.9,,0,idle,2026-04-30T04:36:50.726872
ad06be6f-e268-4514-98c7-a59cf7c23116,DEV-AS-01-009,dock_door,WH-EAS-01,ZONE-D,LOC-AS-01-L24-02,2026-03-24T23:17:50,0.0,48,44.8,,0,charging,2026-04-30T04:36:50.726872
06e71e57-5c64-4864-baa0-63dd69539f01,DEV-OR-04-013,dock_door,WH-NOR-04,ZONE-C,LOC-OR-04-G22-06,2026-02-20T19:47:54,0.0,35,43.4,SKU-00776,7,picking,2026-04-30T04:36:50.726872
709fb5fb-f5d3-4ad6-a7a3-bf20e9b931f7,DEV-OR-04-012,forklift,WH-NOR-04,RECEIVING,LOC-OR-04-L18-07,2026-02-13T02:59:52,1.2,10,42.1,,0,idle,2026-04-30T04:36:50.726872
3d5ce7ed-2561-4ea7-b1c9-e0800ae6dce3,DEV-OR-04-003,temp_sensor,WH-NOR-04,ZONE-E,LOC-OR-04-L19-07,2026-02-01T17:43:52,0.0,52,72.8,,0,idle,2026-04-30T04:36:50.726872
409894b5-1ab9-46f3-a6c6-b3baae507c40,DEV-AS-01-012,dock_door,WH-EAS-01,RECEIVING,LOC-AS-01-H14-07,2026-04-16T15:11:19,0.0,26,78.1,,0,moving,2026-04-30T04:36:50.726872
e0a144e6-9e4c-4aeb-b7b1-2f9cc8d86f19,DEV-OU-09-005,conveyor_sensor,WH-SOU-09,ZONE-D,LOC-OU-09-I23-04,2026-03-10T09:45:01,0.0,30,39.1,,0,moving,2026-04-30T04:36:50.726872
e2a52ad7-d528-4952-a2bc-96f5cee4d856,DEV-OR-04-005,temp_sensor,WH-NOR-04,ZONE-A,LOC-OR-04-P06-04,2026-04-11T08:36:05,0.0,26,60.2,SKU-00223,4,picking,2026-04-30T04:36:50.726872
ba0d52c2-05eb-47a1-a5a0-426e23d71e05,DEV-ES-07-007,forklift,WH-WES-07,ZONE-C,LOC-ES-07-M10-06,2026-04-03T01:54:35,2.0,83,33.6,,0,charging,2026-04-30T04:36:50.726872
e264f51e-8ace-424a-b6b2-0d02d93b9d7f,DEV-OR-05-008,conveyor_sensor,WH-NOR-05,ZONE-C,LOC-OR-05-J24-01,2026-03-30T18:44:50,0.0,27,37.8,,0,receiving,2026-04-30T04:36:50.726872
26a06b2c-6b59-4b02-8c00-5847d2acc64a,DEV-AS-06-012,pallet_jack,WH-EAS-06,ZONE-B,LOC-AS-06-N29-02,2026-03-08T13:59:24,0.0,37,41.5,,0,idle,2026-04-30T04:36:50.726872
62ad5143-192d-494c-86ba-f37cd3f6fa76,DEV-AS-01-017,pallet_jack,WH-EAS-01,SHIPPING,LOC-AS-01-I04-02,2026-04-18T16:47:03,0.0,62,42.8,,0,moving,2026-04-30T04:36:50.726872
54f496ca-9359-42a9-8f31-0406f14f9874,DEV-AS-03-005,pallet_jack,WH-EAS-03,ZONE-C,LOC-AS-03-B20-06,2026-04-19T07:02:44,0.0,63,79.4,,0,moving,2026-04-30T04:36:50.726872
