line_id,order_id,sku,qty_ordered,qty_fulfilled,qty_backordered,unit_price,line_value,is_backordered,fulfilled_date,_ingested_at
LINE-0000028264,ORD-00010866,SKU-00628,19,19,0,389.71,7404.49,False,2024-08-10,2026-04-30T04:36:50.726872
LINE-0000028265,ORD-00010866,SKU-00387,49,49,0,923.63,45257.87,False,2024-08-12,2026-04-30T04:36:50.726872
LINE-0000028266,ORD-00010867,SKU-00700,2,2,0,276.82,553.64,False,2025-04-11,2026-04-30T04:36:50.726872
LINE-0000028267,ORD-00010868,SKU-00716,20,20,0,722.52,14450.4,False,2024-06-17,2026-04-30T04:36:50.726872
LINE-0000028268,ORD-00010868,SKU-00070,46,46,0,1267.16,58289.36,False,2024-06-17,2026-04-30T04:36:50.726872
LINE-0000028269,ORD-00010868,SKU-00576,47,47,0,1018.96,47891.12,False,2024-06-19,2026-04-30T04:36:50.726872
LINE-0000028270,ORD-00010869,SKU-00758,37,37,0,540.4,19994.8,False,2025-06-24,2026-04-30T04:36:50.726872
LINE-0000028271,ORD-00010870,SKU-00761,49,49,0,94.85,4647.65,False,2024-11-26,2026-04-30T04:36:50.726872
LINE-0000028272,ORD-00010871,SKU-00431,44,44,0,848.12,37317.28,False,2025-07-04,2026-04-30T04:36:50.726872
LINE-0000028273,ORD-00010871,SKU-00858,50,50,0,411.95,20597.5,False,2025-07-04,2026-04-30T04:36:50.726872
LINE-0000028274,ORD-00010871,SKU-00958,30,30,0,452.74,13582.2,False,2025-07-02,2026-04-30T04:36:50.726872
LINE-0000028275,ORD-00010872,SKU-00498,50,50,0,425.47,21273.5,False,2025-09-16,2026-04-30T04:36:50.726872
LINE-0000028276,ORD-00010872,SKU-00298,23,23,0,444.63,10226.49,False,2025-09-16,2026-04-30T04:36:50.726872
LINE-0000028277,ORD-00010873,SKU-00273,20,20,0,233.5,4670.0,False,,2026-04-30T04:36:50.726872
LINE-0000028278,ORD-00010873,SKU-00734,24,24,0,891.0,21384.0,False,,2026-04-30T04:36:50.726872
LINE-0000028279,ORD-00010874,SKU-00008,41,0,41,341.85,14015.85,True,,2026-04-30T04:36:50.726872
LINE-0000028280,ORD-00010874,SKU-00943,46,46,0,699.51,32177.46,False,,2026-04-30T04:36:50.726872
LINE-0000028281,ORD-00010874,SKU-00261,40,40,0,519.94,20797.6,False,,2026-04-30T04:36:50.726872
LINE-0000028282,ORD-00010874,SKU-00411,34,34,0,467.11,15881.74,False,,2026-04-30T04:36:50.726872
LINE-0000028283,ORD-00010875,SKU-00799,28,28,0,289.23,8098.44,False,2025-08-14,2026-04-30T04:36:50.726872
LINE-0000028284,ORD-00010876,SKU-00087,24,24,0,98.95,2374.8,False,,2026-04-30T04:36:50.726872
LINE-0000028285,ORD-00010876,SKU-00112,19,19,0,987.62,18764.78,False,,2026-04-30T04:36:50.726872
LINE-0000028286,ORD-00010876,SKU-00932,32,32,0,1196.77,38296.64,False,,2026-04-30T04:36:50.726872
LINE-0000028287,ORD-00010876,SKU-00706,1,1,0,328.63,328.63,False,,2026-04-30T04:36:50.726872
LINE-0000028288,ORD-00010876,SKU-00479,40,40,0,1034.11,41364.4,False,,2026-04-30T04:36:50.726872
LINE-0000028289,ORD-00010876,SKU-00980,7,7,0,486.39,3404.73,False,,2026-04-30T04:36:50.726872
LINE-0000028290,ORD-00010877,SKU-00078,15,15,0,461.72,6925.8,False,2025-04-05,2026-04-30T04:36:50.726872
LINE-0000028291,ORD-00010878,SKU-00239,35,35,0,581.27,20344.45,False,2026-03-02,2026-04-30T04:36:50.726872
LINE-0000028292,ORD-00010879,SKU-00258,38,38,0,285.47,10847.86,False,2024-06-07,2026-04-30T04:36:50.726872
LINE-0000028293,ORD-00010879,SKU-00693,35,35,0,755.52,26443.2,False,2024-06-07,2026-04-30T04:36:50.726872
LINE-0000028294,ORD-00010880,SKU-00823,28,28,0,348.95,9770.6,False,2025-10-06,2026-04-30T04:36:50.726872
LINE-0000028295,ORD-00010881,SKU-00867,29,29,0,1163.05,33728.45,False,2025-08-26,2026-04-30T04:36:50.726872
LINE-0000028296,ORD-00010881,SKU-00720,11,0,11,369.66,4066.26,True,2025-08-25,2026-04-30T04:36:50.726872
LINE-0000028297,ORD-00010881,SKU-00439,43,43,0,972.03,41797.29,False,2025-08-29,2026-04-30T04:36:50.726872
LINE-0000028298,ORD-00010881,SKU-00880,15,15,0,338.83,5082.45,False,2025-08-28,2026-04-30T04:36:50.726872
LINE-0000028299,ORD-00010881,SKU-00210,9,9,0,98.56,887.04,False,2025-08-29,2026-04-30T04:36:50.726872
LINE-0000028300,ORD-00010882,SKU-00968,15,15,0,986.57,14798.55,False,2025-08-24,2026-04-30T04:36:50.726872
LINE-0000028301,ORD-00010882,SKU-00030,13,13,0,671.91,8734.83,False,2025-08-24,2026-04-30T04:36:50.726872
LINE-0000028302,ORD-00010882,SKU-00696,10,10,0,867.97,8679.7,False,2025-08-26,2026-04-30T04:36:50.726872
LINE-0000028303,ORD-00010882,SKU-00709,47,47,0,645.67,30346.49,False,2025-08-26,2026-04-30T04:36:50.726872
LINE-0000028304,ORD-00010883,SKU-00678,34,34,0,479.94,16317.96,False,2026-04-02,2026-04-30T04:36:50.726872
LINE-0000028305,ORD-00010883,SKU-00993,34,0,34,1309.4,44519.6,True,2026-04-02,2026-04-30T04:36:50.726872
LINE-0000028306,ORD-00010883,SKU-00176,26,26,0,122.89,3195.14,False,2026-04-04,2026-04-30T04:36:50.726872
LINE-0000028307,ORD-00010883,SKU-00278,40,40,0,193.58,7743.2,False,2026-04-03,2026-04-30T04:36:50.726872
LINE-0000028308,ORD-00010883,SKU-00870,34,34,0,528.53,17970.02,False,2026-04-01,2026-04-30T04:36:50.726872
LINE-0000028309,ORD-00010884,SKU-00902,17,17,0,291.35,4952.95,False,2024-05-25,2026-04-30T04:36:50.726872
LINE-0000028310,ORD-00010884,SKU-00050,34,34,0,287.49,9774.66,False,2024-05-25,2026-04-30T04:36:50.726872
LINE-0000028311,ORD-00010884,SKU-00736,21,21,0,330.62,6943.02,False,2024-05-25,2026-04-30T04:36:50.726872
LINE-0000028312,ORD-00010884,SKU-00813,36,36,0,853.03,30709.08,False,2024-05-25,2026-04-30T04:36:50.726872
LINE-0000028313,ORD-00010884,SKU-00642,20,20,0,946.63,18932.6,False,2024-05-22,2026-04-30T04:36:50.726872
LINE-0000028314,ORD-00010884,SKU-00317,3,3,0,128.79,386.37,False,2024-05-24,2026-04-30T04:36:50.726872
LINE-0000028315,ORD-00010885,SKU-00935,13,13,0,29.68,385.84,False,2024-11-04,2026-04-30T04:36:50.726872
LINE-0000028316,ORD-00010885,SKU-00845,31,31,0,377.96,11716.76,False,2024-11-02,2026-04-30T04:36:50.726872
LINE-0000028317,ORD-00010886,SKU-00108,7,7,0,515.55,3608.85,False,2025-09-27,2026-04-30T04:36:50.726872
LINE-0000028318,ORD-00010886,SKU-00377,2,2,0,454.19,908.38,False,2025-09-25,2026-04-30T04:36:50.726872
LINE-0000028319,ORD-00010887,SKU-00052,45,45,0,588.18,26468.1,False,2026-02-25,2026-04-30T04:36:50.726872
LINE-0000028320,ORD-00010888,SKU-00060,40,40,0,822.55,32902.0,False,2025-08-21,2026-04-30T04:36:50.726872
LINE-0000028321,ORD-00010888,SKU-00991,45,45,0,889.16,40012.2,False,2025-08-25,2026-04-30T04:36:50.726872
LINE-0000028322,ORD-00010888,SKU-00878,18,18,0,778.26,14008.68,False,2025-08-24,2026-04-30T04:36:50.726872
LINE-0000028323,ORD-00010889,SKU-00161,8,8,0,1221.82,9774.56,False,2024-09-20,2026-04-30T04:36:50.726872
LINE-0000028324,ORD-00010889,SKU-00768,35,35,0,566.65,19832.75,False,2024-09-21,2026-04-30T04:36:50.726872
LINE-0000028325,ORD-00010889,SKU-00562,4,0,4,432.67,1730.68,True,2024-09-21,2026-04-30T04:36:50.726872
LINE-0000028326,ORD-00010889,SKU-00286,36,36,0,155.98,5615.28,False,2024-09-19,2026-04-30T04:36:50.726872
LINE-0000028327,ORD-00010889,SKU-00171,23,23,0,1210.03,27830.69,False,2024-09-20,2026-04-30T04:36:50.726872
LINE-0000028328,ORD-00010889,SKU-00013,12,12,0,667.45,8009.4,False,2024-09-19,2026-04-30T04:36:50.726872
LINE-0000028329,ORD-00010890,SKU-00142,33,33,0,1028.68,33946.44,False,2026-03-01,2026-04-30T04:36:50.726872
LINE-0000028330,ORD-00010890,SKU-00341,3,3,0,900.28,2700.84,False,2026-03-01,2026-04-30T04:36:50.726872
LINE-0000028331,ORD-00010890,SKU-00592,2,2,0,131.93,263.86,False,2026-03-02,2026-04-30T04:36:50.726872
LINE-0000028332,ORD-00010891,SKU-00812,39,39,0,251.5,9808.5,False,2024-12-13,2026-04-30T04:36:50.726872
LINE-0000028333,ORD-00010892,SKU-00733,23,23,0,400.44,9210.12,False,2024-08-08,2026-04-30T04:36:50.726872
LINE-0000028334,ORD-00010892,SKU-00465,5,5,0,190.26,951.3,False,2024-08-07,2026-04-30T04:36:50.726872
LINE-0000028335,ORD-00010892,SKU-00951,36,36,0,1086.41,39110.76,False,2024-08-07,2026-04-30T04:36:50.726872
LINE-0000028336,ORD-00010892,SKU-00085,15,15,0,94.45,1416.75,False,2024-08-08,2026-04-30T04:36:50.726872
LINE-0000028337,ORD-00010892,SKU-00574,21,0,21,582.23,12226.83,True,2024-08-08,2026-04-30T04:36:50.726872
LINE-0000028338,ORD-00010892,SKU-00431,36,36,0,848.12,30532.32,False,2024-08-10,2026-04-30T04:36:50.726872
LINE-0000028339,ORD-00010893,SKU-00619,31,31,0,150.65,4670.15,False,2024-12-17,2026-04-30T04:36:50.726872
LINE-0000028340,ORD-00010893,SKU-00878,15,15,0,778.26,11673.9,False,2024-12-19,2026-04-30T04:36:50.726872
LINE-0000028341,ORD-00010894,SKU-00790,8,8,0,558.05,4464.4,False,2025-03-17,2026-04-30T04:36:50.726872
LINE-0000028342,ORD-00010894,SKU-00361,1,1,0,620.91,620.91,False,2025-03-21,2026-04-30T04:36:50.726872
LINE-0000028343,ORD-00010894,SKU-00584,44,44,0,1038.73,45704.12,False,2025-03-20,2026-04-30T04:36:50.726872
LINE-0000028344,ORD-00010894,SKU-00775,25,25,0,494.8,12370.0,False,2025-03-19,2026-04-30T04:36:50.726872
LINE-0000028345,ORD-00010895,SKU-00458,31,31,0,9.57,296.67,False,2025-03-07,2026-04-30T04:36:50.726872
LINE-0000028346,ORD-00010896,SKU-00123,10,10,0,362.26,3622.6,False,2024-09-11,2026-04-30T04:36:50.726872
LINE-0000028347,ORD-00010896,SKU-00565,49,49,0,100.64,4931.36,False,2024-09-15,2026-04-30T04:36:50.726872
LINE-0000028348,ORD-00010896,SKU-00830,47,0,47,375.14,17631.58,True,2024-09-11,2026-04-30T04:36:50.726872
LINE-0000028349,ORD-00010896,SKU-00769,30,30,0,431.3,12939.0,False,2024-09-14,2026-04-30T04:36:50.726872
LINE-0000028350,ORD-00010897,SKU-00248,23,23,0,13.25,304.75,False,2025-02-07,2026-04-30T04:36:50.726872
LINE-0000028351,ORD-00010897,SKU-00906,18,18,0,591.78,10652.04,False,2025-02-10,2026-04-30T04:36:50.726872
LINE-0000028352,ORD-00010897,SKU-00014,37,37,0,365.71,13531.27,False,2025-02-08,2026-04-30T04:36:50.726872
LINE-0000028353,ORD-00010897,SKU-00841,19,19,0,46.74,888.06,False,2025-02-09,2026-04-30T04:36:50.726872
LINE-0000028354,ORD-00010897,SKU-00330,44,44,0,551.57,24269.08,False,2025-02-08,2026-04-30T04:36:50.726872
LINE-0000028355,ORD-00010898,SKU-00095,50,50,0,1057.61,52880.5,False,2026-01-26,2026-04-30T04:36:50.726872
LINE-0000028356,ORD-00010898,SKU-00573,43,0,43,965.2,41503.6,True,2026-01-25,2026-04-30T04:36:50.726872
LINE-0000028357,ORD-00010898,SKU-00098,16,16,0,408.93,6542.88,False,2026-01-28,2026-04-30T04:36:50.726872
LINE-0000028358,ORD-00010899,SKU-00958,28,28,0,452.74,12676.72,False,2026-04-15,2026-04-30T04:36:50.726872
LINE-0000028359,ORD-00010900,SKU-00197,33,33,0,485.77,16030.41,False,2024-12-21,2026-04-30T04:36:50.726872
LINE-0000028360,ORD-00010900,SKU-00100,7,0,7,30.82,215.74,True,2024-12-24,2026-04-30T04:36:50.726872
LINE-0000028361,ORD-00010900,SKU-00935,4,4,0,29.68,118.72,False,2024-12-22,2026-04-30T04:36:50.726872
LINE-0000028362,ORD-00010901,SKU-00690,20,20,0,535.23,10704.6,False,2025-02-23,2026-04-30T04:36:50.726872
LINE-0000028363,ORD-00010902,SKU-00739,40,40,0,358.66,14346.4,False,2026-03-21,2026-04-30T04:36:50.726872
LINE-0000028364,ORD-00010902,SKU-00201,21,21,0,802.33,16848.93,False,2026-03-20,2026-04-30T04:36:50.726872
LINE-0000028365,ORD-00010902,SKU-00541,18,18,0,695.87,12525.66,False,2026-03-20,2026-04-30T04:36:50.726872
LINE-0000028366,ORD-00010902,SKU-00770,16,16,0,594.51,9512.16,False,2026-03-20,2026-04-30T04:36:50.726872
LINE-0000028367,ORD-00010902,SKU-00293,43,43,0,125.27,5386.61,False,2026-03-17,2026-04-30T04:36:50.726872
LINE-0000028368,ORD-00010903,SKU-00957,3,0,3,233.43,700.29,True,2026-04-19,2026-04-30T04:36:50.726872
LINE-0000028369,ORD-00010904,SKU-00656,23,23,0,1223.16,28132.68,False,2024-11-02,2026-04-30T04:36:50.726872
LINE-0000028370,ORD-00010905,SKU-00718,44,44,0,349.77,15389.88,False,2025-03-02,2026-04-30T04:36:50.726872
LINE-0000028371,ORD-00010906,SKU-00258,4,4,0,285.47,1141.88,False,,2026-04-30T04:36:50.726872
LINE-0000028372,ORD-00010906,SKU-00886,48,48,0,496.33,23823.84,False,,2026-04-30T04:36:50.726872
LINE-0000028373,ORD-00010907,SKU-00374,27,27,0,282.3,7622.1,False,2026-02-21,2026-04-30T04:36:50.726872
LINE-0000028374,ORD-00010907,SKU-00293,6,6,0,125.27,751.62,False,2026-02-17,2026-04-30T04:36:50.726872
LINE-0000028375,ORD-00010908,SKU-00763,17,17,0,802.19,13637.23,False,2024-10-07,2026-04-30T04:36:50.726872
LINE-0000028376,ORD-00010908,SKU-00842,10,0,10,1013.3,10133.0,True,2024-10-08,2026-04-30T04:36:50.726872
LINE-0000028377,ORD-00010909,SKU-00437,11,11,0,781.17,8592.87,False,2024-08-19,2026-04-30T04:36:50.726872
LINE-0000028378,ORD-00010910,SKU-00782,5,5,0,129.5,647.5,False,2025-07-20,2026-04-30T04:36:50.726872
LINE-0000028379,ORD-00010910,SKU-00761,41,41,0,94.85,3888.85,False,2025-07-20,2026-04-30T04:36:50.726872
LINE-0000028380,ORD-00010910,SKU-00012,16,16,0,689.78,11036.48,False,2025-07-20,2026-04-30T04:36:50.726872
LINE-0000028381,ORD-00010910,SKU-00754,30,30,0,459.6,13788.0,False,2025-07-19,2026-04-30T04:36:50.726872
LINE-0000028382,ORD-00010910,SKU-00760,8,8,0,364.24,2913.92,False,2025-07-20,2026-04-30T04:36:50.726872
LINE-0000028383,ORD-00010910,SKU-00327,45,45,0,770.95,34692.75,False,2025-07-17,2026-04-30T04:36:50.726872
LINE-0000028384,ORD-00010911,SKU-00682,49,49,0,241.62,11839.38,False,,2026-04-30T04:36:50.726872
LINE-0000028385,ORD-00010911,SKU-00046,40,40,0,400.86,16034.4,False,,2026-04-30T04:36:50.726872
LINE-0000028386,ORD-00010911,SKU-00067,18,18,0,699.58,12592.44,False,,2026-04-30T04:36:50.726872
LINE-0000028387,ORD-00010911,SKU-00871,13,13,0,650.85,8461.05,False,,2026-04-30T04:36:50.726872
LINE-0000028388,ORD-00010912,SKU-00766,42,42,0,537.08,22557.36,False,,2026-04-30T04:36:50.726872
LINE-0000028389,ORD-00010913,SKU-00264,27,0,27,34.53,932.31,True,2024-12-11,2026-04-30T04:36:50.726872
LINE-0000028390,ORD-00010914,SKU-00950,45,45,0,1092.92,49181.4,False,2025-01-27,2026-04-30T04:36:50.726872
LINE-0000028391,ORD-00010914,SKU-00234,17,17,0,736.75,12524.75,False,2025-01-29,2026-04-30T04:36:50.726872
LINE-0000028392,ORD-00010915,SKU-00240,14,14,0,456.89,6396.46,False,2025-06-26,2026-04-30T04:36:50.726872
LINE-0000028393,ORD-00010916,SKU-00036,23,23,0,63.3,1455.9,False,,2026-04-30T04:36:50.726872
LINE-0000028394,ORD-00010916,SKU-00749,13,13,0,679.11,8828.43,False,,2026-04-30T04:36:50.726872
LINE-0000028395,ORD-00010916,SKU-00864,17,17,0,1048.97,17832.49,False,,2026-04-30T04:36:50.726872
LINE-0000028396,ORD-00010916,SKU-00658,2,2,0,481.33,962.66,False,,2026-04-30T04:36:50.726872
LINE-0000028397,ORD-00010917,SKU-00841,4,4,0,46.74,186.96,False,2026-04-09,2026-04-30T04:36:50.726872
LINE-0000028398,ORD-00010918,SKU-00895,38,38,0,197.51,7505.38,False,2025-02-11,2026-04-30T04:36:50.726872
LINE-0000028399,ORD-00010918,SKU-00258,45,45,0,285.47,12846.15,False,2025-02-10,2026-04-30T04:36:50.726872
LINE-0000028400,ORD-00010918,SKU-00260,37,37,0,93.27,3450.99,False,2025-02-14,2026-04-30T04:36:50.726872
LINE-0000028401,ORD-00010918,SKU-00849,30,30,0,551.51,16545.3,False,2025-02-11,2026-04-30T04:36:50.726872
LINE-0000028402,ORD-00010919,SKU-00742,41,41,0,833.54,34175.14,False,2024-11-18,2026-04-30T04:36:50.726872
LINE-0000028403,ORD-00010919,SKU-00399,15,15,0,693.56,10403.4,False,2024-11-16,2026-04-30T04:36:50.726872
LINE-0000028404,ORD-00010920,SKU-00858,23,0,23,411.95,9474.85,True,2024-10-03,2026-04-30T04:36:50.726872
LINE-0000028405,ORD-00010921,SKU-00035,36,36,0,385.56,13880.16,False,,2026-04-30T04:36:50.726872
LINE-0000028406,ORD-00010921,SKU-00505,42,42,0,1452.62,61010.04,False,,2026-04-30T04:36:50.726872
LINE-0000028407,ORD-00010921,SKU-00571,39,39,0,379.19,14788.41,False,,2026-04-30T04:36:50.726872
LINE-0000028408,ORD-00010921,SKU-00755,34,34,0,101.38,3446.92,False,,2026-04-30T04:36:50.726872
LINE-0000028409,ORD-00010921,SKU-00505,2,2,0,1452.62,2905.24,False,,2026-04-30T04:36:50.726872
LINE-0000028410,ORD-00010921,SKU-00886,8,8,0,496.33,3970.64,False,,2026-04-30T04:36:50.726872
LINE-0000028411,ORD-00010922,SKU-00311,37,37,0,530.85,19641.45,False,2024-05-24,2026-04-30T04:36:50.726872
LINE-0000028412,ORD-00010922,SKU-00959,46,0,46,343.12,15783.52,True,2024-05-21,2026-04-30T04:36:50.726872
LINE-0000028413,ORD-00010922,SKU-00265,22,22,0,94.47,2078.34,False,2024-05-25,2026-04-30T04:36:50.726872
LINE-0000028414,ORD-00010923,SKU-00407,46,46,0,27.24,1253.04,False,2026-02-25,2026-04-30T04:36:50.726872
LINE-0000028415,ORD-00010924,SKU-00367,6,6,0,674.31,4045.86,False,2025-12-16,2026-04-30T04:36:50.726872
LINE-0000028416,ORD-00010925,SKU-00578,48,48,0,1404.83,67431.84,False,,2026-04-30T04:36:50.726872
LINE-0000028417,ORD-00010926,SKU-00191,27,27,0,777.81,21000.87,False,2025-09-25,2026-04-30T04:36:50.726872
LINE-0000028418,ORD-00010926,SKU-00097,17,17,0,814.54,13847.18,False,2025-09-22,2026-04-30T04:36:50.726872
LINE-0000028419,ORD-00010926,SKU-00940,40,40,0,214.95,8598.0,False,2025-09-25,2026-04-30T04:36:50.726872
LINE-0000028420,ORD-00010926,SKU-00524,23,23,0,1371.42,31542.66,False,2025-09-23,2026-04-30T04:36:50.726872
LINE-0000028421,ORD-00010926,SKU-00880,22,22,0,338.83,7454.26,False,2025-09-26,2026-04-30T04:36:50.726872
LINE-0000028422,ORD-00010926,SKU-00404,37,37,0,688.07,25458.59,False,2025-09-24,2026-04-30T04:36:50.726872
LINE-0000028423,ORD-00010927,SKU-00241,11,11,0,632.45,6956.95,False,2026-02-20,2026-04-30T04:36:50.726872
LINE-0000028424,ORD-00010928,SKU-00525,24,24,0,60.11,1442.64,False,2024-12-21,2026-04-30T04:36:50.726872
LINE-0000028425,ORD-00010928,SKU-00846,36,36,0,304.78,10972.08,False,2024-12-21,2026-04-30T04:36:50.726872
LINE-0000028426,ORD-00010928,SKU-00554,4,4,0,795.24,3180.96,False,2024-12-21,2026-04-30T04:36:50.726872
LINE-0000028427,ORD-00010928,SKU-00963,22,22,0,1406.46,30942.12,False,2024-12-23,2026-04-30T04:36:50.726872
LINE-0000028428,ORD-00010928,SKU-00530,11,11,0,919.64,10116.04,False,2024-12-22,2026-04-30T04:36:50.726872
LINE-0000028429,ORD-00010928,SKU-00197,32,32,0,485.77,15544.64,False,2024-12-23,2026-04-30T04:36:50.726872
LINE-0000028430,ORD-00010929,SKU-00650,41,41,0,181.01,7421.41,False,2025-08-07,2026-04-30T04:36:50.726872
LINE-0000028431,ORD-00010929,SKU-00635,40,40,0,49.3,1972.0,False,2025-08-11,2026-04-30T04:36:50.726872
LINE-0000028432,ORD-00010930,SKU-00403,25,25,0,304.8,7620.0,False,,2026-04-30T04:36:50.726872
LINE-0000028433,ORD-00010930,SKU-00434,40,40,0,965.1,38604.0,False,,2026-04-30T04:36:50.726872
LINE-0000028434,ORD-00010930,SKU-00788,35,35,0,727.14,25449.9,False,,2026-04-30T04:36:50.726872
LINE-0000028435,ORD-00010930,SKU-00806,2,2,0,475.97,951.94,False,,2026-04-30T04:36:50.726872
LINE-0000028436,ORD-00010931,SKU-00333,44,44,0,609.81,26831.64,False,2025-12-31,2026-04-30T04:36:50.726872
LINE-0000028437,ORD-00010932,SKU-00507,22,22,0,17.97,395.34,False,2025-09-29,2026-04-30T04:36:50.726872
LINE-0000028438,ORD-00010932,SKU-00009,28,28,0,402.79,11278.12,False,2025-09-28,2026-04-30T04:36:50.726872
LINE-0000028439,ORD-00010932,SKU-00646,7,7,0,235.34,1647.38,False,2025-09-26,2026-04-30T04:36:50.726872
LINE-0000028440,ORD-00010932,SKU-00776,6,6,0,97.71,586.26,False,2025-09-26,2026-04-30T04:36:50.726872
LINE-0000028441,ORD-00010932,SKU-00354,31,31,0,497.58,15424.98,False,2025-09-28,2026-04-30T04:36:50.726872
LINE-0000028442,ORD-00010933,SKU-00153,41,41,0,1016.03,41657.23,False,2024-10-27,2026-04-30T04:36:50.726872
LINE-0000028443,ORD-00010934,SKU-00676,13,13,0,67.17,873.21,False,,2026-04-30T04:36:50.726872
LINE-0000028444,ORD-00010935,SKU-00495,23,23,0,731.39,16821.97,False,2024-05-06,2026-04-30T04:36:50.726872
LINE-0000028445,ORD-00010936,SKU-00676,32,32,0,67.17,2149.44,False,2025-02-05,2026-04-30T04:36:50.726872
LINE-0000028446,ORD-00010937,SKU-00108,16,16,0,515.55,8248.8,False,2024-06-24,2026-04-30T04:36:50.726872
LINE-0000028447,ORD-00010937,SKU-00270,3,3,0,245.7,737.1,False,2024-06-27,2026-04-30T04:36:50.726872
LINE-0000028448,ORD-00010938,SKU-00725,36,36,0,98.11,3531.96,False,2025-05-10,2026-04-30T04:36:50.726872
LINE-0000028449,ORD-00010938,SKU-00400,34,34,0,304.12,10340.08,False,2025-05-06,2026-04-30T04:36:50.726872
LINE-0000028450,ORD-00010939,SKU-00822,32,32,0,45.06,1441.92,False,2025-08-02,2026-04-30T04:36:50.726872
LINE-0000028451,ORD-00010939,SKU-00190,47,47,0,652.51,30667.97,False,2025-07-31,2026-04-30T04:36:50.726872
LINE-0000028452,ORD-00010939,SKU-00607,3,3,0,804.89,2414.67,False,2025-07-30,2026-04-30T04:36:50.726872
LINE-0000028453,ORD-00010940,SKU-00989,25,25,0,452.64,11316.0,False,2024-06-02,2026-04-30T04:36:50.726872
LINE-0000028454,ORD-00010941,SKU-00478,33,33,0,947.86,31279.38,False,2025-02-07,2026-04-30T04:36:50.726872
LINE-0000028455,ORD-00010941,SKU-00691,38,38,0,475.68,18075.84,False,2025-02-08,2026-04-30T04:36:50.726872
LINE-0000028456,ORD-00010942,SKU-00265,46,46,0,94.47,4345.62,False,2025-09-06,2026-04-30T04:36:50.726872
LINE-0000028457,ORD-00010943,SKU-00874,26,26,0,436.13,11339.38,False,2024-07-06,2026-04-30T04:36:50.726872
LINE-0000028458,ORD-00010944,SKU-00370,8,8,0,568.09,4544.72,False,2025-03-13,2026-04-30T04:36:50.726872
LINE-0000028459,ORD-00010945,SKU-00901,40,40,0,40.99,1639.6,False,,2026-04-30T04:36:50.726872
LINE-0000028460,ORD-00010945,SKU-00682,25,25,0,241.62,6040.5,False,,2026-04-30T04:36:50.726872
LINE-0000028461,ORD-00010945,SKU-00875,36,36,0,1460.05,52561.8,False,,2026-04-30T04:36:50.726872
LINE-0000028462,ORD-00010946,SKU-00914,9,9,0,796.05,7164.45,False,2025-12-21,2026-04-30T04:36:50.726872
LINE-0000028463,ORD-00010946,SKU-00394,32,0,32,561.41,17965.12,True,2025-12-21,2026-04-30T04:36:50.726872
LINE-0000028464,ORD-00010946,SKU-00533,20,20,0,636.03,12720.6,False,2025-12-20,2026-04-30T04:36:50.726872
LINE-0000028465,ORD-00010947,SKU-00591,15,0,15,1069.39,16040.85,True,2026-02-27,2026-04-30T04:36:50.726872
LINE-0000028466,ORD-00010948,SKU-00398,49,49,0,589.86,28903.14,False,2026-01-03,2026-04-30T04:36:50.726872
LINE-0000028467,ORD-00010949,SKU-00582,36,36,0,298.62,10750.32,False,2025-11-07,2026-04-30T04:36:50.726872
LINE-0000028468,ORD-00010950,SKU-00066,45,45,0,685.87,30864.15,False,2025-11-13,2026-04-30T04:36:50.726872
LINE-0000028469,ORD-00010951,SKU-00117,23,23,0,513.26,11804.98,False,2024-09-01,2026-04-30T04:36:50.726872
LINE-0000028470,ORD-00010951,SKU-00523,29,29,0,358.48,10395.92,False,2024-08-29,2026-04-30T04:36:50.726872
LINE-0000028471,ORD-00010951,SKU-00051,39,39,0,559.2,21808.8,False,2024-08-31,2026-04-30T04:36:50.726872
LINE-0000028472,ORD-00010952,SKU-00295,39,39,0,28.94,1128.66,False,2026-04-12,2026-04-30T04:36:50.726872
LINE-0000028473,ORD-00010952,SKU-00020,9,9,0,533.96,4805.64,False,2026-04-12,2026-04-30T04:36:50.726872
LINE-0000028474,ORD-00010952,SKU-00892,18,18,0,328.88,5919.84,False,2026-04-12,2026-04-30T04:36:50.726872
LINE-0000028475,ORD-00010953,SKU-00534,43,43,0,631.29,27145.47,False,2025-02-28,2026-04-30T04:36:50.726872
LINE-0000028476,ORD-00010953,SKU-00621,2,2,0,629.94,1259.88,False,2025-03-01,2026-04-30T04:36:50.726872
LINE-0000028477,ORD-00010953,SKU-00894,31,31,0,176.18,5461.58,False,2025-02-27,2026-04-30T04:36:50.726872
LINE-0000028478,ORD-00010953,SKU-00602,12,12,0,571.44,6857.28,False,2025-02-27,2026-04-30T04:36:50.726872
LINE-0000028479,ORD-00010953,SKU-00711,15,15,0,819.21,12288.15,False,2025-03-02,2026-04-30T04:36:50.726872
LINE-0000028480,ORD-00010953,SKU-00470,14,14,0,266.72,3734.08,False,2025-02-28,2026-04-30T04:36:50.726872
LINE-0000028481,ORD-00010954,SKU-00051,15,15,0,559.2,8388.0,False,2026-03-03,2026-04-30T04:36:50.726872
LINE-0000028482,ORD-00010954,SKU-00197,9,9,0,485.77,4371.93,False,2026-03-05,2026-04-30T04:36:50.726872
LINE-0000028483,ORD-00010954,SKU-00782,38,38,0,129.5,4921.0,False,2026-03-03,2026-04-30T04:36:50.726872
LINE-0000028484,ORD-00010954,SKU-00972,7,7,0,329.83,2308.81,False,2026-03-03,2026-04-30T04:36:50.726872
