return_id,order_id,sku,qty_returned,return_date,reason_code,condition,refund_amount,restock_date,disposition,_ingested_at
RET-00001240,ORD-00035860,SKU-00468,2,2025-08-27,ARRIVED_LATE,LIKE_NEW,2612.54,2025-08-30,RESTOCK,2026-04-30T04:36:50.726872
RET-00001241,ORD-00027008,SKU-00411,2,2026-01-17,ARRIVED_LATE,DAMAGED,934.22,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001242,ORD-00014629,SKU-00590,2,2025-05-15,WRONG_ITEM,FAIR,2433.32,,DESTROY,2026-04-30T04:36:50.726872
RET-00001243,ORD-00015887,SKU-00315,1,2025-09-24,CHANGED_MIND,GOOD,755.21,2025-09-28,RESTOCK,2026-04-30T04:36:50.726872
RET-00001244,ORD-00025441,SKU-00038,2,2025-08-12,DEFECTIVE,DAMAGED,923.72,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001245,ORD-00008366,SKU-00246,1,2026-01-06,WRONG_ITEM,GOOD,407.58,2026-01-12,RESTOCK,2026-04-30T04:36:50.726872
RET-00001246,ORD-00005155,SKU-00174,5,2026-02-19,DUPLICATE_ORDER,FAIR,1058.75,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001247,ORD-00013243,SKU-00660,2,2026-04-06,DAMAGED_TRANSIT,GOOD,1259.64,2026-04-09,DONATE,2026-04-30T04:36:50.726872
RET-00001248,ORD-00017404,SKU-00473,3,2026-01-14,DEFECTIVE,NEW,2788.8,2026-01-20,DONATE,2026-04-30T04:36:50.726872
RET-00001249,ORD-00036266,SKU-00975,3,2025-11-13,CHANGED_MIND,GOOD,2256.0,2025-11-20,DESTROY,2026-04-30T04:36:50.726872
RET-00001250,ORD-00003120,SKU-00594,3,2026-02-23,DEFECTIVE,LIKE_NEW,3430.47,2026-02-26,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001251,ORD-00006973,SKU-00887,3,2025-12-30,DUPLICATE_ORDER,FAIR,1369.35,,REFURBISH,2026-04-30T04:36:50.726872
RET-00001252,ORD-00043910,SKU-00743,3,2025-06-04,NOT_AS_DESCRIBED,GOOD,123.6,2025-06-10,RESTOCK,2026-04-30T04:36:50.726872
RET-00001253,ORD-00036427,SKU-00549,5,2025-11-29,DUPLICATE_ORDER,GOOD,222.05,2025-12-02,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001254,ORD-00013288,SKU-00628,3,2026-03-01,DAMAGED_TRANSIT,GOOD,1169.13,2026-03-06,RESTOCK,2026-04-30T04:36:50.726872
RET-00001255,ORD-00039491,SKU-00746,5,2026-01-21,NOT_AS_DESCRIBED,DAMAGED,4182.75,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001256,ORD-00030579,SKU-00103,2,2025-11-09,NOT_AS_DESCRIBED,DAMAGED,461.96,,DESTROY,2026-04-30T04:36:50.726872
RET-00001257,ORD-00038459,SKU-00752,5,2025-10-07,NOT_AS_DESCRIBED,GOOD,903.7,2025-10-13,REFURBISH,2026-04-30T04:36:50.726872
RET-00001258,ORD-00039653,SKU-00568,5,2025-10-26,DEFECTIVE,GOOD,1965.0,2025-10-31,REFURBISH,2026-04-30T04:36:50.726872
RET-00001259,ORD-00036228,SKU-00509,5,2025-07-27,DEFECTIVE,DAMAGED,548.1,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001260,ORD-00013823,SKU-00265,5,2025-12-22,DEFECTIVE,DAMAGED,472.35,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001261,ORD-00006477,SKU-00142,5,2025-05-10,CHANGED_MIND,NEW,5143.4,2025-05-15,RESTOCK,2026-04-30T04:36:50.726872
RET-00001262,ORD-00002439,SKU-00023,4,2026-02-06,CHANGED_MIND,LIKE_NEW,1907.84,2026-02-10,REFURBISH,2026-04-30T04:36:50.726872
RET-00001263,ORD-00039306,SKU-00766,3,2025-09-06,DAMAGED_TRANSIT,DAMAGED,1611.24,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001264,ORD-00010307,SKU-00562,4,2025-05-10,NOT_AS_DESCRIBED,LIKE_NEW,1730.68,2025-05-13,DONATE,2026-04-30T04:36:50.726872
RET-00001265,ORD-00041617,SKU-00189,3,2025-11-10,NOT_AS_DESCRIBED,GOOD,2616.03,2025-11-14,RESTOCK,2026-04-30T04:36:50.726872
RET-00001266,ORD-00017747,SKU-00013,1,2026-03-08,DEFECTIVE,DAMAGED,667.45,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001267,ORD-00000072,SKU-00923,1,2025-07-25,ARRIVED_LATE,NEW,223.01,2025-07-27,RESTOCK,2026-04-30T04:36:50.726872
RET-00001268,ORD-00031739,SKU-00912,1,2026-01-23,WRONG_ITEM,FAIR,851.32,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001269,ORD-00013047,SKU-00478,1,2026-03-23,CHANGED_MIND,LIKE_NEW,947.86,2026-03-30,RESTOCK,2026-04-30T04:36:50.726872
RET-00001270,ORD-00004002,SKU-00746,3,2025-11-23,NOT_AS_DESCRIBED,DAMAGED,2509.65,,DONATE,2026-04-30T04:36:50.726872
RET-00001271,ORD-00001995,SKU-00923,3,2025-11-10,CHANGED_MIND,NEW,669.03,2025-11-16,RESTOCK,2026-04-30T04:36:50.726872
RET-00001272,ORD-00044148,SKU-00245,2,2025-08-15,DUPLICATE_ORDER,GOOD,1120.04,2025-08-18,DESTROY,2026-04-30T04:36:50.726872
RET-00001273,ORD-00048934,SKU-00718,4,2025-06-07,NOT_AS_DESCRIBED,NEW,1399.08,2025-06-09,RESTOCK,2026-04-30T04:36:50.726872
RET-00001274,ORD-00044511,SKU-00580,2,2025-08-27,DEFECTIVE,GOOD,758.32,2025-08-30,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001275,ORD-00027460,SKU-00934,4,2025-09-16,DAMAGED_TRANSIT,GOOD,2526.12,2025-09-18,DESTROY,2026-04-30T04:36:50.726872
RET-00001276,ORD-00007777,SKU-00251,2,2025-12-20,DUPLICATE_ORDER,GOOD,1109.54,2025-12-21,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001277,ORD-00014847,SKU-00340,5,2025-07-24,DUPLICATE_ORDER,UNSELLABLE,6051.7,,REFURBISH,2026-04-30T04:36:50.726872
RET-00001278,ORD-00005892,SKU-00617,2,2026-03-20,WRONG_ITEM,NEW,429.2,2026-03-22,RESTOCK,2026-04-30T04:36:50.726872
RET-00001279,ORD-00027842,SKU-00609,1,2026-02-22,DEFECTIVE,UNSELLABLE,788.31,,DESTROY,2026-04-30T04:36:50.726872
RET-00001280,ORD-00008977,SKU-00990,4,2025-08-07,WRONG_ITEM,FAIR,541.84,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001281,ORD-00017746,SKU-00188,2,2025-08-16,DUPLICATE_ORDER,GOOD,974.66,2025-08-18,DONATE,2026-04-30T04:36:50.726872
RET-00001282,ORD-00036526,SKU-00634,1,2026-03-02,DUPLICATE_ORDER,GOOD,158.47,2026-03-06,RESTOCK,2026-04-30T04:36:50.726872
RET-00001283,ORD-00002853,SKU-00566,2,2025-07-13,WRONG_ITEM,FAIR,1421.34,,DESTROY,2026-04-30T04:36:50.726872
RET-00001284,ORD-00037962,SKU-00470,3,2025-08-19,DUPLICATE_ORDER,GOOD,800.16,2025-08-21,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001285,ORD-00013465,SKU-00682,1,2026-03-19,DEFECTIVE,NEW,241.62,2026-03-21,DESTROY,2026-04-30T04:36:50.726872
RET-00001286,ORD-00016656,SKU-00498,2,2026-04-24,ARRIVED_LATE,GOOD,850.94,2026-04-27,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001287,ORD-00019437,SKU-00474,1,2025-08-17,ARRIVED_LATE,LIKE_NEW,829.04,2025-08-21,RESTOCK,2026-04-30T04:36:50.726872
RET-00001288,ORD-00004030,SKU-00963,4,2025-09-29,WRONG_ITEM,NEW,5625.84,2025-10-06,RESTOCK,2026-04-30T04:36:50.726872
RET-00001289,ORD-00000150,SKU-00522,2,2026-03-27,DEFECTIVE,NEW,1140.02,2026-03-30,DESTROY,2026-04-30T04:36:50.726872
RET-00001290,ORD-00040557,SKU-00475,2,2025-12-26,DAMAGED_TRANSIT,FAIR,823.8,,REFURBISH,2026-04-30T04:36:50.726872
RET-00001291,ORD-00029667,SKU-00490,2,2025-12-25,WRONG_ITEM,NEW,369.88,2025-12-29,RESTOCK,2026-04-30T04:36:50.726872
RET-00001292,ORD-00011808,SKU-00732,2,2025-11-04,DUPLICATE_ORDER,DAMAGED,767.84,,DONATE,2026-04-30T04:36:50.726872
RET-00001293,ORD-00036189,SKU-00829,3,2026-04-20,DUPLICATE_ORDER,LIKE_NEW,2890.05,2026-04-26,RESTOCK,2026-04-30T04:36:50.726872
RET-00001294,ORD-00032138,SKU-00079,2,2025-12-15,DAMAGED_TRANSIT,NEW,263.78,2025-12-18,RESTOCK,2026-04-30T04:36:50.726872
RET-00001295,ORD-00012543,SKU-00265,3,2025-05-21,DAMAGED_TRANSIT,NEW,283.41,2025-05-23,RESTOCK,2026-04-30T04:36:50.726872
RET-00001296,ORD-00024521,SKU-00258,3,2026-03-17,DEFECTIVE,GOOD,856.41,2026-03-24,REFURBISH,2026-04-30T04:36:50.726872
RET-00001297,ORD-00006989,SKU-00419,2,2026-03-04,CHANGED_MIND,FAIR,629.5,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001298,ORD-00014252,SKU-00403,3,2025-11-25,DAMAGED_TRANSIT,NEW,914.4,2025-11-29,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001299,ORD-00038369,SKU-00443,3,2026-04-25,WRONG_ITEM,UNSELLABLE,2821.89,,REFURBISH,2026-04-30T04:36:50.726872
RET-00001300,ORD-00037019,SKU-00787,1,2025-10-13,DEFECTIVE,GOOD,68.09,2025-10-14,REFURBISH,2026-04-30T04:36:50.726872
RET-00001301,ORD-00018763,SKU-00879,5,2026-01-24,NOT_AS_DESCRIBED,NEW,2832.4,2026-01-29,DESTROY,2026-04-30T04:36:50.726872
RET-00001302,ORD-00013757,SKU-00428,5,2025-08-08,DUPLICATE_ORDER,NEW,574.1,2025-08-10,REFURBISH,2026-04-30T04:36:50.726872
RET-00001303,ORD-00046701,SKU-00195,1,2025-12-02,DAMAGED_TRANSIT,DAMAGED,300.6,,DESTROY,2026-04-30T04:36:50.726872
RET-00001304,ORD-00043594,SKU-00735,2,2025-10-31,DEFECTIVE,UNSELLABLE,22.96,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001305,ORD-00000290,SKU-00483,3,2025-06-03,DAMAGED_TRANSIT,GOOD,3022.8,2025-06-10,RESTOCK,2026-04-30T04:36:50.726872
RET-00001306,ORD-00015901,SKU-00340,4,2026-02-21,DEFECTIVE,UNSELLABLE,4841.36,,DESTROY,2026-04-30T04:36:50.726872
RET-00001307,ORD-00030375,SKU-00204,5,2025-09-28,ARRIVED_LATE,UNSELLABLE,4909.95,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001308,ORD-00047222,SKU-00381,3,2025-10-08,NOT_AS_DESCRIBED,UNSELLABLE,1576.92,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001309,ORD-00012519,SKU-00509,5,2026-01-26,DAMAGED_TRANSIT,FAIR,548.1,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001310,ORD-00049542,SKU-00004,3,2025-10-22,WRONG_ITEM,GOOD,2081.01,2025-10-26,DONATE,2026-04-30T04:36:50.726872
RET-00001311,ORD-00023926,SKU-00560,3,2025-06-29,ARRIVED_LATE,LIKE_NEW,444.63,2025-06-30,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001312,ORD-00004361,SKU-00816,4,2026-04-05,NOT_AS_DESCRIBED,NEW,4570.72,2026-04-09,RESTOCK,2026-04-30T04:36:50.726872
RET-00001313,ORD-00004025,SKU-00451,5,2026-04-19,ARRIVED_LATE,UNSELLABLE,5202.75,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001314,ORD-00025979,SKU-00724,3,2025-06-24,ARRIVED_LATE,DAMAGED,1873.59,,REFURBISH,2026-04-30T04:36:50.726872
RET-00001315,ORD-00007403,SKU-00147,5,2025-12-23,DUPLICATE_ORDER,NEW,1317.35,2025-12-28,RESTOCK,2026-04-30T04:36:50.726872
RET-00001316,ORD-00004129,SKU-00126,3,2025-10-07,ARRIVED_LATE,FAIR,1480.95,,DONATE,2026-04-30T04:36:50.726872
RET-00001317,ORD-00039541,SKU-00196,3,2025-08-22,DUPLICATE_ORDER,LIKE_NEW,627.21,2025-08-23,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001318,ORD-00040262,SKU-00377,4,2025-11-02,DUPLICATE_ORDER,GOOD,1816.76,2025-11-03,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001319,ORD-00005844,SKU-00410,1,2026-01-22,DEFECTIVE,LIKE_NEW,1284.68,2026-01-26,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001320,ORD-00042534,SKU-00865,3,2025-05-28,WRONG_ITEM,NEW,119.31,2025-06-03,RESTOCK,2026-04-30T04:36:50.726872
RET-00001321,ORD-00012471,SKU-00362,3,2025-09-13,DUPLICATE_ORDER,GOOD,2528.97,2025-09-20,REFURBISH,2026-04-30T04:36:50.726872
RET-00001322,ORD-00000179,SKU-00532,1,2026-02-02,DEFECTIVE,GOOD,48.15,2026-02-09,RESTOCK,2026-04-30T04:36:50.726872
RET-00001323,ORD-00033286,SKU-00647,5,2025-07-08,DUPLICATE_ORDER,UNSELLABLE,1642.55,,DONATE,2026-04-30T04:36:50.726872
RET-00001324,ORD-00043450,SKU-00480,3,2025-11-04,DEFECTIVE,NEW,2489.43,2025-11-11,RESTOCK,2026-04-30T04:36:50.726872
RET-00001325,ORD-00039652,SKU-00399,3,2025-06-15,CHANGED_MIND,UNSELLABLE,2080.68,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001326,ORD-00036170,SKU-00882,3,2025-12-20,DUPLICATE_ORDER,GOOD,581.07,2025-12-22,REFURBISH,2026-04-30T04:36:50.726872
RET-00001327,ORD-00006330,SKU-00266,2,2025-08-03,NOT_AS_DESCRIBED,LIKE_NEW,1449.92,2025-08-06,DESTROY,2026-04-30T04:36:50.726872
RET-00001328,ORD-00009776,SKU-00245,4,2025-06-01,ARRIVED_LATE,LIKE_NEW,2240.08,2025-06-07,RESTOCK,2026-04-30T04:36:50.726872
RET-00001329,ORD-00031501,SKU-00944,3,2025-10-07,DEFECTIVE,GOOD,1162.83,2025-10-08,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001330,ORD-00026183,SKU-00670,2,2026-04-18,DAMAGED_TRANSIT,DAMAGED,2316.3,,DESTROY,2026-04-30T04:36:50.726872
RET-00001331,ORD-00024422,SKU-00951,4,2025-10-26,DAMAGED_TRANSIT,GOOD,4345.64,2025-11-02,RESTOCK,2026-04-30T04:36:50.726872
RET-00001332,ORD-00033781,SKU-00509,2,2026-02-22,CHANGED_MIND,GOOD,219.24,2026-02-24,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001333,ORD-00032240,SKU-00115,2,2025-06-21,NOT_AS_DESCRIBED,GOOD,768.26,2025-06-23,RESTOCK,2026-04-30T04:36:50.726872
RET-00001334,ORD-00011643,SKU-00260,3,2025-05-04,DUPLICATE_ORDER,DAMAGED,279.81,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001335,ORD-00019813,SKU-00645,4,2025-09-15,DUPLICATE_ORDER,NEW,1168.8,2025-09-21,RESTOCK,2026-04-30T04:36:50.726872
RET-00001336,ORD-00014444,SKU-00109,2,2025-06-21,ARRIVED_LATE,GOOD,393.28,2025-06-28,DONATE,2026-04-30T04:36:50.726872
RET-00001337,ORD-00043943,SKU-00560,2,2025-11-03,DAMAGED_TRANSIT,DAMAGED,296.42,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001338,ORD-00023317,SKU-00059,2,2025-10-07,DUPLICATE_ORDER,NEW,85.96,2025-10-09,RESTOCK,2026-04-30T04:36:50.726872
RET-00001339,ORD-00045200,SKU-00307,1,2025-05-08,DUPLICATE_ORDER,GOOD,1100.82,2025-05-15,REFURBISH,2026-04-30T04:36:50.726872
RET-00001340,ORD-00012241,SKU-00682,1,2026-02-06,ARRIVED_LATE,LIKE_NEW,241.62,2026-02-07,RESTOCK,2026-04-30T04:36:50.726872
RET-00001341,ORD-00031438,SKU-00530,4,2025-07-23,DUPLICATE_ORDER,UNSELLABLE,3678.56,,REFURBISH,2026-04-30T04:36:50.726872
RET-00001342,ORD-00032752,SKU-00897,1,2025-08-07,WRONG_ITEM,NEW,41.77,2025-08-10,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001343,ORD-00002918,SKU-00891,5,2026-03-25,DUPLICATE_ORDER,FAIR,445.35,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001344,ORD-00014356,SKU-00197,2,2025-11-18,NOT_AS_DESCRIBED,GOOD,971.54,2025-11-21,DONATE,2026-04-30T04:36:50.726872
RET-00001345,ORD-00008781,SKU-00086,2,2026-04-12,DUPLICATE_ORDER,NEW,695.44,2026-04-19,REFURBISH,2026-04-30T04:36:50.726872
RET-00001346,ORD-00012174,SKU-00947,4,2025-05-08,DUPLICATE_ORDER,GOOD,126.0,2025-05-10,RESTOCK,2026-04-30T04:36:50.726872
RET-00001347,ORD-00009340,SKU-00505,5,2025-12-08,DAMAGED_TRANSIT,LIKE_NEW,7263.1,2025-12-11,DONATE,2026-04-30T04:36:50.726872
RET-00001348,ORD-00004516,SKU-00151,4,2025-05-20,CHANGED_MIND,FAIR,1687.44,,DONATE,2026-04-30T04:36:50.726872
RET-00001349,ORD-00038415,SKU-00383,3,2025-09-06,DAMAGED_TRANSIT,LIKE_NEW,339.09,2025-09-09,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001350,ORD-00016134,SKU-00738,1,2025-06-19,CHANGED_MIND,UNSELLABLE,1272.55,,REFURBISH,2026-04-30T04:36:50.726872
RET-00001351,ORD-00026033,SKU-00462,3,2025-12-04,DUPLICATE_ORDER,FAIR,3022.38,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001352,ORD-00007532,SKU-00983,3,2026-04-21,CHANGED_MIND,UNSELLABLE,496.2,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001353,ORD-00046175,SKU-00463,5,2025-06-08,DEFECTIVE,DAMAGED,630.5,,DONATE,2026-04-30T04:36:50.726872
RET-00001354,ORD-00042870,SKU-00164,1,2025-06-08,DAMAGED_TRANSIT,LIKE_NEW,531.69,2025-06-12,RESTOCK,2026-04-30T04:36:50.726872
RET-00001355,ORD-00019457,SKU-00308,1,2025-08-28,DEFECTIVE,NEW,467.7,2025-09-03,DONATE,2026-04-30T04:36:50.726872
RET-00001356,ORD-00046529,SKU-00031,1,2025-10-13,DEFECTIVE,DAMAGED,1379.8,,DONATE,2026-04-30T04:36:50.726872
RET-00001357,ORD-00013357,SKU-00989,1,2025-09-24,DAMAGED_TRANSIT,UNSELLABLE,452.64,,DONATE,2026-04-30T04:36:50.726872
RET-00001358,ORD-00026558,SKU-00077,1,2025-12-29,DAMAGED_TRANSIT,UNSELLABLE,467.78,,DESTROY,2026-04-30T04:36:50.726872
RET-00001359,ORD-00018262,SKU-00633,1,2025-09-19,DUPLICATE_ORDER,FAIR,544.29,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001360,ORD-00036999,SKU-00413,3,2025-04-30,WRONG_ITEM,DAMAGED,13.05,,REFURBISH,2026-04-30T04:36:50.726872
RET-00001361,ORD-00012937,SKU-00195,2,2025-10-06,NOT_AS_DESCRIBED,LIKE_NEW,601.2,2025-10-09,RESTOCK,2026-04-30T04:36:50.726872
RET-00001362,ORD-00019695,SKU-00495,3,2025-10-30,DEFECTIVE,FAIR,2194.17,,REFURBISH,2026-04-30T04:36:50.726872
RET-00001363,ORD-00041363,SKU-00090,1,2026-01-07,WRONG_ITEM,GOOD,282.28,2026-01-14,RESTOCK,2026-04-30T04:36:50.726872
RET-00001364,ORD-00017268,SKU-00926,1,2025-05-15,DEFECTIVE,UNSELLABLE,980.48,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001365,ORD-00036577,SKU-00360,3,2025-06-01,DAMAGED_TRANSIT,GOOD,2354.79,2025-06-05,RESTOCK,2026-04-30T04:36:50.726872
RET-00001366,ORD-00023243,SKU-00287,4,2025-07-13,DEFECTIVE,NEW,3277.28,2025-07-15,RESTOCK,2026-04-30T04:36:50.726872
RET-00001367,ORD-00040756,SKU-00042,5,2026-03-03,DAMAGED_TRANSIT,GOOD,866.35,2026-03-08,REFURBISH,2026-04-30T04:36:50.726872
RET-00001368,ORD-00030665,SKU-00201,2,2025-09-08,ARRIVED_LATE,LIKE_NEW,1604.66,2025-09-15,REFURBISH,2026-04-30T04:36:50.726872
RET-00001369,ORD-00031188,SKU-00828,3,2025-08-08,NOT_AS_DESCRIBED,GOOD,3731.55,2025-08-11,RESTOCK,2026-04-30T04:36:50.726872
RET-00001370,ORD-00015877,SKU-00342,4,2025-05-19,DUPLICATE_ORDER,GOOD,2188.52,2025-05-26,DONATE,2026-04-30T04:36:50.726872
RET-00001371,ORD-00034049,SKU-00372,3,2025-07-14,DEFECTIVE,FAIR,2827.47,,REFURBISH,2026-04-30T04:36:50.726872
RET-00001372,ORD-00020365,SKU-00869,2,2026-03-26,DUPLICATE_ORDER,NEW,262.58,2026-03-30,DONATE,2026-04-30T04:36:50.726872
RET-00001373,ORD-00030910,SKU-00750,4,2025-11-08,ARRIVED_LATE,NEW,2278.84,2025-11-10,RESTOCK,2026-04-30T04:36:50.726872
RET-00001374,ORD-00045152,SKU-00921,2,2026-03-31,DAMAGED_TRANSIT,NEW,1741.84,2026-04-04,DONATE,2026-04-30T04:36:50.726872
RET-00001375,ORD-00007009,SKU-00617,3,2025-06-26,DEFECTIVE,FAIR,643.8,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001376,ORD-00010100,SKU-00873,5,2025-12-08,DAMAGED_TRANSIT,GOOD,2615.8,2025-12-11,RESTOCK,2026-04-30T04:36:50.726872
RET-00001377,ORD-00000413,SKU-00308,4,2025-04-30,DEFECTIVE,NEW,1870.8,2025-05-06,RESTOCK,2026-04-30T04:36:50.726872
RET-00001378,ORD-00047217,SKU-00546,3,2025-09-25,DUPLICATE_ORDER,GOOD,1156.29,2025-10-01,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001379,ORD-00000188,SKU-00799,5,2025-11-09,DEFECTIVE,GOOD,1446.15,2025-11-10,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001380,ORD-00000996,SKU-00795,4,2025-08-02,NOT_AS_DESCRIBED,UNSELLABLE,102.96,,REFURBISH,2026-04-30T04:36:50.726872
RET-00001381,ORD-00049237,SKU-00841,1,2025-10-30,DEFECTIVE,DAMAGED,46.74,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001382,ORD-00024603,SKU-00642,4,2025-12-12,DAMAGED_TRANSIT,LIKE_NEW,3786.52,2025-12-16,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001383,ORD-00019213,SKU-00216,5,2026-02-26,DEFECTIVE,GOOD,1572.6,2026-02-27,DESTROY,2026-04-30T04:36:50.726872
RET-00001384,ORD-00049573,SKU-00756,4,2025-08-18,DAMAGED_TRANSIT,GOOD,2082.32,2025-08-24,RESTOCK,2026-04-30T04:36:50.726872
RET-00001385,ORD-00014548,SKU-00579,2,2025-05-22,NOT_AS_DESCRIBED,GOOD,1621.18,2025-05-26,REFURBISH,2026-04-30T04:36:50.726872
RET-00001386,ORD-00043548,SKU-00647,5,2025-10-20,DUPLICATE_ORDER,NEW,1642.55,2025-10-22,DESTROY,2026-04-30T04:36:50.726872
RET-00001387,ORD-00014511,SKU-00786,1,2025-09-12,DAMAGED_TRANSIT,LIKE_NEW,700.19,2025-09-19,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001388,ORD-00011952,SKU-00445,4,2025-10-13,DAMAGED_TRANSIT,LIKE_NEW,2347.08,2025-10-14,DESTROY,2026-04-30T04:36:50.726872
RET-00001389,ORD-00001196,SKU-00886,5,2025-10-05,CHANGED_MIND,FAIR,2481.65,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001390,ORD-00034624,SKU-00068,5,2025-08-04,DEFECTIVE,FAIR,5978.45,,DESTROY,2026-04-30T04:36:50.726872
RET-00001391,ORD-00013689,SKU-00173,4,2025-07-25,ARRIVED_LATE,UNSELLABLE,3631.88,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001392,ORD-00010388,SKU-00094,1,2026-01-08,NOT_AS_DESCRIBED,UNSELLABLE,678.1,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001393,ORD-00020976,SKU-00550,3,2025-09-16,WRONG_ITEM,LIKE_NEW,2950.74,2025-09-23,REFURBISH,2026-04-30T04:36:50.726872
RET-00001394,ORD-00037584,SKU-00111,1,2025-06-13,CHANGED_MIND,NEW,629.45,2025-06-18,RESTOCK,2026-04-30T04:36:50.726872
RET-00001395,ORD-00012206,SKU-00617,3,2025-06-02,WRONG_ITEM,LIKE_NEW,643.8,2025-06-03,DONATE,2026-04-30T04:36:50.726872
RET-00001396,ORD-00043564,SKU-00717,5,2025-06-10,DAMAGED_TRANSIT,GOOD,4187.3,2025-06-16,DESTROY,2026-04-30T04:36:50.726872
RET-00001397,ORD-00008302,SKU-00958,5,2026-02-15,ARRIVED_LATE,GOOD,2263.7,2026-02-17,RESTOCK,2026-04-30T04:36:50.726872
RET-00001398,ORD-00013168,SKU-00738,1,2025-05-23,CHANGED_MIND,FAIR,1272.55,,RESTOCK,2026-04-30T04:36:50.726872
RET-00001399,ORD-00016415,SKU-00833,4,2025-05-16,CHANGED_MIND,LIKE_NEW,376.92,2025-05-22,RESTOCK,2026-04-30T04:36:50.726872
RET-00001400,ORD-00002280,SKU-00040,2,2026-01-03,WRONG_ITEM,NEW,841.1,2026-01-04,RESTOCK,2026-04-30T04:36:50.726872
RET-00001401,ORD-00035452,SKU-00895,1,2025-08-08,NOT_AS_DESCRIBED,DAMAGED,197.51,,DESTROY,2026-04-30T04:36:50.726872
RET-00001402,ORD-00019504,SKU-00337,1,2026-01-15,NOT_AS_DESCRIBED,NEW,316.79,2026-01-18,RESTOCK,2026-04-30T04:36:50.726872
RET-00001403,ORD-00015401,SKU-00167,1,2026-01-15,CHANGED_MIND,FAIR,923.02,,REFURBISH,2026-04-30T04:36:50.726872
RET-00001404,ORD-00040110,SKU-00021,3,2025-05-21,CHANGED_MIND,GOOD,127.2,2025-05-23,DONATE,2026-04-30T04:36:50.726872
RET-00001405,ORD-00032889,SKU-00202,4,2026-03-03,DUPLICATE_ORDER,LIKE_NEW,3295.16,2026-03-05,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00001406,ORD-00016651,SKU-00865,2,2026-01-06,DEFECTIVE,GOOD,79.54,2026-01-10,RESTOCK,2026-04-30T04:36:50.726872
RET-00001407,ORD-00013857,SKU-00245,1,2025-11-07,DAMAGED_TRANSIT,LIKE_NEW,560.02,2025-11-12,REFURBISH,2026-04-30T04:36:50.726872
RET-00001408,ORD-00046729,SKU-00615,2,2026-01-30,NOT_AS_DESCRIBED,NEW,2624.74,2026-02-02,RESTOCK,2026-04-30T04:36:50.726872
RET-00001409,ORD-00028634,SKU-00598,5,2025-06-28,CHANGED_MIND,FAIR,1725.1,,RESTOCK,2026-04-30T04:36:50.726872
