location_id,warehouse_id,zone,aisle,rack,bin,location_type,max_weight_lbs,max_volume_cuft,is_active,_ingested_at
LOC-EN-08-H24-04,WH-CEN-08,ZONE-E,H,24,04,STANDARD,1000,69.5,True,2026-04-30T04:36:50.726872
LOC-AS-01-C01-07,WH-EAS-01,ZONE-A,C,01,07,STANDARD,5000,76.8,True,2026-04-30T04:36:50.726872
LOC-OR-05-G02-01,WH-NOR-05,ZONE-E,G,02,01,STANDARD,1000,190.6,True,2026-04-30T04:36:50.726872
LOC-AS-02-C28-03,WH-EAS-02,ZONE-D,C,28,03,STANDARD,1000,180.2,True,2026-04-30T04:36:50.726872
LOC-OR-05-J15-02,WH-NOR-05,RECEIVING,J,15,02,STANDARD,2000,156.2,True,2026-04-30T04:36:50.726872
LOC-AS-06-I06-02,WH-EAS-06,ZONE-C,I,06,02,BULK,5000,83.8,False,2026-04-30T04:36:50.726872
LOC-OR-05-I06-08,WH-NOR-05,ZONE-A,I,06,08,STANDARD,1000,126.0,True,2026-04-30T04:36:50.726872
LOC-EN-08-D05-07,WH-CEN-08,ZONE-B,D,05,07,STANDARD,500,183.4,True,2026-04-30T04:36:50.726872
LOC-AS-02-B03-02,WH-EAS-02,ZONE-E,B,03,02,BULK,5000,13.6,True,2026-04-30T04:36:50.726872
LOC-AS-01-B22-07,WH-EAS-01,ZONE-C,B,22,07,STANDARD,2000,181.9,True,2026-04-30T04:36:50.726872
LOC-OU-09-P16-07,WH-SOU-09,ZONE-D,P,16,07,BULK,500,112.6,True,2026-04-30T04:36:50.726872
LOC-EN-08-D19-06,WH-CEN-08,ZONE-C,D,19,06,STANDARD,5000,20.5,False,2026-04-30T04:36:50.726872
LOC-AS-02-L18-06,WH-EAS-02,ZONE-A,L,18,06,BULK,2000,133.1,True,2026-04-30T04:36:50.726872
LOC-AS-01-M22-04,WH-EAS-01,ZONE-C,M,22,04,STANDARD,500,129.8,True,2026-04-30T04:36:50.726872
LOC-AS-02-O24-04,WH-EAS-02,ZONE-B,O,24,04,STANDARD,500,146.8,True,2026-04-30T04:36:50.726872
LOC-EN-08-M03-05,WH-CEN-08,ZONE-D,M,03,05,STANDARD,5000,193.6,True,2026-04-30T04:36:50.726872
LOC-AS-06-B11-01,WH-EAS-06,ZONE-D,B,11,01,STANDARD,5000,188.6,True,2026-04-30T04:36:50.726872
LOC-OU-09-E24-04,WH-SOU-09,ZONE-A,E,24,04,STANDARD,1000,102.9,True,2026-04-30T04:36:50.726872
LOC-EN-10-B08-03,WH-CEN-10,ZONE-A,B,08,03,STANDARD,500,181.9,True,2026-04-30T04:36:50.726872
LOC-AS-02-O20-03,WH-EAS-02,SHIPPING,O,20,03,STANDARD,500,31.7,True,2026-04-30T04:36:50.726872
LOC-EN-10-H03-04,WH-CEN-10,ZONE-D,H,03,04,STANDARD,5000,71.6,False,2026-04-30T04:36:50.726872
LOC-EN-10-E11-04,WH-CEN-10,SHIPPING,E,11,04,STANDARD,1000,73.7,True,2026-04-30T04:36:50.726872
LOC-AS-03-N06-06,WH-EAS-03,ZONE-E,N,06,06,STANDARD,1000,185.9,True,2026-04-30T04:36:50.726872
LOC-AS-02-M25-03,WH-EAS-02,ZONE-A,M,25,03,COLD,500,11.2,True,2026-04-30T04:36:50.726872
LOC-AS-02-J14-08,WH-EAS-02,RECEIVING,J,14,08,STANDARD,1000,131.6,True,2026-04-30T04:36:50.726872
LOC-ES-07-H06-01,WH-WES-07,ZONE-E,H,06,01,STANDARD,5000,126.3,True,2026-04-30T04:36:50.726872
LOC-OR-05-L14-01,WH-NOR-05,ZONE-E,L,14,01,STANDARD,500,197.5,False,2026-04-30T04:36:50.726872
LOC-EN-10-L28-04,WH-CEN-10,ZONE-D,L,28,04,BULK,1000,62.5,True,2026-04-30T04:36:50.726872
LOC-AS-03-P16-03,WH-EAS-03,ZONE-B,P,16,03,STANDARD,500,20.3,True,2026-04-30T04:36:50.726872
LOC-OR-04-N09-06,WH-NOR-04,ZONE-E,N,09,06,BULK,5000,18.2,True,2026-04-30T04:36:50.726872
LOC-OU-09-F06-01,WH-SOU-09,ZONE-D,F,06,01,STANDARD,500,180.1,True,2026-04-30T04:36:50.726872
LOC-EN-10-K14-04,WH-CEN-10,RECEIVING,K,14,04,STANDARD,2000,53.7,True,2026-04-30T04:36:50.726872
LOC-OR-04-D08-07,WH-NOR-04,SHIPPING,D,08,07,STANDARD,1000,24.0,True,2026-04-30T04:36:50.726872
LOC-AS-01-N05-04,WH-EAS-01,ZONE-E,N,05,04,STANDARD,5000,81.0,True,2026-04-30T04:36:50.726872
LOC-OR-04-L09-04,WH-NOR-04,ZONE-C,L,09,04,STANDARD,500,63.3,True,2026-04-30T04:36:50.726872
LOC-EN-08-O14-03,WH-CEN-08,SHIPPING,O,14,03,STANDARD,2000,124.7,True,2026-04-30T04:36:50.726872
LOC-EN-10-F19-04,WH-CEN-10,ZONE-A,F,19,04,STANDARD,5000,173.8,True,2026-04-30T04:36:50.726872
LOC-EN-08-O09-01,WH-CEN-08,RECEIVING,O,09,01,STANDARD,1000,57.1,True,2026-04-30T04:36:50.726872
LOC-OR-04-E30-01,WH-NOR-04,ZONE-D,E,30,01,OVERSIZE,500,198.3,True,2026-04-30T04:36:50.726872
LOC-OU-09-B14-07,WH-SOU-09,ZONE-D,B,14,07,BULK,500,96.0,True,2026-04-30T04:36:50.726872
LOC-OU-09-A23-07,WH-SOU-09,ZONE-B,A,23,07,STANDARD,2000,55.4,False,2026-04-30T04:36:50.726872
LOC-AS-01-P22-05,WH-EAS-01,ZONE-B,P,22,05,BULK,500,195.5,True,2026-04-30T04:36:50.726872
LOC-AS-03-M06-06,WH-EAS-03,RECEIVING,M,06,06,STANDARD,500,173.5,True,2026-04-30T04:36:50.726872
LOC-AS-06-B10-07,WH-EAS-06,SHIPPING,B,10,07,STANDARD,1000,159.7,True,2026-04-30T04:36:50.726872
LOC-AS-06-B17-06,WH-EAS-06,ZONE-A,B,17,06,STANDARD,2000,98.4,True,2026-04-30T04:36:50.726872
LOC-AS-06-F21-02,WH-EAS-06,ZONE-E,F,21,02,BULK,1000,36.3,True,2026-04-30T04:36:50.726872
LOC-OU-09-D21-08,WH-SOU-09,RECEIVING,D,21,08,HAZMAT,1000,153.1,True,2026-04-30T04:36:50.726872
LOC-AS-06-L29-05,WH-EAS-06,ZONE-E,L,29,05,STANDARD,2000,20.3,True,2026-04-30T04:36:50.726872
LOC-EN-08-P17-02,WH-CEN-08,ZONE-D,P,17,02,BULK,2000,95.9,True,2026-04-30T04:36:50.726872
LOC-AS-02-G29-08,WH-EAS-02,ZONE-A,G,29,08,STANDARD,1000,64.8,True,2026-04-30T04:36:50.726872
LOC-AS-02-F09-02,WH-EAS-02,RECEIVING,F,09,02,STANDARD,1000,176.2,True,2026-04-30T04:36:50.726872
LOC-AS-01-J14-03,WH-EAS-01,ZONE-D,J,14,03,STANDARD,5000,150.2,True,2026-04-30T04:36:50.726872
LOC-OR-04-C01-04,WH-NOR-04,SHIPPING,C,01,04,HAZMAT,2000,88.2,True,2026-04-30T04:36:50.726872
LOC-AS-06-P19-08,WH-EAS-06,ZONE-D,P,19,08,STANDARD,1000,180.7,True,2026-04-30T04:36:50.726872
LOC-OR-05-H16-06,WH-NOR-05,ZONE-C,H,16,06,BULK,500,38.2,True,2026-04-30T04:36:50.726872
LOC-AS-03-F23-05,WH-EAS-03,ZONE-B,F,23,05,OVERSIZE,1000,40.6,True,2026-04-30T04:36:50.726872
LOC-AS-06-E15-05,WH-EAS-06,ZONE-C,E,15,05,STANDARD,500,136.5,False,2026-04-30T04:36:50.726872
LOC-AS-03-L15-03,WH-EAS-03,ZONE-E,L,15,03,STANDARD,500,86.9,True,2026-04-30T04:36:50.726872
LOC-AS-03-O30-06,WH-EAS-03,ZONE-B,O,30,06,STANDARD,2000,133.0,True,2026-04-30T04:36:50.726872
LOC-OR-05-E26-08,WH-NOR-05,ZONE-C,E,26,08,STANDARD,5000,181.0,True,2026-04-30T04:36:50.726872
LOC-OU-09-D10-01,WH-SOU-09,ZONE-D,D,10,01,STANDARD,1000,94.7,True,2026-04-30T04:36:50.726872
LOC-AS-01-G19-04,WH-EAS-01,SHIPPING,G,19,04,HAZMAT,2000,47.2,True,2026-04-30T04:36:50.726872
LOC-EN-08-C17-07,WH-CEN-08,ZONE-B,C,17,07,STANDARD,500,182.6,True,2026-04-30T04:36:50.726872
LOC-AS-03-N12-07,WH-EAS-03,ZONE-C,N,12,07,STANDARD,2000,76.8,False,2026-04-30T04:36:50.726872
LOC-OU-09-C07-08,WH-SOU-09,RECEIVING,C,07,08,OVERSIZE,5000,64.8,True,2026-04-30T04:36:50.726872
LOC-ES-07-N05-02,WH-WES-07,ZONE-B,N,05,02,STANDARD,5000,197.8,True,2026-04-30T04:36:50.726872
LOC-AS-06-C30-07,WH-EAS-06,ZONE-A,C,30,07,STANDARD,2000,88.8,True,2026-04-30T04:36:50.726872
LOC-EN-10-E07-03,WH-CEN-10,SHIPPING,E,07,03,STANDARD,5000,18.0,True,2026-04-30T04:36:50.726872
LOC-EN-10-J16-08,WH-CEN-10,ZONE-B,J,16,08,STANDARD,500,39.3,True,2026-04-30T04:36:50.726872
LOC-EN-08-D21-05,WH-CEN-08,ZONE-D,D,21,05,STANDARD,1000,15.4,True,2026-04-30T04:36:50.726872
LOC-EN-08-C20-06,WH-CEN-08,ZONE-E,C,20,06,STANDARD,5000,175.0,True,2026-04-30T04:36:50.726872
LOC-EN-08-D12-01,WH-CEN-08,SHIPPING,D,12,01,STANDARD,500,37.8,True,2026-04-30T04:36:50.726872
LOC-AS-03-L06-01,WH-EAS-03,ZONE-C,L,06,01,STANDARD,2000,19.3,True,2026-04-30T04:36:50.726872
LOC-AS-02-G25-03,WH-EAS-02,SHIPPING,G,25,03,STANDARD,1000,113.3,True,2026-04-30T04:36:50.726872
LOC-OR-05-I22-06,WH-NOR-05,ZONE-A,I,22,06,STANDARD,2000,166.4,True,2026-04-30T04:36:50.726872
LOC-OU-09-J12-08,WH-SOU-09,ZONE-D,J,12,08,STANDARD,1000,29.5,True,2026-04-30T04:36:50.726872
LOC-OR-04-G26-02,WH-NOR-04,ZONE-D,G,26,02,STANDARD,500,32.1,True,2026-04-30T04:36:50.726872
LOC-AS-01-P12-05,WH-EAS-01,RECEIVING,P,12,05,STANDARD,5000,179.0,True,2026-04-30T04:36:50.726872
LOC-AS-06-F23-05,WH-EAS-06,ZONE-A,F,23,05,BULK,500,52.2,True,2026-04-30T04:36:50.726872
LOC-AS-03-H10-03,WH-EAS-03,ZONE-B,H,10,03,STANDARD,500,90.7,True,2026-04-30T04:36:50.726872
LOC-AS-02-C01-08,WH-EAS-02,SHIPPING,C,01,08,STANDARD,1000,30.5,True,2026-04-30T04:36:50.726872
LOC-OU-09-B16-02,WH-SOU-09,ZONE-C,B,16,02,STANDARD,2000,136.8,True,2026-04-30T04:36:50.726872
LOC-AS-02-G19-04,WH-EAS-02,ZONE-B,G,19,04,STANDARD,500,27.2,True,2026-04-30T04:36:50.726872
LOC-OR-05-L12-03,WH-NOR-05,SHIPPING,L,12,03,STANDARD,1000,105.9,True,2026-04-30T04:36:50.726872
LOC-EN-10-A17-04,WH-CEN-10,RECEIVING,A,17,04,STANDARD,2000,42.6,True,2026-04-30T04:36:50.726872
LOC-AS-01-D30-04,WH-EAS-01,ZONE-E,D,30,04,COLD,5000,79.6,True,2026-04-30T04:36:50.726872
LOC-EN-08-D06-06,WH-CEN-08,ZONE-D,D,06,06,STANDARD,1000,87.4,True,2026-04-30T04:36:50.726872
LOC-AS-06-D15-02,WH-EAS-06,ZONE-E,D,15,02,STANDARD,2000,143.9,True,2026-04-30T04:36:50.726872
LOC-AS-01-C11-08,WH-EAS-01,ZONE-A,C,11,08,STANDARD,5000,124.1,True,2026-04-30T04:36:50.726872
LOC-EN-08-H18-07,WH-CEN-08,ZONE-C,H,18,07,OVERSIZE,5000,45.9,True,2026-04-30T04:36:50.726872
LOC-EN-08-L06-01,WH-CEN-08,RECEIVING,L,06,01,STANDARD,500,85.3,True,2026-04-30T04:36:50.726872
LOC-AS-02-D05-07,WH-EAS-02,ZONE-D,D,05,07,STANDARD,500,150.9,True,2026-04-30T04:36:50.726872
LOC-AS-03-C12-04,WH-EAS-03,ZONE-C,C,12,04,STANDARD,5000,33.3,True,2026-04-30T04:36:50.726872
LOC-EN-08-I25-05,WH-CEN-08,SHIPPING,I,25,05,BULK,5000,77.7,True,2026-04-30T04:36:50.726872
LOC-ES-07-P17-05,WH-WES-07,ZONE-B,P,17,05,BULK,500,33.2,True,2026-04-30T04:36:50.726872
LOC-OR-04-E01-02,WH-NOR-04,RECEIVING,E,01,02,STANDARD,500,104.6,True,2026-04-30T04:36:50.726872
LOC-AS-03-M20-06,WH-EAS-03,ZONE-B,M,20,06,STANDARD,500,154.4,True,2026-04-30T04:36:50.726872
LOC-OU-09-P26-08,WH-SOU-09,ZONE-B,P,26,08,STANDARD,5000,103.1,True,2026-04-30T04:36:50.726872
LOC-AS-06-A25-01,WH-EAS-06,ZONE-D,A,25,01,COLD,500,82.9,True,2026-04-30T04:36:50.726872
LOC-ES-07-O15-01,WH-WES-07,ZONE-A,O,15,01,STANDARD,2000,178.1,True,2026-04-30T04:36:50.726872
LOC-ES-07-E10-07,WH-WES-07,ZONE-D,E,10,07,BULK,5000,135.4,True,2026-04-30T04:36:50.726872
LOC-EN-10-P16-03,WH-CEN-10,ZONE-E,P,16,03,STANDARD,2000,104.0,False,2026-04-30T04:36:50.726872
LOC-EN-10-L25-05,WH-CEN-10,ZONE-C,L,25,05,STANDARD,500,34.4,True,2026-04-30T04:36:50.726872
LOC-EN-10-A25-06,WH-CEN-10,ZONE-D,A,25,06,STANDARD,2000,198.5,True,2026-04-30T04:36:50.726872
LOC-AS-01-H08-04,WH-EAS-01,RECEIVING,H,08,04,STANDARD,500,183.0,True,2026-04-30T04:36:50.726872
LOC-OR-05-D11-03,WH-NOR-05,ZONE-A,D,11,03,STANDARD,500,97.6,True,2026-04-30T04:36:50.726872
LOC-EN-10-N09-01,WH-CEN-10,RECEIVING,N,09,01,STANDARD,500,197.3,True,2026-04-30T04:36:50.726872
LOC-ES-07-K19-02,WH-WES-07,SHIPPING,K,19,02,STANDARD,1000,73.8,True,2026-04-30T04:36:50.726872
LOC-AS-06-F20-05,WH-EAS-06,ZONE-C,F,20,05,OVERSIZE,1000,104.4,True,2026-04-30T04:36:50.726872
LOC-AS-02-G10-05,WH-EAS-02,ZONE-A,G,10,05,STANDARD,5000,162.9,True,2026-04-30T04:36:50.726872
LOC-AS-02-D19-06,WH-EAS-02,ZONE-C,D,19,06,STANDARD,5000,91.2,True,2026-04-30T04:36:50.726872
LOC-AS-02-J17-05,WH-EAS-02,ZONE-D,J,17,05,STANDARD,2000,48.0,True,2026-04-30T04:36:50.726872
LOC-EN-10-O22-03,WH-CEN-10,ZONE-A,O,22,03,STANDARD,1000,119.6,True,2026-04-30T04:36:50.726872
LOC-EN-08-I30-07,WH-CEN-08,ZONE-E,I,30,07,BULK,500,109.2,True,2026-04-30T04:36:50.726872
LOC-AS-03-H05-05,WH-EAS-03,SHIPPING,H,05,05,STANDARD,2000,173.4,True,2026-04-30T04:36:50.726872
LOC-OR-04-N09-05,WH-NOR-04,RECEIVING,N,09,05,STANDARD,1000,87.1,True,2026-04-30T04:36:50.726872
LOC-OR-04-A08-05,WH-NOR-04,ZONE-D,A,08,05,STANDARD,5000,90.2,True,2026-04-30T04:36:50.726872
LOC-OR-04-F09-03,WH-NOR-04,ZONE-A,F,09,03,STANDARD,2000,135.1,True,2026-04-30T04:36:50.726872
LOC-AS-01-P26-01,WH-EAS-01,ZONE-A,P,26,01,COLD,500,69.6,True,2026-04-30T04:36:50.726872
LOC-AS-02-N29-06,WH-EAS-02,RECEIVING,N,29,06,STANDARD,500,85.4,True,2026-04-30T04:36:50.726872
LOC-AS-03-H04-02,WH-EAS-03,ZONE-E,H,04,02,STANDARD,2000,104.3,True,2026-04-30T04:36:50.726872
LOC-EN-10-D25-06,WH-CEN-10,ZONE-C,D,25,06,BULK,5000,163.1,True,2026-04-30T04:36:50.726872
LOC-ES-07-G05-02,WH-WES-07,ZONE-B,G,05,02,STANDARD,2000,93.5,True,2026-04-30T04:36:50.726872
LOC-EN-10-B16-06,WH-CEN-10,RECEIVING,B,16,06,HAZMAT,2000,113.7,True,2026-04-30T04:36:50.726872
LOC-OR-04-I29-03,WH-NOR-04,ZONE-C,I,29,03,STANDARD,2000,166.1,True,2026-04-30T04:36:50.726872
LOC-EN-10-B27-01,WH-CEN-10,RECEIVING,B,27,01,HAZMAT,1000,58.1,True,2026-04-30T04:36:50.726872
LOC-AS-06-D18-04,WH-EAS-06,SHIPPING,D,18,04,STANDARD,500,182.9,True,2026-04-30T04:36:50.726872
LOC-OR-05-J03-04,WH-NOR-05,ZONE-C,J,03,04,STANDARD,1000,184.0,True,2026-04-30T04:36:50.726872
LOC-ES-07-B09-02,WH-WES-07,SHIPPING,B,09,02,BULK,5000,99.5,True,2026-04-30T04:36:50.726872
LOC-AS-06-N29-02,WH-EAS-06,SHIPPING,N,29,02,STANDARD,2000,106.2,True,2026-04-30T04:36:50.726872
LOC-EN-10-K15-01,WH-CEN-10,SHIPPING,K,15,01,STANDARD,1000,129.7,True,2026-04-30T04:36:50.726872
LOC-AS-03-A13-04,WH-EAS-03,RECEIVING,A,13,04,STANDARD,500,31.1,True,2026-04-30T04:36:50.726872
LOC-AS-03-N26-06,WH-EAS-03,ZONE-D,N,26,06,STANDARD,1000,59.5,True,2026-04-30T04:36:50.726872
LOC-AS-06-J07-02,WH-EAS-06,ZONE-D,J,07,02,STANDARD,5000,176.5,True,2026-04-30T04:36:50.726872
LOC-EN-10-H01-01,WH-CEN-10,ZONE-E,H,01,01,STANDARD,1000,182.3,False,2026-04-30T04:36:50.726872
LOC-OR-04-I23-03,WH-NOR-04,ZONE-A,I,23,03,STANDARD,5000,124.1,True,2026-04-30T04:36:50.726872
LOC-AS-06-F19-02,WH-EAS-06,ZONE-A,F,19,02,BULK,5000,156.9,True,2026-04-30T04:36:50.726872
LOC-EN-08-D08-04,WH-CEN-08,ZONE-B,D,08,04,HAZMAT,2000,64.7,True,2026-04-30T04:36:50.726872
LOC-AS-03-N28-04,WH-EAS-03,ZONE-E,N,28,04,STANDARD,2000,148.1,True,2026-04-30T04:36:50.726872
LOC-AS-03-N26-03,WH-EAS-03,ZONE-A,N,26,03,STANDARD,2000,54.7,True,2026-04-30T04:36:50.726872
LOC-OR-04-L19-08,WH-NOR-04,ZONE-A,L,19,08,STANDARD,1000,175.6,False,2026-04-30T04:36:50.726872
LOC-ES-07-G23-07,WH-WES-07,RECEIVING,G,23,07,STANDARD,2000,23.9,True,2026-04-30T04:36:50.726872
LOC-AS-01-K30-04,WH-EAS-01,ZONE-D,K,30,04,COLD,500,11.0,True,2026-04-30T04:36:50.726872
LOC-ES-07-J13-06,WH-WES-07,ZONE-B,J,13,06,OVERSIZE,500,120.3,True,2026-04-30T04:36:50.726872
LOC-OU-09-P30-06,WH-SOU-09,ZONE-D,P,30,06,STANDARD,2000,144.9,True,2026-04-30T04:36:50.726872
LOC-OR-05-D11-01,WH-NOR-05,ZONE-B,D,11,01,STANDARD,2000,152.1,True,2026-04-30T04:36:50.726872
LOC-OR-05-I20-05,WH-NOR-05,ZONE-E,I,20,05,STANDARD,1000,70.0,False,2026-04-30T04:36:50.726872
LOC-AS-03-O02-04,WH-EAS-03,ZONE-B,O,02,04,STANDARD,1000,16.8,True,2026-04-30T04:36:50.726872
LOC-EN-08-N04-08,WH-CEN-08,ZONE-A,N,04,08,STANDARD,5000,97.0,True,2026-04-30T04:36:50.726872
LOC-AS-03-D12-02,WH-EAS-03,ZONE-B,D,12,02,COLD,1000,168.6,True,2026-04-30T04:36:50.726872
LOC-OR-05-G19-01,WH-NOR-05,ZONE-E,G,19,01,BULK,1000,89.1,True,2026-04-30T04:36:50.726872
LOC-EN-08-D29-06,WH-CEN-08,ZONE-A,D,29,06,STANDARD,500,84.9,True,2026-04-30T04:36:50.726872
LOC-AS-02-K05-01,WH-EAS-02,ZONE-A,K,05,01,STANDARD,5000,96.3,True,2026-04-30T04:36:50.726872
LOC-EN-10-A11-01,WH-CEN-10,RECEIVING,A,11,01,STANDARD,5000,71.7,True,2026-04-30T04:36:50.726872
LOC-EN-10-E07-01,WH-CEN-10,SHIPPING,E,07,01,STANDARD,2000,161.6,True,2026-04-30T04:36:50.726872
LOC-OU-09-M03-07,WH-SOU-09,ZONE-C,M,03,07,STANDARD,5000,26.9,True,2026-04-30T04:36:50.726872
LOC-AS-03-M25-07,WH-EAS-03,ZONE-C,M,25,07,STANDARD,1000,32.9,True,2026-04-30T04:36:50.726872
LOC-ES-07-J29-03,WH-WES-07,ZONE-C,J,29,03,STANDARD,2000,107.4,True,2026-04-30T04:36:50.726872
LOC-ES-07-P09-07,WH-WES-07,ZONE-A,P,09,07,BULK,2000,126.6,True,2026-04-30T04:36:50.726872
LOC-ES-07-C02-06,WH-WES-07,ZONE-D,C,02,06,STANDARD,1000,186.8,True,2026-04-30T04:36:50.726872
LOC-OU-09-C10-08,WH-SOU-09,ZONE-D,C,10,08,STANDARD,5000,67.1,False,2026-04-30T04:36:50.726872
LOC-OR-05-H17-07,WH-NOR-05,ZONE-C,H,17,07,STANDARD,500,184.3,True,2026-04-30T04:36:50.726872
LOC-OU-09-N14-02,WH-SOU-09,ZONE-D,N,14,02,STANDARD,2000,77.5,True,2026-04-30T04:36:50.726872
LOC-OU-09-A04-08,WH-SOU-09,ZONE-B,A,04,08,BULK,5000,18.6,True,2026-04-30T04:36:50.726872
LOC-OR-05-K19-08,WH-NOR-05,SHIPPING,K,19,08,STANDARD,2000,74.9,True,2026-04-30T04:36:50.726872
LOC-AS-03-G06-02,WH-EAS-03,RECEIVING,G,06,02,OVERSIZE,2000,175.6,True,2026-04-30T04:36:50.726872
LOC-OU-09-A01-07,WH-SOU-09,ZONE-A,A,01,07,STANDARD,5000,97.4,True,2026-04-30T04:36:50.726872
LOC-EN-10-P10-06,WH-CEN-10,RECEIVING,P,10,06,STANDARD,5000,162.9,True,2026-04-30T04:36:50.726872
LOC-AS-03-A07-02,WH-EAS-03,SHIPPING,A,07,02,STANDARD,1000,173.2,True,2026-04-30T04:36:50.726872
LOC-AS-03-H14-04,WH-EAS-03,ZONE-A,H,14,04,STANDARD,5000,38.2,True,2026-04-30T04:36:50.726872
LOC-AS-02-F29-03,WH-EAS-02,RECEIVING,F,29,03,BULK,5000,99.6,True,2026-04-30T04:36:50.726872
LOC-EN-10-H07-05,WH-CEN-10,ZONE-E,H,07,05,BULK,5000,19.7,True,2026-04-30T04:36:50.726872
LOC-ES-07-N28-08,WH-WES-07,RECEIVING,N,28,08,STANDARD,2000,17.0,True,2026-04-30T04:36:50.726872
LOC-OU-09-P08-01,WH-SOU-09,ZONE-E,P,08,01,STANDARD,2000,115.1,True,2026-04-30T04:36:50.726872
LOC-ES-07-P04-08,WH-WES-07,ZONE-E,P,04,08,HAZMAT,2000,95.2,True,2026-04-30T04:36:50.726872
LOC-AS-03-J24-04,WH-EAS-03,ZONE-D,J,24,04,STANDARD,1000,106.5,True,2026-04-30T04:36:50.726872
LOC-AS-06-O05-05,WH-EAS-06,RECEIVING,O,05,05,BULK,5000,168.3,True,2026-04-30T04:36:50.726872
LOC-AS-06-P26-03,WH-EAS-06,ZONE-E,P,26,03,STANDARD,500,136.7,True,2026-04-30T04:36:50.726872
LOC-OR-04-F20-08,WH-NOR-04,ZONE-A,F,20,08,BULK,5000,67.7,True,2026-04-30T04:36:50.726872
LOC-AS-01-A12-05,WH-EAS-01,ZONE-C,A,12,05,STANDARD,1000,167.3,True,2026-04-30T04:36:50.726872
LOC-AS-01-C11-07,WH-EAS-01,ZONE-A,C,11,07,STANDARD,500,116.8,True,2026-04-30T04:36:50.726872
LOC-AS-06-L25-01,WH-EAS-06,SHIPPING,L,25,01,COLD,2000,180.3,True,2026-04-30T04:36:50.726872
LOC-OU-09-D23-01,WH-SOU-09,ZONE-D,D,23,01,BULK,500,195.2,True,2026-04-30T04:36:50.726872
LOC-EN-10-D27-01,WH-CEN-10,ZONE-E,D,27,01,STANDARD,500,175.5,True,2026-04-30T04:36:50.726872
LOC-AS-03-J23-08,WH-EAS-03,SHIPPING,J,23,08,STANDARD,500,39.3,True,2026-04-30T04:36:50.726872
LOC-AS-03-D28-04,WH-EAS-03,ZONE-D,D,28,04,OVERSIZE,500,56.6,True,2026-04-30T04:36:50.726872
LOC-AS-06-J17-03,WH-EAS-06,ZONE-A,J,17,03,STANDARD,5000,78.5,True,2026-04-30T04:36:50.726872
LOC-AS-03-N26-04,WH-EAS-03,ZONE-B,N,26,04,BULK,5000,184.4,True,2026-04-30T04:36:50.726872
LOC-OU-09-L01-08,WH-SOU-09,ZONE-B,L,01,08,BULK,500,26.1,True,2026-04-30T04:36:50.726872
LOC-AS-03-N02-07,WH-EAS-03,SHIPPING,N,02,07,STANDARD,1000,181.5,True,2026-04-30T04:36:50.726872
LOC-OU-09-J14-07,WH-SOU-09,RECEIVING,J,14,07,BULK,2000,147.1,True,2026-04-30T04:36:50.726872
LOC-AS-06-A27-05,WH-EAS-06,ZONE-E,A,27,05,STANDARD,1000,143.1,True,2026-04-30T04:36:50.726872
LOC-OR-04-O23-06,WH-NOR-04,SHIPPING,O,23,06,BULK,5000,157.3,True,2026-04-30T04:36:50.726872
LOC-AS-02-B18-06,WH-EAS-02,ZONE-D,B,18,06,BULK,1000,108.9,True,2026-04-30T04:36:50.726872
LOC-OR-04-C17-05,WH-NOR-04,ZONE-E,C,17,05,STANDARD,1000,14.5,True,2026-04-30T04:36:50.726872
LOC-OU-09-I08-05,WH-SOU-09,RECEIVING,I,08,05,STANDARD,500,149.1,True,2026-04-30T04:36:50.726872
LOC-OR-05-L04-01,WH-NOR-05,SHIPPING,L,04,01,STANDARD,500,95.3,True,2026-04-30T04:36:50.726872
LOC-AS-01-O11-04,WH-EAS-01,SHIPPING,O,11,04,BULK,1000,76.6,True,2026-04-30T04:36:50.726872
LOC-EN-10-E23-07,WH-CEN-10,ZONE-E,E,23,07,BULK,500,72.3,True,2026-04-30T04:36:50.726872
LOC-AS-06-O04-03,WH-EAS-06,RECEIVING,O,04,03,STANDARD,5000,25.6,True,2026-04-30T04:36:50.726872
LOC-AS-03-P07-08,WH-EAS-03,ZONE-A,P,07,08,STANDARD,5000,121.8,True,2026-04-30T04:36:50.726872
LOC-ES-07-I19-08,WH-WES-07,RECEIVING,I,19,08,STANDARD,5000,140.9,True,2026-04-30T04:36:50.726872
LOC-ES-07-F05-03,WH-WES-07,ZONE-D,F,05,03,BULK,1000,193.9,True,2026-04-30T04:36:50.726872
LOC-OU-09-D23-04,WH-SOU-09,ZONE-D,D,23,04,STANDARD,1000,189.4,True,2026-04-30T04:36:50.726872
LOC-AS-02-N04-02,WH-EAS-02,ZONE-C,N,04,02,STANDARD,500,109.3,True,2026-04-30T04:36:50.726872
LOC-OR-05-L10-05,WH-NOR-05,ZONE-D,L,10,05,STANDARD,1000,37.0,True,2026-04-30T04:36:50.726872
LOC-AS-01-J29-05,WH-EAS-01,ZONE-B,J,29,05,STANDARD,5000,10.4,True,2026-04-30T04:36:50.726872
LOC-AS-02-B14-08,WH-EAS-02,ZONE-E,B,14,08,STANDARD,5000,181.1,True,2026-04-30T04:36:50.726872
LOC-EN-08-E25-03,WH-CEN-08,ZONE-E,E,25,03,STANDARD,5000,136.8,True,2026-04-30T04:36:50.726872
LOC-AS-06-C26-07,WH-EAS-06,ZONE-D,C,26,07,STANDARD,5000,74.4,True,2026-04-30T04:36:50.726872
